,,cases
Kiowa County,week 23,0
Kiowa County,week 24,0
Kiowa County,week 25,0
Kiowa County,week 26,0
Kiowa County,week 27,0
Kiowa County,week 28,0
Kiowa County,week 29,0
Kiowa County,week 30,0
Kiowa County,week 31,0
Kiowa County,week 32,0
Kiowa County,week 33,0
Kiowa County,week 34,0
Kiowa County,week 35,0
Kit Carson County,week 1,0
Kit Carson County,week 2,0
Kit Carson County,week 3,0
Kit Carson County,week 4,0
Kit Carson County,week 5,0
Kit Carson County,week 6,0
Kit Carson County,week 7,0
Kit Carson County,week 8,0
Kit Carson County,week 9,0
Kit Carson County,week 10,7
Kit Carson County,week 11,32
Kit Carson County,week 12,48
Kit Carson County,week 13,102
Kit Carson County,week 14,134
Kit Carson County,week 15,147
Kit Carson County,week 16,172
Kit Carson County,week 17,180
Kit Carson County,week 18,182
Kit Carson County,week 19,182
Kit Carson County,week 20,206
Kit Carson County,week 21,213
Kit Carson County,week 22,217
Kit Carson County,week 23,218
Kit Carson County,week 24,231
Kit Carson County,week 25,250
Kit Carson County,week 26,252
Kit Carson County,week 27,287
Kit Carson County,week 28,298
Kit Carson County,week 29,344
Kit Carson County,week 30,474
Kit Carson County,week 31,483
Kit Carson County,week 32,519
Kit Carson County,week 33,532
Kit Carson County,week 34,540
Kit Carson County,week 35,78
Lake County,week 1,0
Lake County,week 2,0
Lake County,week 3,0
Lake County,week 4,0
Lake County,week 5,0
Lake County,week 6,0
Lake County,week 7,0
Lake County,week 8,0
Lake County,week 9,0
Lake County,week 10,1
Lake County,week 11,19
Lake County,week 12,28
Lake County,week 13,53
Lake County,week 14,98
Lake County,week 15,136
Lake County,week 16,159
Lake County,week 17,174
Lake County,week 18,189
Lake County,week 19,205
Lake County,week 20,250
Lake County,week 21,269
Lake County,week 22,318
Lake County,week 23,350
Lake County,week 24,357
Lake County,week 25,373
Lake County,week 26,413
Lake County,week 27,432
Lake County,week 28,494
Lake County,week 29,537
Lake County,week 30,553
Lake County,week 31,557
Lake County,week 32,560
Lake County,week 33,570
Lake County,week 34,599
Lake County,week 35,87
La Plata County,week 1,0
La Plata County,week 2,0
La Plata County,week 3,0
La Plata County,week 4,0
La Plata County,week 5,0
La Plata County,week 6,0
La Plata County,week 7,0
La Plata County,week 8,0
La Plata County,week 9,1
La Plata County,week 10,101
La Plata County,week 11,192
La Plata County,week 12,289
La Plata County,week 13,348
La Plata County,week 14,400
La Plata County,week 15,439
La Plata County,week 16,451
La Plata County,week 17,474
La Plata County,week 18,525
La Plata County,week 19,559
La Plata County,week 20,576
La Plata County,week 21,590
La Plata County,week 22,601
La Plata County,week 23,686
La Plata County,week 24,842
La Plata County,week 25,945
La Plata County,week 26,1102
La Plata County,week 27,1286
La Plata County,week 28,1385
La Plata County,week 29,1469
La Plata County,week 30,1591
La Plata County,week 31,1614
La Plata County,week 32,1664
La Plata County,week 33,1704
La Plata County,week 34,1728
La Plata County,week 35,248
Larimer County,week 1,0
Larimer County,week 2,0
Larimer County,week 3,0
Larimer County,week 4,0
Larimer County,week 5,0
Larimer County,week 6,0
Larimer County,week 7,2
Larimer County,week 8,8
Larimer County,week 9,142
Larimer County,week 10,527
Larimer County,week 11,981
Larimer County,week 12,1276
Larimer County,week 13,1608
Larimer County,week 14,2101
Larimer County,week 15,2667
Larimer County,week 16,3074
Larimer County,week 17,3368
Larimer County,week 18,3700
Larimer County,week 19,4026
Larimer County,week 20,4324
Larimer County,week 21,4505
Larimer County,week 22,4703
Larimer County,week 23,4969
Larimer County,week 24,5500
Larimer County,week 25,6317
Larimer County,week 26,7409
Larimer County,week 27,8601
Larimer County,week 28,9620
Larimer County,week 29,10674
Larimer County,week 30,11651
Larimer County,week 31,12487
Larimer County,week 32,13430
Larimer County,week 33,14341
Larimer County,week 34,15143
Larimer County,week 35,2236
Las Animas County,week 1,0
Las Animas County,week 2,0
Las Animas County,week 3,0
Las Animas County,week 4,0
Las Animas County,week 5,0
Las Animas County,week 6,0
Las Animas County,week 7,0
Las Animas County,week 8,0
Las Animas County,week 9,0
Las Animas County,week 10,0
Las Animas County,week 11,5
Las Animas County,week 12,13
Las Animas County,week 13,20
Las Animas County,week 14,21
Las Animas County,week 15,22
Las Animas County,week 16,28
Las Animas County,week 17,28
Las Animas County,week 18,33
Las Animas County,week 19,35
Las Animas County,week 20,36
Las Animas County,week 21,44
Las Animas County,week 22,49
Las Animas County,week 23,51
Las Animas County,week 24,63
Las Animas County,week 25,66
Las Animas County,week 26,77
Las Animas County,week 27,90
Las Animas County,week 28,104
Las Animas County,week 29,114
Las Animas County,week 30,127
Las Animas County,week 31,133
Las Animas County,week 32,139
Las Animas County,week 33,140
Las Animas County,week 34,145
Las Animas County,week 35,21
Lincoln County,week 1,0
Lincoln County,week 2,0
Lincoln County,week 3,0
Lincoln County,week 4,0
Lincoln County,week 5,0
Lincoln County,week 6,0
Lincoln County,week 7,0
Lincoln County,week 8,0
Lincoln County,week 9,0
Lincoln County,week 10,5
Lincoln County,week 11,7
Lincoln County,week 12,9
Lincoln County,week 13,19
Lincoln County,week 14,21
Lincoln County,week 15,21
Lincoln County,week 16,21
Lincoln County,week 17,21
Lincoln County,week 18,21
Lincoln County,week 19,21
Lincoln County,week 20,21
Lincoln County,week 21,21
Lincoln County,week 22,24
Lincoln County,week 23,28
Lincoln County,week 24,28
Lincoln County,week 25,28
Lincoln County,week 26,38
Lincoln County,week 27,42
Lincoln County,week 28,42
Lincoln County,week 29,55
Lincoln County,week 30,56
Lincoln County,week 31,56
Lincoln County,week 32,56
Lincoln County,week 33,56
Lincoln County,week 34,56
Lincoln County,week 35,8
Logan County,week 1,0
Logan County,week 2,0
Logan County,week 3,0
Logan County,week 4,0
Logan County,week 5,0
Logan County,week 6,0
Logan County,week 7,0
Logan County,week 8,0
Logan County,week 9,4
Logan County,week 10,28
Logan County,week 11,61
Logan County,week 12,91
Logan County,week 13,126
Logan County,week 14,1065
Logan County,week 15,1994
Logan County,week 16,2658
Logan County,week 17,3394
Logan County,week 18,3709
Logan County,week 19,4223
Logan County,week 20,4395
Logan County,week 21,4426
Logan County,week 22,4443
Logan County,week 23,4453
Logan County,week 24,4474
Logan County,week 25,4485
Logan County,week 26,4494
Logan County,week 27,4511
Logan County,week 28,4533
Logan County,week 29,4556
Logan County,week 30,4594
Logan County,week 31,4641
Logan County,week 32,4772
Logan County,week 33,4883
Logan County,week 34,5287
Logan County,week 35,800
Mesa County,week 1,0
Mesa County,week 2,0
Mesa County,week 3,0
Mesa County,week 4,0
Mesa County,week 5,0
Mesa County,week 6,0
Mesa County,week 7,0
Mesa County,week 8,4
Mesa County,week 9,13
Mesa County,week 10,62
Mesa County,week 11,145
Mesa County,week 12,234
Mesa County,week 13,241
Mesa County,week 14,269
Mesa County,week 15,320
Mesa County,week 16,346
Mesa County,week 17,350
Mesa County,week 18,354
Mesa County,week 19,376
Mesa County,week 20,425
Mesa County,week 21,476
Mesa County,week 22,551
Mesa County,week 23,629
Mesa County,week 24,778
Mesa County,week 25,972
Mesa County,week 26,1244
Mesa County,week 27,1563
Mesa County,week 28,1821
Mesa County,week 29,2114
Mesa County,week 30,2524
Mesa County,week 31,2659
Mesa County,week 32,2827
Mesa County,week 33,3095
Mesa County,week 34,3406
Mesa County,week 35,503
Mineral County,week 1,0
Mineral County,week 2,0
Mineral County,week 3,0
Mineral County,week 4,0
Mineral County,week 5,0
Mineral County,week 6,0
Mineral County,week 7,0
Mineral County,week 8,0
Mineral County,week 9,0
Mineral County,week 10,4
Mineral County,week 11,14
Mineral County,week 12,14
Mineral County,week 13,14
Mineral County,week 14,14
Mineral County,week 15,14
Mineral County,week 16,14
Mineral County,week 17,14
Mineral County,week 18,14
Mineral County,week 19,14
Mineral County,week 20,14
Mineral County,week 21,14
Mineral County,week 22,15
Mineral County,week 23,35
Mineral County,week 24,65
Mineral County,week 25,111
Mineral County,week 26,119
Mineral County,week 27,124
Mineral County,week 28,126
Mineral County,week 29,126
Mineral County,week 30,126
Mineral County,week 31,131
Mineral County,week 32,133
Mineral County,week 33,133
Mineral County,week 34,138
Mineral County,week 35,20
Moffat County,week 1,0
Moffat County,week 2,0
Moffat County,week 3,0
Moffat County,week 4,0
Moffat County,week 5,0
Moffat County,week 6,0
Moffat County,week 7,0
Moffat County,week 8,0
Moffat County,week 9,0
Moffat County,week 10,10
Moffat County,week 11,21
Moffat County,week 12,21
Moffat County,week 13,28
Moffat County,week 14,42
Moffat County,week 15,42
Moffat County,week 16,42
Moffat County,week 17,42
Moffat County,week 18,43
Moffat County,week 19,50
Moffat County,week 20,56
Moffat County,week 21,56
Moffat County,week 22,62
Moffat County,week 23,71
Moffat County,week 24,91
Moffat County,week 25,104
Moffat County,week 26,121
Moffat County,week 27,153
Moffat County,week 28,173
Moffat County,week 29,200
Moffat County,week 30,225
Moffat County,week 31,231
Moffat County,week 32,238
Moffat County,week 33,243
Moffat County,week 34,247
Moffat County,week 35,37
Montezuma County,week 1,0
Montezuma County,week 2,0
Montezuma County,week 3,0
Montezuma County,week 4,0
Montezuma County,week 5,0
Montezuma County,week 6,0
Montezuma County,week 7,0
Montezuma County,week 8,0
Montezuma County,week 9,0
Montezuma County,week 10,3
Montezuma County,week 11,37
Montezuma County,week 12,74
Montezuma County,week 13,90
Montezuma County,week 14,103
Montezuma County,week 15,117
Montezuma County,week 16,158
Montezuma County,week 17,186
Montezuma County,week 18,237
Montezuma County,week 19,292
Montezuma County,week 20,360
Montezuma County,week 21,421
Montezuma County,week 22,468
Montezuma County,week 23,488
Montezuma County,week 24,508
Montezuma County,week 25,546
Montezuma County,week 26,620
Montezuma County,week 27,678
Montezuma County,week 28,749
Montezuma County,week 29,776
Montezuma County,week 30,801
Montezuma County,week 31,840
Montezuma County,week 32,865
Montezuma County,week 33,882
Montezuma County,week 34,890
Montezuma County,week 35,128
Montrose County,week 1,0
Montrose County,week 2,0
Montrose County,week 3,0
Montrose County,week 4,0
Montrose County,week 5,0
Montrose County,week 6,0
Montrose County,week 7,0
Montrose County,week 8,0
Montrose County,week 9,6
Montrose County,week 10,53
Montrose County,week 11,185
Montrose County,week 12,340
Montrose County,week 13,513
Montrose County,week 14,610
Montrose County,week 15,710
Montrose County,week 16,845
Montrose County,week 17,931
Montrose County,week 18,1075
Montrose County,week 19,1193
Montrose County,week 20,1299
Montrose County,week 21,1353
Montrose County,week 22,1395
Montrose County,week 23,1425
Montrose County,week 24,1460
Montrose County,week 25,1519
Montrose County,week 26,1613
Montrose County,week 27,1782
Montrose County,week 28,1931
Montrose County,week 29,2096
Montrose County,week 30,2234
Montrose County,week 31,2329
Montrose County,week 32,2388
Montrose County,week 33,2445
Montrose County,week 34,2476
Montrose County,week 35,359
Morgan County,week 1,0
Morgan County,week 2,0
Morgan County,week 3,0
Morgan County,week 4,0
Morgan County,week 5,0
Morgan County,week 6,0
Morgan County,week 7,0
Morgan County,week 8,0
Morgan County,week 9,13
Morgan County,week 10,26
Morgan County,week 11,94
Morgan County,week 12,397
Morgan County,week 13,1011
Morgan County,week 14,1798
Morgan County,week 15,2743
Morgan County,week 16,3381
Morgan County,week 17,3860
Morgan County,week 18,4185
Morgan County,week 19,4377
Morgan County,week 20,4487
Morgan County,week 21,4518
Morgan County,week 22,4538
Morgan County,week 23,4555
Morgan County,week 24,4581
Morgan County,week 25,4599
Morgan County,week 26,4651
Morgan County,week 27,4692
Morgan County,week 28,4728
Morgan County,week 29,4787
Morgan County,week 30,4866
Morgan County,week 31,4929
Morgan County,week 32,4986
Morgan County,week 33,5031
Morgan County,week 34,5071
Morgan County,week 35,727
Otero County,week 1,0
Otero County,week 2,0
Otero County,week 3,0
Otero County,week 4,0
Otero County,week 5,0
Otero County,week 6,0
Otero County,week 7,0
Otero County,week 8,0
Otero County,week 9,0
Otero County,week 10,16
Otero County,week 11,23
Otero County,week 12,34
Otero County,week 13,42
Otero County,week 14,54
Otero County,week 15,68
Otero County,week 16,70
Otero County,week 17,77
Otero County,week 18,99
Otero County,week 19,126
Otero County,week 20,148
Otero County,week 21,154
Otero County,week 22,154
Otero County,week 23,154
Otero County,week 24,154
Otero County,week 25,158
Otero County,week 26,167
Otero County,week 27,250
Otero County,week 28,379
Otero County,week 29,495
Otero County,week 30,546
Otero County,week 31,560
Otero County,week 32,572
Otero County,week 33,574
Otero County,week 34,583
Otero County,week 35,86
Ouray County,week 1,0
Ouray County,week 2,0
Ouray County,week 3,0
Ouray County,week 4,0
Ouray County,week 5,0
Ouray County,week 6,0
Ouray County,week 7,0
Ouray County,week 8,0
Ouray County,week 9,0
Ouray County,week 10,0
Ouray County,week 11,9
Ouray County,week 12,27
Ouray County,week 13,33
Ouray County,week 14,35
Ouray County,week 15,35
Ouray County,week 16,40
Ouray County,week 17,47
Ouray County,week 18,53
Ouray County,week 19,56
Ouray County,week 20,56
Ouray County,week 21,56
Ouray County,week 22,66
Ouray County,week 23,71
Ouray County,week 24,81
Ouray County,week 25,84
Ouray County,week 26,84
Ouray County,week 27,84
Ouray County,week 28,84
Ouray County,week 29,89
Ouray County,week 30,91
Ouray County,week 31,112
Ouray County,week 32,159
Ouray County,week 33,173
Ouray County,week 34,175
Ouray County,week 35,25
Park County,week 1,0
Park County,week 2,0
Park County,week 3,0
Park County,week 4,0
Park County,week 5,0
Park County,week 6,0
Park County,week 7,0
Park County,week 8,0
Park County,week 9,5
Park County,week 10,13
Park County,week 11,31
Park County,week 12,40
Park County,week 13,42
Park County,week 14,51
Park County,week 15,91
Park County,week 16,107
Park County,week 17,116
Park County,week 18,154
Park County,week 19,161
Park County,week 20,161
Park County,week 21,161
Park County,week 22,167
Park County,week 23,189
Park County,week 24,191
Park County,week 25,228
Park County,week 26,237
Park County,week 27,267
Park County,week 28,289
Park County,week 29,294
Park County,week 30,294
Park County,week 31,299
Park County,week 32,301
Park County,week 33,312
Park County,week 34,322
Park County,week 35,46
Phillips County,week 1,0
Phillips County,week 2,0
Phillips County,week 3,0
Phillips County,week 4,0
Phillips County,week 5,0
Phillips County,week 6,0
Phillips County,week 7,0
Phillips County,week 8,0
Phillips County,week 9,0
Phillips County,week 10,1
Phillips County,week 11,17
Phillips County,week 12,28
Phillips County,week 13,33
Phillips County,week 14,35
Phillips County,week 15,35
Phillips County,week 16,54
Phillips County,week 17,68
Phillips County,week 18,78
Phillips County,week 19,91
Phillips County,week 20,100
Phillips County,week 21,105
Phillips County,week 22,105
Phillips County,week 23,108
Phillips County,week 24,112
Phillips County,week 25,112
Phillips County,week 26,113
Phillips County,week 27,131
Phillips County,week 28,133
Phillips County,week 29,133
Phillips County,week 30,133
Phillips County,week 31,133
Phillips County,week 32,133
Phillips County,week 33,146
Phillips County,week 34,208
Phillips County,week 35,33
Pitkin County,week 1,0
Pitkin County,week 2,0
Pitkin County,week 3,0
Pitkin County,week 4,0
Pitkin County,week 5,0
Pitkin County,week 6,0
Pitkin County,week 7,0
Pitkin County,week 8,64
Pitkin County,week 9,104
Pitkin County,week 10,181
Pitkin County,week 11,261
Pitkin County,week 12,321
Pitkin County,week 13,357
Pitkin County,week 14,357
Pitkin County,week 15,358
Pitkin County,week 16,377
Pitkin County,week 17,390
Pitkin County,week 18,399
Pitkin County,week 19,403
Pitkin County,week 20,418
Pitkin County,week 21,458
Pitkin County,week 22,558
Pitkin County,week 23,647
Pitkin County,week 24,725
Pitkin County,week 25,884
Pitkin County,week 26,1024
Pitkin County,week 27,1055
Pitkin County,week 28,1173
Pitkin County,week 29,1289
Pitkin County,week 30,1330
Pitkin County,week 31,1346
Pitkin County,week 32,1376
Pitkin County,week 33,1403
Pitkin County,week 34,1433
Pitkin County,week 35,213
Prowers County,week 1,0
Prowers County,week 2,0
Prowers County,week 3,0
Prowers County,week 4,0
Prowers County,week 5,0
Prowers County,week 6,0
Prowers County,week 7,0
Prowers County,week 8,0
Prowers County,week 9,0
Prowers County,week 10,0
Prowers County,week 11,0
Prowers County,week 12,6
Prowers County,week 13,7
Prowers County,week 14,7
Prowers County,week 15,9
Prowers County,week 16,59
Prowers County,week 17,69
Prowers County,week 18,81
Prowers County,week 19,95
Prowers County,week 20,107
Prowers County,week 21,112
Prowers County,week 22,112
Prowers County,week 23,127
Prowers County,week 24,178
Prowers County,week 25,249
Prowers County,week 26,304
Prowers County,week 27,318
Prowers County,week 28,334
Prowers County,week 29,363
Prowers County,week 30,451
Prowers County,week 31,532
Prowers County,week 32,576
Prowers County,week 33,616
Prowers County,week 34,629
Prowers County,week 35,92
Pueblo County,week 1,0
Pueblo County,week 2,0
Pueblo County,week 3,0
Pueblo County,week 4,0
Pueblo County,week 5,0
Pueblo County,week 6,0
Pueblo County,week 7,0
Pueblo County,week 8,5
Pueblo County,week 9,16
Pueblo County,week 10,66
Pueblo County,week 11,237
Pueblo County,week 12,382
Pueblo County,week 13,569
Pueblo County,week 14,853
Pueblo County,week 15,1043
Pueblo County,week 16,1223
Pueblo County,week 17,1409
Pueblo County,week 18,1733
Pueblo County,week 19,2015
Pueblo County,week 20,2184
Pueblo County,week 21,2381
Pueblo County,week 22,2481
Pueblo County,week 23,2645
Pueblo County,week 24,2812
Pueblo County,week 25,3011
Pueblo County,week 26,3397
Pueblo County,week 27,3870
Pueblo County,week 28,4220
Pueblo County,week 29,4767
Pueblo County,week 30,5184
Pueblo County,week 31,5542
Pueblo County,week 32,5995
Pueblo County,week 33,6376
Pueblo County,week 34,6788
Pueblo County,week 35,1001
Rio Blanco County,week 1,0
Rio Blanco County,week 2,0
Rio Blanco County,week 3,0
Rio Blanco County,week 4,0
Rio Blanco County,week 5,0
Rio Blanco County,week 6,0
Rio Blanco County,week 7,0
Rio Blanco County,week 8,0
Rio Blanco County,week 9,0
Rio Blanco County,week 10,0
Rio Blanco County,week 11,6
Rio Blanco County,week 12,7
Rio Blanco County,week 13,7
Rio Blanco County,week 14,7
Rio Blanco County,week 15,7
Rio Blanco County,week 16,7
Rio Blanco County,week 17,7
Rio Blanco County,week 18,7
Rio Blanco County,week 19,7
Rio Blanco County,week 20,7
Rio Blanco County,week 21,8
Rio Blanco County,week 22,14
Rio Blanco County,week 23,21
Rio Blanco County,week 24,28
Rio Blanco County,week 25,38
Rio Blanco County,week 26,42
Rio Blanco County,week 27,42
Rio Blanco County,week 28,48
Rio Blanco County,week 29,100
Rio Blanco County,week 30,140
Rio Blanco County,week 31,145
Rio Blanco County,week 32,159
Rio Blanco County,week 33,161
Rio Blanco County,week 34,167
Rio Blanco County,week 35,24
Rio Grande County,week 1,0
Rio Grande County,week 2,0
Rio Grande County,week 3,0
Rio Grande County,week 4,0
Rio Grande County,week 5,0
Rio Grande County,week 6,0
Rio Grande County,week 7,0
Rio Grande County,week 8,0
Rio Grande County,week 9,0
Rio Grande County,week 10,18
Rio Grande County,week 11,35
Rio Grande County,week 12,35
Rio Grande County,week 13,49
Rio Grande County,week 14,49
Rio Grande County,week 15,49
Rio Grande County,week 16,49
Rio Grande County,week 17,53
Rio Grande County,week 18,86
Rio Grande County,week 19,170
Rio Grande County,week 20,295
Rio Grande County,week 21,367
Rio Grande County,week 22,434
Rio Grande County,week 23,505
Rio Grande County,week 24,552
Rio Grande County,week 25,564
Rio Grande County,week 26,581
Rio Grande County,week 27,602
Rio Grande County,week 28,609
Rio Grande County,week 29,622
Rio Grande County,week 30,642
Rio Grande County,week 31,656
Rio Grande County,week 32,658
Rio Grande County,week 33,658
Rio Grande County,week 34,663
Rio Grande County,week 35,95
Routt County,week 1,0
Routt County,week 2,0
Routt County,week 3,0
Routt County,week 4,0
Routt County,week 5,0
Routt County,week 6,0
Routt County,week 7,0
Routt County,week 8,6
Routt County,week 9,18
Routt County,week 10,90
Routt County,week 11,189
Routt County,week 12,252
Routt County,week 13,328
Routt County,week 14,370
Routt County,week 15,390
Routt County,week 16,407
Routt County,week 17,413
Routt County,week 18,413
Routt County,week 19,430
Routt County,week 20,434
Routt County,week 21,441
Routt County,week 22,448
Routt County,week 23,495
Routt County,week 24,536
Routt County,week 25,570
Routt County,week 26,608
Routt County,week 27,660
Routt County,week 28,724
Routt County,week 29,832
Routt County,week 30,884
Routt County,week 31,908
Routt County,week 32,928
Routt County,week 33,938
Routt County,week 34,959
Routt County,week 35,139
Saguache County,week 1,0
Saguache County,week 2,0
Saguache County,week 3,0
Saguache County,week 4,0
Saguache County,week 5,0
Saguache County,week 6,0
Saguache County,week 7,0
Saguache County,week 8,0
Saguache County,week 9,0
Saguache County,week 10,1
Saguache County,week 11,19
Saguache County,week 12,21
Saguache County,week 13,21
Saguache County,week 14,21
Saguache County,week 15,21
Saguache County,week 16,33
Saguache County,week 17,106
Saguache County,week 18,160
Saguache County,week 19,444
Saguache County,week 20,644
Saguache County,week 21,678
Saguache County,week 22,691
Saguache County,week 23,705
Saguache County,week 24,714
Saguache County,week 25,721
Saguache County,week 26,734
Saguache County,week 27,742
Saguache County,week 28,742
Saguache County,week 29,742
Saguache County,week 30,745
Saguache County,week 31,756
Saguache County,week 32,772
Saguache County,week 33,777
Saguache County,week 34,777
Saguache County,week 35,111
San Juan County,week 1,0
San Juan County,week 2,0
San Juan County,week 3,0
San Juan County,week 4,0
San Juan County,week 5,0
San Juan County,week 6,0
San Juan County,week 7,0
San Juan County,week 8,0
San Juan County,week 9,0
San Juan County,week 10,0
San Juan County,week 11,0
San Juan County,week 12,0
San Juan County,week 13,0
San Juan County,week 14,0
San Juan County,week 15,0
San Juan County,week 16,7
San Juan County,week 17,7
San Juan County,week 18,7
San Juan County,week 19,7
San Juan County,week 20,7
San Juan County,week 21,7
San Juan County,week 22,7
San Juan County,week 23,8
San Juan County,week 24,14
San Juan County,week 25,14
San Juan County,week 26,14
San Juan County,week 27,14
San Juan County,week 28,14
San Juan County,week 29,14
San Juan County,week 30,14
San Juan County,week 31,14
San Juan County,week 32,26
San Juan County,week 33,42
San Juan County,week 34,42
San Juan County,week 35,6
San Miguel County,week 1,0
San Miguel County,week 2,0
San Miguel County,week 3,0
San Miguel County,week 4,0
San Miguel County,week 5,0
San Miguel County,week 6,0
San Miguel County,week 7,0
San Miguel County,week 8,0
San Miguel County,week 9,4
San Miguel County,week 10,10
San Miguel County,week 11,59
San Miguel County,week 12,80
San Miguel County,week 13,99
San Miguel County,week 14,125
San Miguel County,week 15,135
San Miguel County,week 16,142
San Miguel County,week 17,154
San Miguel County,week 18,160
San Miguel County,week 19,161
San Miguel County,week 20,161
San Miguel County,week 21,166
San Miguel County,week 22,197
San Miguel County,week 23,246
San Miguel County,week 24,273
San Miguel County,week 25,326
San Miguel County,week 26,446
San Miguel County,week 27,501
San Miguel County,week 28,527
San Miguel County,week 29,598
San Miguel County,week 30,647
San Miguel County,week 31,651
San Miguel County,week 32,651
San Miguel County,week 33,651
San Miguel County,week 34,651
San Miguel County,week 35,94
Sedgwick County,week 1,0
Sedgwick County,week 2,0
Sedgwick County,week 3,0
Sedgwick County,week 4,0
Sedgwick County,week 5,0
Sedgwick County,week 6,0
Sedgwick County,week 7,0
Sedgwick County,week 8,0
Sedgwick County,week 9,0
Sedgwick County,week 10,0
Sedgwick County,week 11,0
Sedgwick County,week 12,0
Sedgwick County,week 13,0
Sedgwick County,week 14,0
Sedgwick County,week 15,0
Sedgwick County,week 16,0
Sedgwick County,week 17,0
Sedgwick County,week 18,0
Sedgwick County,week 19,0
Sedgwick County,week 20,0
Sedgwick County,week 21,0
Sedgwick County,week 22,0
Sedgwick County,week 23,0
Sedgwick County,week 24,0
Sedgwick County,week 25,2
Sedgwick County,week 26,46
Sedgwick County,week 27,77
Sedgwick County,week 28,77
Sedgwick County,week 29,77
Sedgwick County,week 30,77
Sedgwick County,week 31,82
Sedgwick County,week 32,84
Sedgwick County,week 33,84
Sedgwick County,week 34,84
Sedgwick County,week 35,12
Summit County,week 1,0
Summit County,week 2,0
Summit County,week 3,0
Summit County,week 4,0
Summit County,week 5,0
Summit County,week 6,0
Summit County,week 7,5
Summit County,week 8,9
Summit County,week 9,46
Summit County,week 10,84
Summit County,week 11,272
Summit County,week 12,456
Summit County,week 13,583
Summit County,week 14,701
Summit County,week 15,954
Summit County,week 16,1133
Summit County,week 17,1270
Summit County,week 18,1411
Summit County,week 19,1559
Summit County,week 20,1700
Summit County,week 21,1786
Summit County,week 22,1837
Summit County,week 23,1870
Summit County,week 24,1953
Summit County,week 25,2042
Summit County,week 26,2120
Summit County,week 27,2203
Summit County,week 28,2255
Summit County,week 29,2307
Summit County,week 30,2407
Summit County,week 31,2449
Summit County,week 32,2538
Summit County,week 33,2562
Summit County,week 34,2601
Summit County,week 35,391
Teller County,week 1,0
Teller County,week 2,0
Teller County,week 3,0
Teller County,week 4,0
Teller County,week 5,0
Teller County,week 6,0
Teller County,week 7,0
Teller County,week 8,0
Teller County,week 9,6
Teller County,week 10,47
Teller County,week 11,70
Teller County,week 12,94
Teller County,week 13,142
Teller County,week 14,185
Teller County,week 15,197
Teller County,week 16,213
Teller County,week 17,217
Teller County,week 18,224
Teller County,week 19,226
Teller County,week 20,240
Teller County,week 21,265
Teller County,week 22,275
Teller County,week 23,286
Teller County,week 24,305
Teller County,week 25,411
Teller County,week 26,514
Teller County,week 27,657
Teller County,week 28,775
Teller County,week 29,890
Teller County,week 30,1004
Teller County,week 31,1064
Teller County,week 32,1125
Teller County,week 33,1145
Teller County,week 34,1166
Teller County,week 35,169
Washington County,week 1,0
Washington County,week 2,0
Washington County,week 3,0
Washington County,week 4,0
Washington County,week 5,0
Washington County,week 6,0
Washington County,week 7,0
Washington County,week 8,0
Washington County,week 9,0
Washington County,week 10,5
Washington County,week 11,7
Washington County,week 12,16
Washington County,week 13,39
Washington County,week 14,43
Washington County,week 15,54
Washington County,week 16,63
Washington County,week 17,69
Washington County,week 18,166
Washington County,week 19,269
Washington County,week 20,296
Washington County,week 21,307
Washington County,week 22,308
Washington County,week 23,309
Washington County,week 24,321
Washington County,week 25,322
Washington County,week 26,322
Washington County,week 27,322
Washington County,week 28,327
Washington County,week 29,334
Washington County,week 30,352
Washington County,week 31,362
Washington County,week 32,370
Washington County,week 33,377
Washington County,week 34,384
Washington County,week 35,56
Weld County,week 1,0
Weld County,week 2,0
Weld County,week 3,0
Weld County,week 4,0
Weld County,week 5,0
Weld County,week 6,0
Weld County,week 7,0
Weld County,week 8,20
Weld County,week 9,213
Weld County,week 10,1134
Weld County,week 11,2936
Weld County,week 12,4923
Weld County,week 13,7274
Weld County,week 14,9914
Weld County,week 15,12842
Weld County,week 16,14725
Weld County,week 17,15910
Weld County,week 18,16695
Weld County,week 19,17320
Weld County,week 20,17946
Weld County,week 21,18536
Weld County,week 22,18985
Weld County,week 23,19447
Weld County,week 24,20016
Weld County,week 25,20881
Weld County,week 26,22294
Weld County,week 27,23633
Weld County,week 28,24645
Weld County,week 29,25784
Weld County,week 30,26639
Weld County,week 31,27426
Weld County,week 32,28245
Weld County,week 33,29057
Weld County,week 34,30006
Weld County,week 35,4401
Yuma County,week 1,0
Yuma County,week 2,0
Yuma County,week 3,0
Yuma County,week 4,0
Yuma County,week 5,0
Yuma County,week 6,0
Yuma County,week 7,0
Yuma County,week 8,0
Yuma County,week 9,6
Yuma County,week 10,13
Yuma County,week 11,14
Yuma County,week 12,14
Yuma County,week 13,17
Yuma County,week 14,40
Yuma County,week 15,59
Yuma County,week 16,72
Yuma County,week 17,77
Yuma County,week 18,102
Yuma County,week 19,224
Yuma County,week 20,308
Yuma County,week 21,334
Yuma County,week 22,346
Yuma County,week 23,359
Yuma County,week 24,368
Yuma County,week 25,378
Yuma County,week 26,388
Yuma County,week 27,396
Yuma County,week 28,424
Yuma County,week 29,441
Yuma County,week 30,441
Yuma County,week 31,441
Yuma County,week 32,441
Yuma County,week 33,462
Yuma County,week 34,499
Yuma County,week 35,76
