,,cases
Placer County,week 28,13216
Placer County,week 29,15300
Placer County,week 30,17892
Placer County,week 31,19202
Placer County,week 32,20576
Placer County,week 33,21998
Placer County,week 34,23043
Placer County,week 35,3353
Plumas County,week 1,0
Plumas County,week 2,0
Plumas County,week 3,0
Plumas County,week 4,0
Plumas County,week 5,0
Plumas County,week 6,0
Plumas County,week 7,0
Plumas County,week 8,0
Plumas County,week 9,0
Plumas County,week 10,1
Plumas County,week 11,17
Plumas County,week 12,26
Plumas County,week 13,28
Plumas County,week 14,28
Plumas County,week 15,28
Plumas County,week 16,28
Plumas County,week 17,28
Plumas County,week 18,28
Plumas County,week 19,28
Plumas County,week 20,28
Plumas County,week 21,30
Plumas County,week 22,41
Plumas County,week 23,51
Plumas County,week 24,52
Plumas County,week 25,78
Plumas County,week 26,145
Plumas County,week 27,197
Plumas County,week 28,228
Plumas County,week 29,241
Plumas County,week 30,272
Plumas County,week 31,280
Plumas County,week 32,283
Plumas County,week 33,313
Plumas County,week 34,324
Plumas County,week 35,49
Riverside County,week 1,0
Riverside County,week 2,0
Riverside County,week 3,0
Riverside County,week 4,0
Riverside County,week 5,0
Riverside County,week 6,0
Riverside County,week 7,15
Riverside County,week 8,77
Riverside County,week 9,247
Riverside County,week 10,1489
Riverside County,week 11,4986
Riverside County,week 12,10571
Riverside County,week 13,17873
Riverside County,week 14,23967
Riverside County,week 15,29204
Riverside County,week 16,34713
Riverside County,week 17,39642
Riverside County,week 18,46062
Riverside County,week 19,53613
Riverside County,week 20,62371
Riverside County,week 21,75454
Riverside County,week 22,90983
Riverside County,week 23,111371
Riverside County,week 24,136767
Riverside County,week 25,171815
Riverside County,week 26,202506
Riverside County,week 27,236293
Riverside County,week 28,261877
Riverside County,week 29,285433
Riverside County,week 30,321338
Riverside County,week 31,347976
Riverside County,week 32,364914
Riverside County,week 33,377529
Riverside County,week 34,386574
Riverside County,week 35,56201
Sacramento County,week 1,0
Sacramento County,week 2,0
Sacramento County,week 3,0
Sacramento County,week 4,0
Sacramento County,week 5,5
Sacramento County,week 6,13
Sacramento County,week 7,30
Sacramento County,week 8,171
Sacramento County,week 9,420
Sacramento County,week 10,1166
Sacramento County,week 11,2864
Sacramento County,week 12,4807
Sacramento County,week 13,6361
Sacramento County,week 14,7137
Sacramento County,week 15,7719
Sacramento County,week 16,8141
Sacramento County,week 17,8542
Sacramento County,week 18,8987
Sacramento County,week 19,9709
Sacramento County,week 20,10722
Sacramento County,week 21,12104
Sacramento County,week 22,14377
Sacramento County,week 23,19177
Sacramento County,week 24,26594
Sacramento County,week 25,37340
Sacramento County,week 26,47720
Sacramento County,week 27,60747
Sacramento County,week 28,69377
Sacramento County,week 29,77487
Sacramento County,week 30,95467
Sacramento County,week 31,108436
Sacramento County,week 32,121439
Sacramento County,week 33,132265
Sacramento County,week 34,140362
Sacramento County,week 35,20660
San Benito County,week 1,0
San Benito County,week 2,4
San Benito County,week 3,14
San Benito County,week 4,14
San Benito County,week 5,14
San Benito County,week 6,14
San Benito County,week 7,14
San Benito County,week 8,21
San Benito County,week 9,39
San Benito County,week 10,98
San Benito County,week 11,176
San Benito County,week 12,249
San Benito County,week 13,304
San Benito County,week 14,332
San Benito County,week 15,359
San Benito County,week 16,386
San Benito County,week 17,423
San Benito County,week 18,486
San Benito County,week 19,605
San Benito County,week 20,733
San Benito County,week 21,850
San Benito County,week 22,1154
San Benito County,week 23,1440
San Benito County,week 24,1870
San Benito County,week 25,2447
San Benito County,week 26,3089
San Benito County,week 27,3726
San Benito County,week 28,4487
San Benito County,week 29,5067
San Benito County,week 30,5751
San Benito County,week 31,6574
San Benito County,week 32,7438
San Benito County,week 33,8190
San Benito County,week 34,8562
San Benito County,week 35,1245
San Bernardino County,week 1,0
San Bernardino County,week 2,0
San Bernardino County,week 3,0
San Bernardino County,week 4,0
San Bernardino County,week 5,0
San Bernardino County,week 6,0
San Bernardino County,week 7,0
San Bernardino County,week 8,5
San Bernardino County,week 9,101
San Bernardino County,week 10,654
San Bernardino County,week 11,2733
San Bernardino County,week 12,5831
San Bernardino County,week 13,8524
San Bernardino County,week 14,11934
San Bernardino County,week 15,14974
San Bernardino County,week 16,19582
San Bernardino County,week 17,23936
San Bernardino County,week 18,29537
San Bernardino County,week 19,36027
San Bernardino County,week 20,42190
San Bernardino County,week 21,50142
San Bernardino County,week 22,62668
San Bernardino County,week 23,79604
San Bernardino County,week 24,99449
San Bernardino County,week 25,130188
San Bernardino County,week 26,160908
San Bernardino County,week 27,193396
San Bernardino County,week 28,228731
San Bernardino County,week 29,248362
San Bernardino County,week 30,281600
San Bernardino County,week 31,310909
San Bernardino County,week 32,329389
San Bernardino County,week 33,343370
San Bernardino County,week 34,353433
San Bernardino County,week 35,51252
San Diego County,week 1,0
San Diego County,week 2,0
San Diego County,week 3,1
San Diego County,week 4,13
San Diego County,week 5,14
San Diego County,week 6,14
San Diego County,week 7,20
San Diego County,week 8,172
San Diego County,week 9,1098
San Diego County,week 10,3399
San Diego County,week 11,8320
San Diego County,week 12,12193
San Diego County,week 13,15497
San Diego County,week 14,20401
San Diego County,week 15,26656
San Diego County,week 16,33338
San Diego County,week 17,39662
San Diego County,week 18,45828
San Diego County,week 19,51277
San Diego County,week 20,58087
San Diego County,week 21,65059
San Diego County,week 22,73766
San Diego County,week 23,90140
San Diego County,week 24,112526
San Diego County,week 25,135642
San Diego County,week 26,161241
San Diego County,week 27,186010
San Diego County,week 28,206205
San Diego County,week 29,224979
San Diego County,week 30,240261
San Diego County,week 31,253360
San Diego County,week 32,266042
San Diego County,week 33,280758
San Diego County,week 34,296062
San Diego County,week 35,43445
San Francisco County,week 1,0
San Francisco County,week 2,0
San Francisco County,week 3,0
San Francisco County,week 4,0
San Francisco County,week 5,0
San Francisco County,week 6,0
San Francisco County,week 7,52
San Francisco County,week 8,207
San Francisco County,week 9,680
San Francisco County,week 10,2099
San Francisco County,week 11,3683
San Francisco County,week 12,5870
San Francisco County,week 13,7831
San Francisco County,week 14,9529
San Francisco County,week 15,11009
San Francisco County,week 16,13178
San Francisco County,week 17,14437
San Francisco County,week 18,16205
San Francisco County,week 19,17565
San Francisco County,week 20,18986
San Francisco County,week 21,20283
San Francisco County,week 22,21579
San Francisco County,week 23,24090
San Francisco County,week 24,26707
San Francisco County,week 25,30710
San Francisco County,week 26,35517
San Francisco County,week 27,40508
San Francisco County,week 28,46707
San Francisco County,week 29,51930
San Francisco County,week 30,57053
San Francisco County,week 31,61420
San Francisco County,week 32,65239
San Francisco County,week 33,68832
San Francisco County,week 34,71801
San Francisco County,week 35,10490
San Joaquin County,week 1,0
San Joaquin County,week 2,0
San Joaquin County,week 3,0
San Joaquin County,week 4,0
San Joaquin County,week 5,0
San Joaquin County,week 6,0
San Joaquin County,week 7,0
San Joaquin County,week 8,37
San Joaquin County,week 9,239
San Joaquin County,week 10,763
San Joaquin County,week 11,1363
San Joaquin County,week 12,1916
San Joaquin County,week 13,2861
San Joaquin County,week 14,3540
San Joaquin County,week 15,3922
San Joaquin County,week 16,4224
San Joaquin County,week 17,4708
San Joaquin County,week 18,5228
San Joaquin County,week 19,6140
San Joaquin County,week 20,7751
San Joaquin County,week 21,10805
San Joaquin County,week 22,15136
San Joaquin County,week 23,21990
San Joaquin County,week 24,31708
San Joaquin County,week 25,44923
San Joaquin County,week 26,55685
San Joaquin County,week 27,71397
San Joaquin County,week 28,80843
San Joaquin County,week 29,87796
San Joaquin County,week 30,102464
San Joaquin County,week 31,110413
San Joaquin County,week 32,119244
San Joaquin County,week 33,126378
San Joaquin County,week 34,131981
San Joaquin County,week 35,19623
San Luis Obispo County,week 1,0
San Luis Obispo County,week 2,0
San Luis Obispo County,week 3,0
San Luis Obispo County,week 4,0
San Luis Obispo County,week 5,0
San Luis Obispo County,week 6,0
San Luis Obispo County,week 7,0
San Luis Obispo County,week 8,9
San Luis Obispo County,week 9,159
San Luis Obispo County,week 10,454
San Luis Obispo County,week 11,647
San Luis Obispo County,week 12,774
San Luis Obispo County,week 13,905
San Luis Obispo County,week 14,1127
San Luis Obispo County,week 15,1356
San Luis Obispo County,week 16,1518
San Luis Obispo County,week 17,1688
San Luis Obispo County,week 18,1791
San Luis Obispo County,week 19,1890
San Luis Obispo County,week 20,2041
San Luis Obispo County,week 21,2298
San Luis Obispo County,week 22,2872
San Luis Obispo County,week 23,3664
San Luis Obispo County,week 24,4993
San Luis Obispo County,week 25,6521
San Luis Obispo County,week 26,8584
San Luis Obispo County,week 27,10693
San Luis Obispo County,week 28,12627
San Luis Obispo County,week 29,14828
San Luis Obispo County,week 30,17074
San Luis Obispo County,week 31,18691
San Luis Obispo County,week 32,20267
San Luis Obispo County,week 33,21523
San Luis Obispo County,week 34,22602
San Luis Obispo County,week 35,3293
San Mateo County,week 1,0
San Mateo County,week 2,0
San Mateo County,week 3,0
San Mateo County,week 4,0
San Mateo County,week 5,0
San Mateo County,week 6,3
San Mateo County,week 7,34
San Mateo County,week 8,219
San Mateo County,week 9,817
San Mateo County,week 10,1768
San Mateo County,week 11,3588
San Mateo County,week 12,4614
San Mateo County,week 13,5842
San Mateo County,week 14,7130
San Mateo County,week 15,8572
San Mateo County,week 16,9890
San Mateo County,week 17,11188
San Mateo County,week 18,12621
San Mateo County,week 19,14646
San Mateo County,week 20,16246
San Mateo County,week 21,17827
San Mateo County,week 22,19220
San Mateo County,week 23,21545
San Mateo County,week 24,24412
San Mateo County,week 25,27487
San Mateo County,week 26,31145
San Mateo County,week 27,34984
San Mateo County,week 28,38749
San Mateo County,week 29,42596
San Mateo County,week 30,48260
San Mateo County,week 31,52703
San Mateo County,week 32,56315
San Mateo County,week 33,59754
San Mateo County,week 34,63230
San Mateo County,week 35,9242
Santa Barbara County,week 1,0
Santa Barbara County,week 2,0
Santa Barbara County,week 3,0
Santa Barbara County,week 4,0
Santa Barbara County,week 5,0
Santa Barbara County,week 6,0
Santa Barbara County,week 7,0
Santa Barbara County,week 8,3
Santa Barbara County,week 9,93
Santa Barbara County,week 10,434
Santa Barbara County,week 11,1126
Santa Barbara County,week 12,1859
Santa Barbara County,week 13,2673
Santa Barbara County,week 14,3237
Santa Barbara County,week 15,3579
Santa Barbara County,week 16,7658
Santa Barbara County,week 17,10070
Santa Barbara County,week 18,10837
Santa Barbara County,week 19,11560
Santa Barbara County,week 20,12476
Santa Barbara County,week 21,13871
Santa Barbara County,week 22,16336
Santa Barbara County,week 23,18965
Santa Barbara County,week 24,23337
Santa Barbara County,week 25,27932
Santa Barbara County,week 26,33315
Santa Barbara County,week 27,39221
Santa Barbara County,week 28,43606
Santa Barbara County,week 29,47128
Santa Barbara County,week 30,50988
Santa Barbara County,week 31,53714
Santa Barbara County,week 32,56153
Santa Barbara County,week 33,58472
Santa Barbara County,week 34,60412
Santa Barbara County,week 35,8741
Santa Clara County,week 1,2
Santa Clara County,week 2,14
Santa Clara County,week 3,14
Santa Clara County,week 4,15
Santa Clara County,week 5,28
Santa Clara County,week 6,87
Santa Clara County,week 7,352
Santa Clara County,week 8,1530
Santa Clara County,week 9,3839
Santa Clara County,week 10,6806
Santa Clara County,week 11,9263
Santa Clara County,week 12,11852
Santa Clara County,week 13,13301
Santa Clara County,week 14,14302
Santa Clara County,week 15,15410
Santa Clara County,week 16,16190
Santa Clara County,week 17,16999
Santa Clara County,week 18,18045
Santa Clara County,week 19,19227
Santa Clara County,week 20,20426
Santa Clara County,week 21,22050
Santa Clara County,week 22,24387
Santa Clara County,week 23,28485
Santa Clara County,week 24,35407
Santa Clara County,week 25,42641
Santa Clara County,week 26,51725
Santa Clara County,week 27,62021
Santa Clara County,week 28,72027
Santa Clara County,week 29,83236
Santa Clara County,week 30,98399
Santa Clara County,week 31,109995
Santa Clara County,week 32,118654
Santa Clara County,week 33,128453
Santa Clara County,week 34,135113
Santa Clara County,week 35,19760
Santa Cruz County,week 1,0
Santa Cruz County,week 2,0
Santa Cruz County,week 3,0
Santa Cruz County,week 4,0
Santa Cruz County,week 5,0
Santa Cruz County,week 6,0
Santa Cruz County,week 7,4
Santa Cruz County,week 8,47
Santa Cruz County,week 9,118
Santa Cruz County,week 10,268
Santa Cruz County,week 11,448
Santa Cruz County,week 12,588
Santa Cruz County,week 13,709
Santa Cruz County,week 14,824
Santa Cruz County,week 15,936
Santa Cruz County,week 16,986
Santa Cruz County,week 17,1088
Santa Cruz County,week 18,1312
Santa Cruz County,week 19,1476
Santa Cruz County,week 20,1585
Santa Cruz County,week 21,1771
Santa Cruz County,week 22,2025
Santa Cruz County,week 23,2437
Santa Cruz County,week 24,3098
Santa Cruz County,week 25,3852
Santa Cruz County,week 26,5132
Santa Cruz County,week 27,6322
Santa Cruz County,week 28,7867
Santa Cruz County,week 29,8644
Santa Cruz County,week 30,9877
Santa Cruz County,week 31,11288
Santa Cruz County,week 32,12141
Santa Cruz County,week 33,13421
Santa Cruz County,week 34,14294
Santa Cruz County,week 35,2096
Shasta County,week 1,0
Shasta County,week 2,0
Shasta County,week 3,0
Shasta County,week 4,0
Shasta County,week 5,0
Shasta County,week 6,0
Shasta County,week 7,2
Shasta County,week 8,7
Shasta County,week 9,12
Shasta County,week 10,29
Shasta County,week 11,105
Shasta County,week 12,170
Shasta County,week 13,181
Shasta County,week 14,206
Shasta County,week 15,217
Shasta County,week 16,219
Shasta County,week 17,234
Shasta County,week 18,248
Shasta County,week 19,267
Shasta County,week 20,303
Shasta County,week 21,344
Shasta County,week 22,531
Shasta County,week 23,721
Shasta County,week 24,1023
Shasta County,week 25,1335
Shasta County,week 26,1629
Shasta County,week 27,2099
Shasta County,week 28,2602
Shasta County,week 29,2976
Shasta County,week 30,3438
Shasta County,week 31,3713
Shasta County,week 32,3939
Shasta County,week 33,4077
Shasta County,week 34,4310
Shasta County,week 35,645
Sierra County,week 1,0
Sierra County,week 2,0
Sierra County,week 3,0
Sierra County,week 4,0
Sierra County,week 5,0
Sierra County,week 6,0
Sierra County,week 7,0
Sierra County,week 8,0
Sierra County,week 9,0
Sierra County,week 10,0
Sierra County,week 11,0
Sierra County,week 12,0
Sierra County,week 13,0
Sierra County,week 14,0
Sierra County,week 15,0
Sierra County,week 16,0
Sierra County,week 17,0
Sierra County,week 18,4
Sierra County,week 19,7
Sierra County,week 20,7
Sierra County,week 21,7
Sierra County,week 22,7
Sierra County,week 23,7
Sierra County,week 24,7
Sierra County,week 25,7
Sierra County,week 26,7
Sierra County,week 27,9
Sierra County,week 28,15
Sierra County,week 29,24
Sierra County,week 30,40
Sierra County,week 31,42
Sierra County,week 32,42
Sierra County,week 33,42
Sierra County,week 34,42
Sierra County,week 35,6
Siskiyou County,week 1,0
Siskiyou County,week 2,0
Siskiyou County,week 3,0
Siskiyou County,week 4,0
Siskiyou County,week 5,0
Siskiyou County,week 6,0
Siskiyou County,week 7,0
Siskiyou County,week 8,0
Siskiyou County,week 9,10
Siskiyou County,week 10,21
Siskiyou County,week 11,23
Siskiyou County,week 12,33
Siskiyou County,week 13,35
Siskiyou County,week 14,35
Siskiyou County,week 15,35
Siskiyou County,week 16,35
Siskiyou County,week 17,37
Siskiyou County,week 18,42
Siskiyou County,week 19,50
Siskiyou County,week 20,74
Siskiyou County,week 21,112
Siskiyou County,week 22,157
Siskiyou County,week 23,189
Siskiyou County,week 24,219
Siskiyou County,week 25,275
Siskiyou County,week 26,324
Siskiyou County,week 27,430
Siskiyou County,week 28,529
Siskiyou County,week 29,668
Siskiyou County,week 30,779
Siskiyou County,week 31,847
Siskiyou County,week 32,912
Siskiyou County,week 33,1001
Siskiyou County,week 34,1083
Siskiyou County,week 35,158
Solano County,week 1,0
Solano County,week 2,0
Solano County,week 3,0
Solano County,week 4,0
Solano County,week 5,0
Solano County,week 6,0
Solano County,week 7,9
Solano County,week 8,47
Solano County,week 9,101
Solano County,week 10,259
Solano County,week 11,521
Solano County,week 12,865
Solano County,week 13,1165
Solano County,week 14,1449
Solano County,week 15,1960
Solano County,week 16,2499
Solano County,week 17,2889
Solano County,week 18,3203
Solano County,week 19,3655
Solano County,week 20,4022
Solano County,week 21,4603
Solano County,week 22,6136
Solano County,week 23,7926
Solano County,week 24,10872
Solano County,week 25,14664
Solano County,week 26,18168
Solano County,week 27,22110
Solano County,week 28,25342
Solano County,week 29,28542
Solano County,week 30,32374
Solano County,week 31,35530
Solano County,week 32,37831
Solano County,week 33,39665
Solano County,week 34,40967
Solano County,week 35,5987
Sonoma County,week 1,0
Sonoma County,week 2,0
Sonoma County,week 3,0
Sonoma County,week 4,0
Sonoma County,week 5,0
Sonoma County,week 6,2
Sonoma County,week 7,11
Sonoma County,week 8,29
Sonoma County,week 9,149
Sonoma County,week 10,390
Sonoma County,week 11,733
Sonoma County,week 12,1006
Sonoma County,week 13,1218
Sonoma County,week 14,1481
Sonoma County,week 15,1734
Sonoma County,week 16,2100
Sonoma County,week 17,2563
Sonoma County,week 18,3284
Sonoma County,week 19,3817
Sonoma County,week 20,4386
Sonoma County,week 21,5049
Sonoma County,week 22,5907
Sonoma County,week 23,7374
Sonoma County,week 24,9224
Sonoma County,week 25,11625
Sonoma County,week 26,14546
Sonoma County,week 27,17157
Sonoma County,week 28,20563
Sonoma County,week 29,24496
Sonoma County,week 30,29039
Sonoma County,week 31,34645
Sonoma County,week 32,39002
Sonoma County,week 33,43452
Sonoma County,week 34,46278
Sonoma County,week 35,6738
Stanislaus County,week 1,0
Stanislaus County,week 2,0
Stanislaus County,week 3,0
Stanislaus County,week 4,0
Stanislaus County,week 5,0
Stanislaus County,week 6,0
Stanislaus County,week 7,0
Stanislaus County,week 8,15
Stanislaus County,week 9,49
Stanislaus County,week 10,184
Stanislaus County,week 11,459
Stanislaus County,week 12,875
Stanislaus County,week 13,1485
Stanislaus County,week 14,1989
Stanislaus County,week 15,2765
Stanislaus County,week 16,3447
Stanislaus County,week 17,3917
Stanislaus County,week 18,4434
Stanislaus County,week 19,5038
Stanislaus County,week 20,6142
Stanislaus County,week 21,8016
Stanislaus County,week 22,10665
Stanislaus County,week 23,14135
Stanislaus County,week 24,18122
Stanislaus County,week 25,30880
Stanislaus County,week 26,42978
Stanislaus County,week 27,54359
Stanislaus County,week 28,62994
Stanislaus County,week 29,69080
Stanislaus County,week 30,85560
Stanislaus County,week 31,92805
Stanislaus County,week 32,100385
Stanislaus County,week 33,106820
Stanislaus County,week 34,111200
Stanislaus County,week 35,16077
Sutter County,week 1,0
Sutter County,week 2,0
Sutter County,week 3,0
Sutter County,week 4,0
Sutter County,week 5,0
Sutter County,week 6,0
Sutter County,week 7,0
Sutter County,week 8,0
Sutter County,week 9,5
Sutter County,week 10,37
Sutter County,week 11,113
Sutter County,week 12,155
Sutter County,week 13,176
Sutter County,week 14,198
Sutter County,week 15,215
Sutter County,week 16,229
Sutter County,week 17,266
Sutter County,week 18,284
Sutter County,week 19,307
Sutter County,week 20,392
Sutter County,week 21,560
Sutter County,week 22,744
Sutter County,week 23,1078
Sutter County,week 24,1680
Sutter County,week 25,2619
Sutter County,week 26,3510
Sutter County,week 27,4393
Sutter County,week 28,5471
Sutter County,week 29,6537
Sutter County,week 30,7719
Sutter County,week 31,8677
Sutter County,week 32,9550
Sutter County,week 33,10253
Sutter County,week 34,10959
Sutter County,week 35,1608
Tehama County,week 1,0
Tehama County,week 2,0
Tehama County,week 3,0
Tehama County,week 4,0
Tehama County,week 5,0
Tehama County,week 6,0
Tehama County,week 7,0
Tehama County,week 8,0
Tehama County,week 9,0
Tehama County,week 10,0
Tehama County,week 11,6
Tehama County,week 12,7
Tehama County,week 13,7
Tehama County,week 14,7
Tehama County,week 15,7
Tehama County,week 16,7
Tehama County,week 17,12
Tehama County,week 18,20
Tehama County,week 19,31
Tehama County,week 20,59
Tehama County,week 21,142
Tehama County,week 22,270
Tehama County,week 23,460
Tehama County,week 24,621
Tehama County,week 25,750
Tehama County,week 26,956
Tehama County,week 27,1308
Tehama County,week 28,1631
Tehama County,week 29,1931
Tehama County,week 30,2205
Tehama County,week 31,2534
Tehama County,week 32,2864
Tehama County,week 33,3040
Tehama County,week 34,3257
Tehama County,week 35,473
Trinity County,week 1,0
Trinity County,week 2,0
Trinity County,week 3,0
Trinity County,week 4,0
Trinity County,week 5,0
Trinity County,week 6,0
Trinity County,week 7,0
Trinity County,week 8,0
Trinity County,week 9,0
Trinity County,week 10,0
Trinity County,week 11,0
Trinity County,week 12,0
Trinity County,week 13,0
Trinity County,week 14,0
Trinity County,week 15,0
Trinity County,week 16,0
Trinity County,week 17,5
Trinity County,week 18,7
Trinity County,week 19,7
Trinity County,week 20,12
Trinity County,week 21,14
Trinity County,week 22,14
Trinity County,week 23,14
Trinity County,week 24,14
Trinity County,week 25,14
Trinity County,week 26,14
Trinity County,week 27,22
Trinity County,week 28,34
Trinity County,week 29,36
Trinity County,week 30,52
Trinity County,week 31,64
Trinity County,week 32,85
Trinity County,week 33,92
Trinity County,week 34,100
Trinity County,week 35,15
Tulare County,week 1,0
Tulare County,week 2,0
Tulare County,week 3,0
Tulare County,week 4,0
Tulare County,week 5,0
Tulare County,week 6,0
Tulare County,week 7,0
Tulare County,week 8,13
Tulare County,week 9,80
Tulare County,week 10,214
Tulare County,week 11,729
Tulare County,week 12,1572
Tulare County,week 13,2772
Tulare County,week 14,3471
Tulare County,week 15,5024
Tulare County,week 16,7517
Tulare County,week 17,9732
Tulare County,week 18,11490
Tulare County,week 19,13064
Tulare County,week 20,15058
Tulare County,week 21,18061
Tulare County,week 22,21634
Tulare County,week 23,26322
Tulare County,week 24,32909
Tulare County,week 25,39992
Tulare County,week 26,46877
Tulare County,week 27,57505
Tulare County,week 28,66414
Tulare County,week 29,74248
Tulare County,week 30,84974
Tulare County,week 31,92249
Tulare County,week 32,97444
Tulare County,week 33,102518
Tulare County,week 34,105983
Tulare County,week 35,15486
Tuolumne County,week 1,0
Tuolumne County,week 2,0
Tuolumne County,week 3,0
Tuolumne County,week 4,0
Tuolumne County,week 5,0
Tuolumne County,week 6,0
Tuolumne County,week 7,0
Tuolumne County,week 8,0
Tuolumne County,week 9,0
Tuolumne County,week 10,2
Tuolumne County,week 11,7
Tuolumne County,week 12,8
Tuolumne County,week 13,14
Tuolumne County,week 14,14
Tuolumne County,week 15,14
Tuolumne County,week 16,14
Tuolumne County,week 17,14
Tuolumne County,week 18,17
Tuolumne County,week 19,28
Tuolumne County,week 20,45
Tuolumne County,week 21,58
Tuolumne County,week 22,73
Tuolumne County,week 23,155
Tuolumne County,week 24,306
Tuolumne County,week 25,468
Tuolumne County,week 26,624
Tuolumne County,week 27,866
Tuolumne County,week 28,977
Tuolumne County,week 29,1061
Tuolumne County,week 30,1129
Tuolumne County,week 31,1208
Tuolumne County,week 32,1266
Tuolumne County,week 33,1311
Tuolumne County,week 34,1494
Tuolumne County,week 35,216
Ventura County,week 1,0
Ventura County,week 2,0
Ventura County,week 3,0
Ventura County,week 4,0
Ventura County,week 5,0
Ventura County,week 6,0
Ventura County,week 7,2
Ventura County,week 8,29
Ventura County,week 9,179
Ventura County,week 10,654
Ventura County,week 11,1419
Ventura County,week 12,2125
Ventura County,week 13,2854
Ventura County,week 14,3376
Ventura County,week 15,3893
Ventura County,week 16,4601
Ventura County,week 17,5427
Ventura County,week 18,6381
Ventura County,week 19,7613
Ventura County,week 20,8911
Ventura County,week 21,10650
Ventura County,week 22,13073
Ventura County,week 23,17035
Ventura County,week 24,23703
Ventura County,week 25,29554
Ventura County,week 26,35638
Ventura County,week 27,45104
Ventura County,week 28,51886
Ventura County,week 29,57718
Ventura County,week 30,63606
Ventura County,week 31,68210
Ventura County,week 32,72860
Ventura County,week 33,76707
Ventura County,week 34,80471
Ventura County,week 35,11842
Yolo County,week 1,0
Yolo County,week 2,0
Yolo County,week 3,0
Yolo County,week 4,0
Yolo County,week 5,0
Yolo County,week 6,0
Yolo County,week 7,5
Yolo County,week 8,14
Yolo County,week 9,46
Yolo County,week 10,119
Yolo County,week 11,278
Yolo County,week 12,597
Yolo County,week 13,918
Yolo County,week 14,1105
Yolo County,week 15,1181
Yolo County,week 16,1212
Yolo County,week 17,1279
Yolo County,week 18,1341
Yolo County,week 19,1468
Yolo County,week 20,1543
Yolo County,week 21,1740
Yolo County,week 22,2267
Yolo County,week 23,3179
Yolo County,week 24,4439
Yolo County,week 25,6134
Yolo County,week 26,7867
Yolo County,week 27,9421
Yolo County,week 28,10815
Yolo County,week 29,12198
Yolo County,week 30,14049
Yolo County,week 31,15312
Yolo County,week 32,16454
Yolo County,week 33,17617
Yolo County,week 34,18540
Yolo County,week 35,2710
Yuba County,week 1,0
Yuba County,week 2,0
Yuba County,week 3,0
Yuba County,week 4,0
Yuba County,week 5,0
Yuba County,week 6,0
Yuba County,week 7,0
Yuba County,week 8,0
Yuba County,week 9,10
Yuba County,week 10,29
Yuba County,week 11,68
Yuba County,week 12,105
Yuba County,week 13,109
Yuba County,week 14,113
Yuba County,week 15,130
Yuba County,week 16,143
Yuba County,week 17,181
Yuba County,week 18,196
Yuba County,week 19,207
Yuba County,week 20,222
Yuba County,week 21,245
Yuba County,week 22,289
Yuba County,week 23,425
Yuba County,week 24,827
Yuba County,week 25,1285
Yuba County,week 26,1828
Yuba County,week 27,2548
Yuba County,week 28,3394
Yuba County,week 29,4271
Yuba County,week 30,5204
Yuba County,week 31,5939
Yuba County,week 32,6345
Yuba County,week 33,6872
Yuba County,week 34,7422
Yuba County,week 35,1092
