,,deaths
Plumas County,week 22,0
Plumas County,week 23,0
Plumas County,week 24,0
Plumas County,week 25,0
Plumas County,week 26,0
Plumas County,week 27,0
Plumas County,week 28,0
Plumas County,week 29,0
Plumas County,week 30,0
Plumas County,week 31,0
Plumas County,week 32,0
Plumas County,week 33,0
Plumas County,week 34,0
Plumas County,week 35,0
Riverside County,week 1,0
Riverside County,week 2,0
Riverside County,week 3,0
Riverside County,week 4,0
Riverside County,week 5,0
Riverside County,week 6,0
Riverside County,week 7,0
Riverside County,week 8,5
Riverside County,week 9,33
Riverside County,week 10,62
Riverside County,week 11,132
Riverside County,week 12,286
Riverside County,week 13,499
Riverside County,week 14,828
Riverside County,week 15,1135
Riverside County,week 16,1433
Riverside County,week 17,1720
Riverside County,week 18,2019
Riverside County,week 19,2253
Riverside County,week 20,2476
Riverside County,week 21,2677
Riverside County,week 22,2892
Riverside County,week 23,3078
Riverside County,week 24,3357
Riverside County,week 25,3762
Riverside County,week 26,4100
Riverside County,week 27,4508
Riverside County,week 28,4930
Riverside County,week 29,5563
Riverside County,week 30,6200
Riverside County,week 31,6570
Riverside County,week 32,7047
Riverside County,week 33,7429
Riverside County,week 34,7731
Riverside County,week 35,1136
Sacramento County,week 1,0
Sacramento County,week 2,0
Sacramento County,week 3,0
Sacramento County,week 4,0
Sacramento County,week 5,0
Sacramento County,week 6,0
Sacramento County,week 7,1
Sacramento County,week 8,9
Sacramento County,week 9,22
Sacramento County,week 10,42
Sacramento County,week 11,93
Sacramento County,week 12,175
Sacramento County,week 13,232
Sacramento County,week 14,282
Sacramento County,week 15,304
Sacramento County,week 16,346
Sacramento County,week 17,380
Sacramento County,week 18,392
Sacramento County,week 19,394
Sacramento County,week 20,415
Sacramento County,week 21,440
Sacramento County,week 22,462
Sacramento County,week 23,466
Sacramento County,week 24,494
Sacramento County,week 25,573
Sacramento County,week 26,665
Sacramento County,week 27,748
Sacramento County,week 28,963
Sacramento County,week 29,1147
Sacramento County,week 30,1414
Sacramento County,week 31,1660
Sacramento County,week 32,1935
Sacramento County,week 33,2268
Sacramento County,week 34,2449
Sacramento County,week 35,364
San Benito County,week 1,0
San Benito County,week 2,0
San Benito County,week 3,0
San Benito County,week 4,0
San Benito County,week 5,0
San Benito County,week 6,0
San Benito County,week 7,0
San Benito County,week 8,1
San Benito County,week 9,7
San Benito County,week 10,7
San Benito County,week 11,12
San Benito County,week 12,14
San Benito County,week 13,14
San Benito County,week 14,14
San Benito County,week 15,14
San Benito County,week 16,14
San Benito County,week 17,14
San Benito County,week 18,14
San Benito County,week 19,14
San Benito County,week 20,14
San Benito County,week 21,14
San Benito County,week 22,14
San Benito County,week 23,14
San Benito County,week 24,14
San Benito County,week 25,14
San Benito County,week 26,14
San Benito County,week 27,15
San Benito County,week 28,28
San Benito County,week 29,28
San Benito County,week 30,28
San Benito County,week 31,47
San Benito County,week 32,54
San Benito County,week 33,60
San Benito County,week 34,70
San Benito County,week 35,10
San Bernardino County,week 1,0
San Bernardino County,week 2,0
San Bernardino County,week 3,0
San Bernardino County,week 4,0
San Bernardino County,week 5,0
San Bernardino County,week 6,0
San Bernardino County,week 7,0
San Bernardino County,week 8,0
San Bernardino County,week 9,1
San Bernardino County,week 10,23
San Bernardino County,week 11,86
San Bernardino County,week 12,187
San Bernardino County,week 13,374
San Bernardino County,week 14,560
San Bernardino County,week 15,668
San Bernardino County,week 16,786
San Bernardino County,week 17,1049
San Bernardino County,week 18,1199
San Bernardino County,week 19,1392
San Bernardino County,week 20,1532
San Bernardino County,week 21,1592
San Bernardino County,week 22,1623
San Bernardino County,week 23,1740
San Bernardino County,week 24,1871
San Bernardino County,week 25,2127
San Bernardino County,week 26,2248
San Bernardino County,week 27,2605
San Bernardino County,week 28,2944
San Bernardino County,week 29,3617
San Bernardino County,week 30,3994
San Bernardino County,week 31,4644
San Bernardino County,week 32,5024
San Bernardino County,week 33,5290
San Bernardino County,week 34,5700
San Bernardino County,week 35,838
San Diego County,week 1,0
San Diego County,week 2,0
San Diego County,week 3,0
San Diego County,week 4,0
San Diego County,week 5,0
San Diego County,week 6,0
San Diego County,week 7,0
San Diego County,week 8,0
San Diego County,week 9,2
San Diego County,week 10,40
San Diego County,week 11,135
San Diego County,week 12,310
San Diego County,week 13,487
San Diego County,week 14,751
San Diego County,week 15,949
San Diego County,week 16,1207
San Diego County,week 17,1453
San Diego County,week 18,1709
San Diego County,week 19,1858
San Diego County,week 20,2054
San Diego County,week 21,2207
San Diego County,week 22,2342
San Diego County,week 23,2504
San Diego County,week 24,2696
San Diego County,week 25,2943
San Diego County,week 26,3306
San Diego County,week 27,3687
San Diego County,week 28,3934
San Diego County,week 29,4130
San Diego County,week 30,4356
San Diego County,week 31,4579
San Diego County,week 32,4745
San Diego County,week 33,4921
San Diego County,week 34,5120
San Diego County,week 35,748
San Francisco County,week 1,0
San Francisco County,week 2,0
San Francisco County,week 3,0
San Francisco County,week 4,0
San Francisco County,week 5,0
San Francisco County,week 6,0
San Francisco County,week 7,0
San Francisco County,week 8,0
San Francisco County,week 9,0
San Francisco County,week 10,27
San Francisco County,week 11,55
San Francisco County,week 12,90
San Francisco County,week 13,131
San Francisco County,week 14,154
San Francisco County,week 15,194
San Francisco County,week 16,233
San Francisco County,week 17,250
San Francisco County,week 18,274
San Francisco County,week 19,289
San Francisco County,week 20,302
San Francisco County,week 21,312
San Francisco County,week 22,331
San Francisco County,week 23,343
San Francisco County,week 24,350
San Francisco County,week 25,350
San Francisco County,week 26,362
San Francisco County,week 27,388
San Francisco County,week 28,418
San Francisco County,week 29,457
San Francisco County,week 30,480
San Francisco County,week 31,521
San Francisco County,week 32,577
San Francisco County,week 33,596
San Francisco County,week 34,628
San Francisco County,week 35,91
San Joaquin County,week 1,0
San Joaquin County,week 2,0
San Joaquin County,week 3,0
San Joaquin County,week 4,0
San Joaquin County,week 5,0
San Joaquin County,week 6,0
San Joaquin County,week 7,0
San Joaquin County,week 8,0
San Joaquin County,week 9,14
San Joaquin County,week 10,33
San Joaquin County,week 11,75
San Joaquin County,week 12,107
San Joaquin County,week 13,123
San Joaquin County,week 14,166
San Joaquin County,week 15,177
San Joaquin County,week 16,199
San Joaquin County,week 17,221
San Joaquin County,week 18,231
San Joaquin County,week 19,239
San Joaquin County,week 20,257
San Joaquin County,week 21,295
San Joaquin County,week 22,321
San Joaquin County,week 23,358
San Joaquin County,week 24,387
San Joaquin County,week 25,475
San Joaquin County,week 26,592
San Joaquin County,week 27,786
San Joaquin County,week 28,1161
San Joaquin County,week 29,1470
San Joaquin County,week 30,1816
San Joaquin County,week 31,2051
San Joaquin County,week 32,2180
San Joaquin County,week 33,2554
San Joaquin County,week 34,2695
San Joaquin County,week 35,399
San Luis Obispo County,week 1,0
San Luis Obispo County,week 2,0
San Luis Obispo County,week 3,0
San Luis Obispo County,week 4,0
San Luis Obispo County,week 5,0
San Luis Obispo County,week 6,0
San Luis Obispo County,week 7,0
San Luis Obispo County,week 8,0
San Luis Obispo County,week 9,0
San Luis Obispo County,week 10,0
San Luis Obispo County,week 11,4
San Luis Obispo County,week 12,7
San Luis Obispo County,week 13,7
San Luis Obispo County,week 14,7
San Luis Obispo County,week 15,7
San Luis Obispo County,week 16,7
San Luis Obispo County,week 17,7
San Luis Obispo County,week 18,7
San Luis Obispo County,week 19,7
San Luis Obispo County,week 20,7
San Luis Obispo County,week 21,7
San Luis Obispo County,week 22,7
San Luis Obispo County,week 23,7
San Luis Obispo County,week 24,13
San Luis Obispo County,week 25,29
San Luis Obispo County,week 26,43
San Luis Obispo County,week 27,59
San Luis Obispo County,week 28,103
San Luis Obispo County,week 29,113
San Luis Obispo County,week 30,127
San Luis Obispo County,week 31,140
San Luis Obispo County,week 32,140
San Luis Obispo County,week 33,150
San Luis Obispo County,week 34,166
San Luis Obispo County,week 35,26
San Mateo County,week 1,0
San Mateo County,week 2,0
San Mateo County,week 3,0
San Mateo County,week 4,0
San Mateo County,week 5,0
San Mateo County,week 6,0
San Mateo County,week 7,0
San Mateo County,week 8,3
San Mateo County,week 9,7
San Mateo County,week 10,44
San Mateo County,week 11,93
San Mateo County,week 12,147
San Mateo County,week 13,189
San Mateo County,week 14,289
San Mateo County,week 15,356
San Mateo County,week 16,401
San Mateo County,week 17,469
San Mateo County,week 18,536
San Mateo County,week 19,586
San Mateo County,week 20,613
San Mateo County,week 21,681
San Mateo County,week 22,713
San Mateo County,week 23,740
San Mateo County,week 24,759
San Mateo County,week 25,784
San Mateo County,week 26,798
San Mateo County,week 27,814
San Mateo County,week 28,833
San Mateo County,week 29,842
San Mateo County,week 30,875
San Mateo County,week 31,896
San Mateo County,week 32,916
San Mateo County,week 33,940
San Mateo County,week 34,970
San Mateo County,week 35,142
Santa Barbara County,week 1,0
Santa Barbara County,week 2,0
Santa Barbara County,week 3,0
Santa Barbara County,week 4,0
Santa Barbara County,week 5,0
Santa Barbara County,week 6,0
Santa Barbara County,week 7,0
Santa Barbara County,week 8,0
Santa Barbara County,week 9,0
Santa Barbara County,week 10,0
Santa Barbara County,week 11,8
Santa Barbara County,week 12,14
Santa Barbara County,week 13,25
Santa Barbara County,week 14,44
Santa Barbara County,week 15,57
Santa Barbara County,week 16,74
Santa Barbara County,week 17,77
Santa Barbara County,week 18,82
Santa Barbara County,week 19,86
Santa Barbara County,week 20,103
Santa Barbara County,week 21,126
Santa Barbara County,week 22,164
Santa Barbara County,week 23,196
Santa Barbara County,week 24,203
Santa Barbara County,week 25,213
Santa Barbara County,week 26,224
Santa Barbara County,week 27,224
Santa Barbara County,week 28,367
Santa Barbara County,week 29,484
Santa Barbara County,week 30,540
Santa Barbara County,week 31,604
Santa Barbara County,week 32,644
Santa Barbara County,week 33,679
Santa Barbara County,week 34,730
Santa Barbara County,week 35,107
Santa Clara County,week 1,0
Santa Clara County,week 2,0
Santa Clara County,week 3,6
Santa Clara County,week 4,9
Santa Clara County,week 5,14
Santa Clara County,week 6,14
Santa Clara County,week 7,21
Santa Clara County,week 8,36
Santa Clara County,week 9,88
Santa Clara County,week 10,185
Santa Clara County,week 11,290
Santa Clara County,week 12,389
Santa Clara County,week 13,541
Santa Clara County,week 14,695
Santa Clara County,week 15,798
Santa Clara County,week 16,897
Santa Clara County,week 17,943
Santa Clara County,week 18,970
Santa Clara County,week 19,986
Santa Clara County,week 20,1007
Santa Clara County,week 21,1047
Santa Clara County,week 22,1067
Santa Clara County,week 23,1086
Santa Clara County,week 24,1127
Santa Clara County,week 25,1166
Santa Clara County,week 26,1236
Santa Clara County,week 27,1281
Santa Clara County,week 28,1333
Santa Clara County,week 29,1416
Santa Clara County,week 30,1463
Santa Clara County,week 31,1560
Santa Clara County,week 32,1701
Santa Clara County,week 33,1794
Santa Clara County,week 34,1935
Santa Clara County,week 35,293
Santa Cruz County,week 1,0
Santa Cruz County,week 2,0
Santa Cruz County,week 3,0
Santa Cruz County,week 4,0
Santa Cruz County,week 5,0
Santa Cruz County,week 6,0
Santa Cruz County,week 7,0
Santa Cruz County,week 8,0
Santa Cruz County,week 9,0
Santa Cruz County,week 10,3
Santa Cruz County,week 11,7
Santa Cruz County,week 12,7
Santa Cruz County,week 13,14
Santa Cruz County,week 14,14
Santa Cruz County,week 15,14
Santa Cruz County,week 16,14
Santa Cruz County,week 17,14
Santa Cruz County,week 18,14
Santa Cruz County,week 19,14
Santa Cruz County,week 20,14
Santa Cruz County,week 21,14
Santa Cruz County,week 22,14
Santa Cruz County,week 23,20
Santa Cruz County,week 24,21
Santa Cruz County,week 25,21
Santa Cruz County,week 26,21
Santa Cruz County,week 27,27
Santa Cruz County,week 28,28
Santa Cruz County,week 29,36
Santa Cruz County,week 30,46
Santa Cruz County,week 31,49
Santa Cruz County,week 32,49
Santa Cruz County,week 33,49
Santa Cruz County,week 34,49
Santa Cruz County,week 35,7
Shasta County,week 1,0
Shasta County,week 2,0
Shasta County,week 3,0
Shasta County,week 4,0
Shasta County,week 5,0
Shasta County,week 6,0
Shasta County,week 7,0
Shasta County,week 8,0
Shasta County,week 9,0
Shasta County,week 10,7
Shasta County,week 11,7
Shasta County,week 12,7
Shasta County,week 13,7
Shasta County,week 14,7
Shasta County,week 15,13
Shasta County,week 16,28
Shasta County,week 17,28
Shasta County,week 18,28
Shasta County,week 19,28
Shasta County,week 20,28
Shasta County,week 21,28
Shasta County,week 22,28
Shasta County,week 23,28
Shasta County,week 24,29
Shasta County,week 25,40
Shasta County,week 26,46
Shasta County,week 27,54
Shasta County,week 28,61
Shasta County,week 29,65
Shasta County,week 30,72
Shasta County,week 31,77
Shasta County,week 32,83
Shasta County,week 33,84
Shasta County,week 34,84
Shasta County,week 35,12
Sierra County,week 1,0
Sierra County,week 2,0
Sierra County,week 3,0
Sierra County,week 4,0
Sierra County,week 5,0
Sierra County,week 6,0
Sierra County,week 7,0
Sierra County,week 8,0
Sierra County,week 9,0
Sierra County,week 10,0
Sierra County,week 11,0
Sierra County,week 12,0
Sierra County,week 13,0
Sierra County,week 14,0
Sierra County,week 15,0
Sierra County,week 16,0
Sierra County,week 17,0
Sierra County,week 18,0
Sierra County,week 19,0
Sierra County,week 20,0
Sierra County,week 21,0
Sierra County,week 22,0
Sierra County,week 23,0
Sierra County,week 24,0
Sierra County,week 25,0
Sierra County,week 26,0
Sierra County,week 27,0
Sierra County,week 28,0
Sierra County,week 29,0
Sierra County,week 30,0
Sierra County,week 31,0
Sierra County,week 32,0
Sierra County,week 33,0
Sierra County,week 34,0
Sierra County,week 35,0
Siskiyou County,week 1,0
Siskiyou County,week 2,0
Siskiyou County,week 3,0
Siskiyou County,week 4,0
Siskiyou County,week 5,0
Siskiyou County,week 6,0
Siskiyou County,week 7,0
Siskiyou County,week 8,0
Siskiyou County,week 9,0
Siskiyou County,week 10,0
Siskiyou County,week 11,0
Siskiyou County,week 12,0
Siskiyou County,week 13,0
Siskiyou County,week 14,0
Siskiyou County,week 15,0
Siskiyou County,week 16,0
Siskiyou County,week 17,0
Siskiyou County,week 18,0
Siskiyou County,week 19,0
Siskiyou County,week 20,0
Siskiyou County,week 21,0
Siskiyou County,week 22,0
Siskiyou County,week 23,0
Siskiyou County,week 24,0
Siskiyou County,week 25,0
Siskiyou County,week 26,0
Siskiyou County,week 27,0
Siskiyou County,week 28,0
Siskiyou County,week 29,0
Siskiyou County,week 30,0
Siskiyou County,week 31,0
Siskiyou County,week 32,0
Siskiyou County,week 33,0
Siskiyou County,week 34,0
Siskiyou County,week 35,0
Solano County,week 1,0
Solano County,week 2,0
Solano County,week 3,0
Solano County,week 4,0
Solano County,week 5,0
Solano County,week 6,0
Solano County,week 7,0
Solano County,week 8,0
Solano County,week 9,0
Solano County,week 10,0
Solano County,week 11,7
Solano County,week 12,14
Solano County,week 13,15
Solano County,week 14,27
Solano County,week 15,37
Solano County,week 16,56
Solano County,week 17,106
Solano County,week 18,137
Solano County,week 19,153
Solano County,week 20,159
Solano County,week 21,161
Solano County,week 22,161
Solano County,week 23,163
Solano County,week 24,177
Solano County,week 25,200
Solano County,week 26,224
Solano County,week 27,247
Solano County,week 28,260
Solano County,week 29,279
Solano County,week 30,289
Solano County,week 31,312
Solano County,week 32,324
Solano County,week 33,334
Solano County,week 34,342
Solano County,week 35,52
Sonoma County,week 1,0
Sonoma County,week 2,0
Sonoma County,week 3,0
Sonoma County,week 4,0
Sonoma County,week 5,0
Sonoma County,week 6,0
Sonoma County,week 7,0
Sonoma County,week 8,0
Sonoma County,week 9,5
Sonoma County,week 10,7
Sonoma County,week 11,7
Sonoma County,week 12,12
Sonoma County,week 13,14
Sonoma County,week 14,14
Sonoma County,week 15,16
Sonoma County,week 16,23
Sonoma County,week 17,28
Sonoma County,week 18,28
Sonoma County,week 19,28
Sonoma County,week 20,28
Sonoma County,week 21,28
Sonoma County,week 22,30
Sonoma County,week 23,37
Sonoma County,week 24,71
Sonoma County,week 25,102
Sonoma County,week 26,131
Sonoma County,week 27,164
Sonoma County,week 28,246
Sonoma County,week 29,322
Sonoma County,week 30,372
Sonoma County,week 31,487
Sonoma County,week 32,544
Sonoma County,week 33,637
Sonoma County,week 34,735
Sonoma County,week 35,110
Stanislaus County,week 1,0
Stanislaus County,week 2,0
Stanislaus County,week 3,0
Stanislaus County,week 4,0
Stanislaus County,week 5,0
Stanislaus County,week 6,0
Stanislaus County,week 7,0
Stanislaus County,week 8,0
Stanislaus County,week 9,0
Stanislaus County,week 10,0
Stanislaus County,week 11,0
Stanislaus County,week 12,11
Stanislaus County,week 13,28
Stanislaus County,week 14,42
Stanislaus County,week 15,95
Stanislaus County,week 16,139
Stanislaus County,week 17,170
Stanislaus County,week 18,194
Stanislaus County,week 19,200
Stanislaus County,week 20,224
Stanislaus County,week 21,238
Stanislaus County,week 22,249
Stanislaus County,week 23,282
Stanislaus County,week 24,311
Stanislaus County,week 25,361
Stanislaus County,week 26,453
Stanislaus County,week 27,612
Stanislaus County,week 28,794
Stanislaus County,week 29,1128
Stanislaus County,week 30,1363
Stanislaus County,week 31,1587
Stanislaus County,week 32,1758
Stanislaus County,week 33,1978
Stanislaus County,week 34,2162
Stanislaus County,week 35,321
Sutter County,week 1,0
Sutter County,week 2,0
Sutter County,week 3,0
Sutter County,week 4,0
Sutter County,week 5,0
Sutter County,week 6,0
Sutter County,week 7,0
Sutter County,week 8,0
Sutter County,week 9,0
Sutter County,week 10,0
Sutter County,week 11,10
Sutter County,week 12,14
Sutter County,week 13,14
Sutter County,week 14,14
Sutter County,week 15,14
Sutter County,week 16,14
Sutter County,week 17,14
Sutter County,week 18,14
Sutter County,week 19,14
Sutter County,week 20,14
Sutter County,week 21,16
Sutter County,week 22,21
Sutter County,week 23,21
Sutter County,week 24,22
Sutter County,week 25,28
Sutter County,week 26,28
Sutter County,week 27,30
Sutter County,week 28,42
Sutter County,week 29,47
Sutter County,week 30,49
Sutter County,week 31,52
Sutter County,week 32,66
Sutter County,week 33,70
Sutter County,week 34,70
Sutter County,week 35,10
Tehama County,week 1,0
Tehama County,week 2,0
Tehama County,week 3,0
Tehama County,week 4,0
Tehama County,week 5,0
Tehama County,week 6,0
Tehama County,week 7,0
Tehama County,week 8,0
Tehama County,week 9,0
Tehama County,week 10,0
Tehama County,week 11,0
Tehama County,week 12,0
Tehama County,week 13,0
Tehama County,week 14,0
Tehama County,week 15,0
Tehama County,week 16,0
Tehama County,week 17,5
Tehama County,week 18,7
Tehama County,week 19,7
Tehama County,week 20,7
Tehama County,week 21,7
Tehama County,week 22,7
Tehama County,week 23,7
Tehama County,week 24,7
Tehama County,week 25,7
Tehama County,week 26,7
Tehama County,week 27,7
Tehama County,week 28,7
Tehama County,week 29,7
Tehama County,week 30,7
Tehama County,week 31,7
Tehama County,week 32,7
Tehama County,week 33,7
Tehama County,week 34,9
Tehama County,week 35,3
Trinity County,week 1,0
Trinity County,week 2,0
Trinity County,week 3,0
Trinity County,week 4,0
Trinity County,week 5,0
Trinity County,week 6,0
Trinity County,week 7,0
Trinity County,week 8,0
Trinity County,week 9,0
Trinity County,week 10,0
Trinity County,week 11,0
Trinity County,week 12,0
Trinity County,week 13,0
Trinity County,week 14,0
Trinity County,week 15,0
Trinity County,week 16,0
Trinity County,week 17,0
Trinity County,week 18,0
Trinity County,week 19,0
Trinity County,week 20,0
Trinity County,week 21,0
Trinity County,week 22,0
Trinity County,week 23,0
Trinity County,week 24,0
Trinity County,week 25,0
Trinity County,week 26,0
Trinity County,week 27,0
Trinity County,week 28,0
Trinity County,week 29,0
Trinity County,week 30,0
Trinity County,week 31,0
Trinity County,week 32,0
Trinity County,week 33,0
Trinity County,week 34,0
Trinity County,week 35,0
Tulare County,week 1,0
Tulare County,week 2,0
Tulare County,week 3,0
Tulare County,week 4,0
Tulare County,week 5,0
Tulare County,week 6,0
Tulare County,week 7,0
Tulare County,week 8,0
Tulare County,week 9,0
Tulare County,week 10,4
Tulare County,week 11,29
Tulare County,week 12,76
Tulare County,week 13,123
Tulare County,week 14,209
Tulare County,week 15,276
Tulare County,week 16,324
Tulare County,week 17,444
Tulare County,week 18,526
Tulare County,week 19,584
Tulare County,week 20,646
Tulare County,week 21,684
Tulare County,week 22,775
Tulare County,week 23,853
Tulare County,week 24,944
Tulare County,week 25,1057
Tulare County,week 26,1144
Tulare County,week 27,1185
Tulare County,week 28,1262
Tulare County,week 29,1371
Tulare County,week 30,1437
Tulare County,week 31,1478
Tulare County,week 32,1615
Tulare County,week 33,1701
Tulare County,week 34,1737
Tulare County,week 35,255
Tuolumne County,week 1,0
Tuolumne County,week 2,0
Tuolumne County,week 3,0
Tuolumne County,week 4,0
Tuolumne County,week 5,0
Tuolumne County,week 6,0
Tuolumne County,week 7,0
Tuolumne County,week 8,0
Tuolumne County,week 9,0
Tuolumne County,week 10,0
Tuolumne County,week 11,0
Tuolumne County,week 12,0
Tuolumne County,week 13,0
Tuolumne County,week 14,0
Tuolumne County,week 15,0
Tuolumne County,week 16,0
Tuolumne County,week 17,0
Tuolumne County,week 18,0
Tuolumne County,week 19,0
Tuolumne County,week 20,0
Tuolumne County,week 21,0
Tuolumne County,week 22,0
Tuolumne County,week 23,0
Tuolumne County,week 24,0
Tuolumne County,week 25,0
Tuolumne County,week 26,0
Tuolumne County,week 27,4
Tuolumne County,week 28,14
Tuolumne County,week 29,14
Tuolumne County,week 30,14
Tuolumne County,week 31,14
Tuolumne County,week 32,14
Tuolumne County,week 33,14
Tuolumne County,week 34,21
Tuolumne County,week 35,3
Ventura County,week 1,0
Ventura County,week 2,0
Ventura County,week 3,0
Ventura County,week 4,0
Ventura County,week 5,0
Ventura County,week 6,0
Ventura County,week 7,0
Ventura County,week 8,0
Ventura County,week 9,3
Ventura County,week 10,19
Ventura County,week 11,41
Ventura County,week 12,67
Ventura County,week 13,91
Ventura County,week 14,113
Ventura County,week 15,129
Ventura County,week 16,135
Ventura County,week 17,177
Ventura County,week 18,210
Ventura County,week 19,229
Ventura County,week 20,245
Ventura County,week 21,278
Ventura County,week 22,295
Ventura County,week 23,310
Ventura County,week 24,334
Ventura County,week 25,368
Ventura County,week 26,396
Ventura County,week 27,468
Ventura County,week 28,528
Ventura County,week 29,590
Ventura County,week 30,665
Ventura County,week 31,713
Ventura County,week 32,794
Ventura County,week 33,827
Ventura County,week 34,915
Ventura County,week 35,141
Yolo County,week 1,0
Yolo County,week 2,0
Yolo County,week 3,0
Yolo County,week 4,0
Yolo County,week 5,0
Yolo County,week 6,0
Yolo County,week 7,0
Yolo County,week 8,0
Yolo County,week 9,3
Yolo County,week 10,7
Yolo County,week 11,8
Yolo County,week 12,23
Yolo County,week 13,58
Yolo County,week 14,96
Yolo County,week 15,119
Yolo County,week 16,142
Yolo County,week 17,154
Yolo County,week 18,154
Yolo County,week 19,165
Yolo County,week 20,168
Yolo County,week 21,168
Yolo County,week 22,168
Yolo County,week 23,168
Yolo County,week 24,175
Yolo County,week 25,197
Yolo County,week 26,222
Yolo County,week 27,259
Yolo County,week 28,291
Yolo County,week 29,303
Yolo County,week 30,320
Yolo County,week 31,331
Yolo County,week 32,358
Yolo County,week 33,370
Yolo County,week 34,371
Yolo County,week 35,53
Yuba County,week 1,0
Yuba County,week 2,0
Yuba County,week 3,0
Yuba County,week 4,0
Yuba County,week 5,0
Yuba County,week 6,0
Yuba County,week 7,0
Yuba County,week 8,0
Yuba County,week 9,0
Yuba County,week 10,0
Yuba County,week 11,0
Yuba County,week 12,5
Yuba County,week 13,7
Yuba County,week 14,7
Yuba County,week 15,7
Yuba County,week 16,7
Yuba County,week 17,7
Yuba County,week 18,7
Yuba County,week 19,7
Yuba County,week 20,7
Yuba County,week 21,7
Yuba County,week 22,7
Yuba County,week 23,7
Yuba County,week 24,11
Yuba County,week 25,20
Yuba County,week 26,21
Yuba County,week 27,21
Yuba County,week 28,28
Yuba County,week 29,28
Yuba County,week 30,28
Yuba County,week 31,29
Yuba County,week 32,41
Yuba County,week 33,43
Yuba County,week 34,49
Yuba County,week 35,7
