,,cases
Hamilton County,week 17,2360
Hamilton County,week 18,3601
Hamilton County,week 19,5531
Hamilton County,week 20,7096
Hamilton County,week 21,10530
Hamilton County,week 22,14184
Hamilton County,week 23,16166
Hamilton County,week 24,18942
Hamilton County,week 25,23143
Hamilton County,week 26,28697
Hamilton County,week 27,34213
Hamilton County,week 28,38773
Hamilton County,week 29,42386
Hamilton County,week 30,46862
Hamilton County,week 31,51598
Hamilton County,week 32,55353
Hamilton County,week 33,58926
Hamilton County,week 34,61235
Hamilton County,week 35,8859
Hancock County,week 1,0
Hancock County,week 2,0
Hancock County,week 3,0
Hancock County,week 4,0
Hancock County,week 5,0
Hancock County,week 6,0
Hancock County,week 7,0
Hancock County,week 8,0
Hancock County,week 9,0
Hancock County,week 10,0
Hancock County,week 11,0
Hancock County,week 12,0
Hancock County,week 13,0
Hancock County,week 14,0
Hancock County,week 15,0
Hancock County,week 16,0
Hancock County,week 17,1
Hancock County,week 18,7
Hancock County,week 19,7
Hancock County,week 20,7
Hancock County,week 21,7
Hancock County,week 22,16
Hancock County,week 23,21
Hancock County,week 24,33
Hancock County,week 25,77
Hancock County,week 26,184
Hancock County,week 27,391
Hancock County,week 28,507
Hancock County,week 29,551
Hancock County,week 30,585
Hancock County,week 31,611
Hancock County,week 32,636
Hancock County,week 33,683
Hancock County,week 34,721
Hancock County,week 35,105
Hardeman County,week 1,0
Hardeman County,week 2,0
Hardeman County,week 3,0
Hardeman County,week 4,0
Hardeman County,week 5,0
Hardeman County,week 6,0
Hardeman County,week 7,0
Hardeman County,week 8,0
Hardeman County,week 9,0
Hardeman County,week 10,4
Hardeman County,week 11,37
Hardeman County,week 12,47
Hardeman County,week 13,50
Hardeman County,week 14,69
Hardeman County,week 15,117
Hardeman County,week 16,716
Hardeman County,week 17,1266
Hardeman County,week 18,1307
Hardeman County,week 19,1375
Hardeman County,week 20,1449
Hardeman County,week 21,1519
Hardeman County,week 22,1726
Hardeman County,week 23,1940
Hardeman County,week 24,2324
Hardeman County,week 25,2884
Hardeman County,week 26,3704
Hardeman County,week 27,4578
Hardeman County,week 28,5451
Hardeman County,week 29,6263
Hardeman County,week 30,7232
Hardeman County,week 31,8099
Hardeman County,week 32,8565
Hardeman County,week 33,8933
Hardeman County,week 34,9988
Hardeman County,week 35,1486
Hardin County,week 1,0
Hardin County,week 2,0
Hardin County,week 3,0
Hardin County,week 4,0
Hardin County,week 5,0
Hardin County,week 6,0
Hardin County,week 7,0
Hardin County,week 8,0
Hardin County,week 9,2
Hardin County,week 10,7
Hardin County,week 11,14
Hardin County,week 12,14
Hardin County,week 13,28
Hardin County,week 14,32
Hardin County,week 15,41
Hardin County,week 16,52
Hardin County,week 17,64
Hardin County,week 18,74
Hardin County,week 19,99
Hardin County,week 20,177
Hardin County,week 21,231
Hardin County,week 22,391
Hardin County,week 23,598
Hardin County,week 24,747
Hardin County,week 25,899
Hardin County,week 26,1332
Hardin County,week 27,2029
Hardin County,week 28,2701
Hardin County,week 29,3214
Hardin County,week 30,3535
Hardin County,week 31,4142
Hardin County,week 32,4745
Hardin County,week 33,5471
Hardin County,week 34,6065
Hardin County,week 35,910
Hawkins County,week 1,0
Hawkins County,week 2,0
Hawkins County,week 3,0
Hawkins County,week 4,0
Hawkins County,week 5,0
Hawkins County,week 6,0
Hawkins County,week 7,0
Hawkins County,week 8,0
Hawkins County,week 9,0
Hawkins County,week 10,16
Hawkins County,week 11,69
Hawkins County,week 12,154
Hawkins County,week 13,188
Hawkins County,week 14,201
Hawkins County,week 15,212
Hawkins County,week 16,217
Hawkins County,week 17,217
Hawkins County,week 18,217
Hawkins County,week 19,229
Hawkins County,week 20,238
Hawkins County,week 21,239
Hawkins County,week 22,271
Hawkins County,week 23,320
Hawkins County,week 24,401
Hawkins County,week 25,600
Hawkins County,week 26,912
Hawkins County,week 27,1356
Hawkins County,week 28,2171
Hawkins County,week 29,3133
Hawkins County,week 30,3830
Hawkins County,week 31,4376
Hawkins County,week 32,4620
Hawkins County,week 33,4836
Hawkins County,week 34,4981
Hawkins County,week 35,729
Haywood County,week 1,0
Haywood County,week 2,0
Haywood County,week 3,0
Haywood County,week 4,0
Haywood County,week 5,0
Haywood County,week 6,0
Haywood County,week 7,0
Haywood County,week 8,0
Haywood County,week 9,0
Haywood County,week 10,4
Haywood County,week 11,22
Haywood County,week 12,76
Haywood County,week 13,88
Haywood County,week 14,116
Haywood County,week 15,162
Haywood County,week 16,184
Haywood County,week 17,202
Haywood County,week 18,203
Haywood County,week 19,216
Haywood County,week 20,237
Haywood County,week 21,253
Haywood County,week 22,306
Haywood County,week 23,437
Haywood County,week 24,618
Haywood County,week 25,862
Haywood County,week 26,1256
Haywood County,week 27,1768
Haywood County,week 28,2535
Haywood County,week 29,3289
Haywood County,week 30,4096
Haywood County,week 31,4758
Haywood County,week 32,5127
Haywood County,week 33,5549
Haywood County,week 34,5927
Haywood County,week 35,875
Henderson County,week 1,0
Henderson County,week 2,0
Henderson County,week 3,0
Henderson County,week 4,0
Henderson County,week 5,0
Henderson County,week 6,0
Henderson County,week 7,0
Henderson County,week 8,0
Henderson County,week 9,0
Henderson County,week 10,0
Henderson County,week 11,4
Henderson County,week 12,14
Henderson County,week 13,23
Henderson County,week 14,38
Henderson County,week 15,57
Henderson County,week 16,70
Henderson County,week 17,80
Henderson County,week 18,86
Henderson County,week 19,103
Henderson County,week 20,106
Henderson County,week 21,124
Henderson County,week 22,145
Henderson County,week 23,206
Henderson County,week 24,305
Henderson County,week 25,501
Henderson County,week 26,1080
Henderson County,week 27,2004
Henderson County,week 28,2934
Henderson County,week 29,3920
Henderson County,week 30,4696
Henderson County,week 31,5404
Henderson County,week 32,5949
Henderson County,week 33,6645
Henderson County,week 34,7200
Henderson County,week 35,1065
Henry County,week 1,0
Henry County,week 2,0
Henry County,week 3,0
Henry County,week 4,0
Henry County,week 5,0
Henry County,week 6,0
Henry County,week 7,0
Henry County,week 8,0
Henry County,week 9,0
Henry County,week 10,3
Henry County,week 11,28
Henry County,week 12,46
Henry County,week 13,61
Henry County,week 14,77
Henry County,week 15,89
Henry County,week 16,101
Henry County,week 17,121
Henry County,week 18,193
Henry County,week 19,212
Henry County,week 20,222
Henry County,week 21,240
Henry County,week 22,251
Henry County,week 23,276
Henry County,week 24,306
Henry County,week 25,359
Henry County,week 26,431
Henry County,week 27,691
Henry County,week 28,1345
Henry County,week 29,1898
Henry County,week 30,2258
Henry County,week 31,2719
Henry County,week 32,3124
Henry County,week 33,3581
Henry County,week 34,3815
Henry County,week 35,576
Hickman County,week 1,0
Hickman County,week 2,0
Hickman County,week 3,0
Hickman County,week 4,0
Hickman County,week 5,0
Hickman County,week 6,0
Hickman County,week 7,0
Hickman County,week 8,0
Hickman County,week 9,0
Hickman County,week 10,0
Hickman County,week 11,10
Hickman County,week 12,14
Hickman County,week 13,15
Hickman County,week 14,212
Hickman County,week 15,312
Hickman County,week 16,348
Hickman County,week 17,364
Hickman County,week 18,368
Hickman County,week 19,400
Hickman County,week 20,413
Hickman County,week 21,427
Hickman County,week 22,444
Hickman County,week 23,480
Hickman County,week 24,553
Hickman County,week 25,728
Hickman County,week 26,954
Hickman County,week 27,1185
Hickman County,week 28,1517
Hickman County,week 29,1812
Hickman County,week 30,2074
Hickman County,week 31,2291
Hickman County,week 32,2583
Hickman County,week 33,2824
Hickman County,week 34,3197
Hickman County,week 35,489
Houston County,week 1,0
Houston County,week 2,0
Houston County,week 3,0
Houston County,week 4,0
Houston County,week 5,0
Houston County,week 6,0
Houston County,week 7,0
Houston County,week 8,0
Houston County,week 9,3
Houston County,week 10,7
Houston County,week 11,11
Houston County,week 12,19
Houston County,week 13,28
Houston County,week 14,28
Houston County,week 15,36
Houston County,week 16,42
Houston County,week 17,43
Houston County,week 18,49
Houston County,week 19,49
Houston County,week 20,54
Houston County,week 21,67
Houston County,week 22,70
Houston County,week 23,74
Houston County,week 24,99
Houston County,week 25,142
Houston County,week 26,196
Houston County,week 27,265
Houston County,week 28,368
Houston County,week 29,403
Houston County,week 30,453
Houston County,week 31,498
Houston County,week 32,621
Houston County,week 33,797
Houston County,week 34,942
Houston County,week 35,160
Humphreys County,week 1,0
Humphreys County,week 2,0
Humphreys County,week 3,0
Humphreys County,week 4,0
Humphreys County,week 5,0
Humphreys County,week 6,0
Humphreys County,week 7,0
Humphreys County,week 8,0
Humphreys County,week 9,0
Humphreys County,week 10,2
Humphreys County,week 11,20
Humphreys County,week 12,28
Humphreys County,week 13,34
Humphreys County,week 14,59
Humphreys County,week 15,75
Humphreys County,week 16,80
Humphreys County,week 17,84
Humphreys County,week 18,86
Humphreys County,week 19,95
Humphreys County,week 20,112
Humphreys County,week 21,124
Humphreys County,week 22,126
Humphreys County,week 23,137
Humphreys County,week 24,195
Humphreys County,week 25,298
Humphreys County,week 26,412
Humphreys County,week 27,497
Humphreys County,week 28,693
Humphreys County,week 29,852
Humphreys County,week 30,961
Humphreys County,week 31,1054
Humphreys County,week 32,1156
Humphreys County,week 33,1222
Humphreys County,week 34,1392
Humphreys County,week 35,213
Jackson County,week 1,0
Jackson County,week 2,0
Jackson County,week 3,0
Jackson County,week 4,0
Jackson County,week 5,0
Jackson County,week 6,0
Jackson County,week 7,0
Jackson County,week 8,0
Jackson County,week 9,0
Jackson County,week 10,0
Jackson County,week 11,17
Jackson County,week 12,37
Jackson County,week 13,42
Jackson County,week 14,47
Jackson County,week 15,49
Jackson County,week 16,61
Jackson County,week 17,76
Jackson County,week 18,107
Jackson County,week 19,121
Jackson County,week 20,133
Jackson County,week 21,137
Jackson County,week 22,148
Jackson County,week 23,159
Jackson County,week 24,190
Jackson County,week 25,316
Jackson County,week 26,497
Jackson County,week 27,660
Jackson County,week 28,736
Jackson County,week 29,849
Jackson County,week 30,1014
Jackson County,week 31,1290
Jackson County,week 32,1476
Jackson County,week 33,1774
Jackson County,week 34,1938
Jackson County,week 35,291
Jefferson County,week 1,0
Jefferson County,week 2,0
Jefferson County,week 3,0
Jefferson County,week 4,0
Jefferson County,week 5,0
Jefferson County,week 6,0
Jefferson County,week 7,0
Jefferson County,week 8,4
Jefferson County,week 9,13
Jefferson County,week 10,34
Jefferson County,week 11,47
Jefferson County,week 12,93
Jefferson County,week 13,104
Jefferson County,week 14,120
Jefferson County,week 15,155
Jefferson County,week 16,182
Jefferson County,week 17,182
Jefferson County,week 18,189
Jefferson County,week 19,196
Jefferson County,week 20,204
Jefferson County,week 21,288
Jefferson County,week 22,408
Jefferson County,week 23,621
Jefferson County,week 24,900
Jefferson County,week 25,1227
Jefferson County,week 26,1752
Jefferson County,week 27,2455
Jefferson County,week 28,3339
Jefferson County,week 29,3888
Jefferson County,week 30,4451
Jefferson County,week 31,4853
Jefferson County,week 32,5493
Jefferson County,week 33,6176
Jefferson County,week 34,6886
Jefferson County,week 35,1019
Johnson County,week 1,0
Johnson County,week 2,0
Johnson County,week 3,0
Johnson County,week 4,0
Johnson County,week 5,0
Johnson County,week 6,0
Johnson County,week 7,0
Johnson County,week 8,0
Johnson County,week 9,0
Johnson County,week 10,7
Johnson County,week 11,14
Johnson County,week 12,14
Johnson County,week 13,14
Johnson County,week 14,16
Johnson County,week 15,25
Johnson County,week 16,41
Johnson County,week 17,105
Johnson County,week 18,105
Johnson County,week 19,111
Johnson County,week 20,139
Johnson County,week 21,169
Johnson County,week 22,181
Johnson County,week 23,224
Johnson County,week 24,290
Johnson County,week 25,321
Johnson County,week 26,357
Johnson County,week 27,427
Johnson County,week 28,939
Johnson County,week 29,1815
Johnson County,week 30,2316
Johnson County,week 31,2650
Johnson County,week 32,2841
Johnson County,week 33,3244
Johnson County,week 34,3813
Johnson County,week 35,618
Knox County,week 1,0
Knox County,week 2,0
Knox County,week 3,0
Knox County,week 4,0
Knox County,week 5,0
Knox County,week 6,0
Knox County,week 7,0
Knox County,week 8,6
Knox County,week 9,43
Knox County,week 10,266
Knox County,week 11,744
Knox County,week 12,1154
Knox County,week 13,1329
Knox County,week 14,1454
Knox County,week 15,1661
Knox County,week 16,1851
Knox County,week 17,2121
Knox County,week 18,2300
Knox County,week 19,2642
Knox County,week 20,3217
Knox County,week 21,3757
Knox County,week 22,4479
Knox County,week 23,6017
Knox County,week 24,7921
Knox County,week 25,11112
Knox County,week 26,15512
Knox County,week 27,20761
Knox County,week 28,26638
Knox County,week 29,31439
Knox County,week 30,35849
Knox County,week 31,39819
Knox County,week 32,43813
Knox County,week 33,49158
Knox County,week 34,55716
Knox County,week 35,8484
Lake County,week 1,0
Lake County,week 2,0
Lake County,week 3,0
Lake County,week 4,0
Lake County,week 5,0
Lake County,week 6,0
Lake County,week 7,0
Lake County,week 8,0
Lake County,week 9,0
Lake County,week 10,0
Lake County,week 11,0
Lake County,week 12,8
Lake County,week 13,28
Lake County,week 14,270
Lake County,week 15,391
Lake County,week 16,455
Lake County,week 17,2712
Lake County,week 18,2852
Lake County,week 19,3171
Lake County,week 20,4816
Lake County,week 21,4821
Lake County,week 22,4823
Lake County,week 23,4830
Lake County,week 24,4842
Lake County,week 25,4872
Lake County,week 26,4898
Lake County,week 27,4962
Lake County,week 28,5173
Lake County,week 29,5460
Lake County,week 30,5602
Lake County,week 31,5698
Lake County,week 32,5818
Lake County,week 33,5916
Lake County,week 34,5996
Lake County,week 35,864
Lauderdale County,week 1,0
Lauderdale County,week 2,0
Lauderdale County,week 3,0
Lauderdale County,week 4,0
Lauderdale County,week 5,0
Lauderdale County,week 6,0
Lauderdale County,week 7,0
Lauderdale County,week 8,0
Lauderdale County,week 9,0
Lauderdale County,week 10,0
Lauderdale County,week 11,19
Lauderdale County,week 12,55
Lauderdale County,week 13,97
Lauderdale County,week 14,115
Lauderdale County,week 15,156
Lauderdale County,week 16,203
Lauderdale County,week 17,306
Lauderdale County,week 18,364
Lauderdale County,week 19,395
Lauderdale County,week 20,418
Lauderdale County,week 21,438
Lauderdale County,week 22,513
Lauderdale County,week 23,685
Lauderdale County,week 24,988
Lauderdale County,week 25,1270
Lauderdale County,week 26,1697
Lauderdale County,week 27,2206
Lauderdale County,week 28,2873
Lauderdale County,week 29,3420
Lauderdale County,week 30,3880
Lauderdale County,week 31,4342
Lauderdale County,week 32,4988
Lauderdale County,week 33,5411
Lauderdale County,week 34,6053
Lauderdale County,week 35,906
Lawrence County,week 1,0
Lawrence County,week 2,0
Lawrence County,week 3,0
Lawrence County,week 4,0
Lawrence County,week 5,0
Lawrence County,week 6,0
Lawrence County,week 7,0
Lawrence County,week 8,0
Lawrence County,week 9,0
Lawrence County,week 10,4
Lawrence County,week 11,23
Lawrence County,week 12,85
Lawrence County,week 13,106
Lawrence County,week 14,114
Lawrence County,week 15,119
Lawrence County,week 16,137
Lawrence County,week 17,147
Lawrence County,week 18,163
Lawrence County,week 19,203
Lawrence County,week 20,256
Lawrence County,week 21,416
Lawrence County,week 22,564
Lawrence County,week 23,768
Lawrence County,week 24,1084
Lawrence County,week 25,1601
Lawrence County,week 26,2021
Lawrence County,week 27,2518
Lawrence County,week 28,3174
Lawrence County,week 29,3829
Lawrence County,week 30,4388
Lawrence County,week 31,4852
Lawrence County,week 32,5223
Lawrence County,week 33,5483
Lawrence County,week 34,5942
Lawrence County,week 35,896
Lewis County,week 1,0
Lewis County,week 2,0
Lewis County,week 3,0
Lewis County,week 4,0
Lewis County,week 5,0
Lewis County,week 6,0
Lewis County,week 7,0
Lewis County,week 8,0
Lewis County,week 9,0
Lewis County,week 10,13
Lewis County,week 11,14
Lewis County,week 12,14
Lewis County,week 13,14
Lewis County,week 14,14
Lewis County,week 15,14
Lewis County,week 16,14
Lewis County,week 17,14
Lewis County,week 18,19
Lewis County,week 19,21
Lewis County,week 20,24
Lewis County,week 21,34
Lewis County,week 22,35
Lewis County,week 23,36
Lewis County,week 24,44
Lewis County,week 25,73
Lewis County,week 26,111
Lewis County,week 27,205
Lewis County,week 28,348
Lewis County,week 29,495
Lewis County,week 30,590
Lewis County,week 31,766
Lewis County,week 32,903
Lewis County,week 33,1019
Lewis County,week 34,1084
Lewis County,week 35,160
Lincoln County,week 1,0
Lincoln County,week 2,0
Lincoln County,week 3,0
Lincoln County,week 4,0
Lincoln County,week 5,0
Lincoln County,week 6,0
Lincoln County,week 7,0
Lincoln County,week 8,0
Lincoln County,week 9,2
Lincoln County,week 10,7
Lincoln County,week 11,29
Lincoln County,week 12,56
Lincoln County,week 13,67
Lincoln County,week 14,81
Lincoln County,week 15,100
Lincoln County,week 16,112
Lincoln County,week 17,113
Lincoln County,week 18,166
Lincoln County,week 19,178
Lincoln County,week 20,217
Lincoln County,week 21,297
Lincoln County,week 22,340
Lincoln County,week 23,367
Lincoln County,week 24,438
Lincoln County,week 25,616
Lincoln County,week 26,924
Lincoln County,week 27,1259
Lincoln County,week 28,1688
Lincoln County,week 29,2009
Lincoln County,week 30,2362
Lincoln County,week 31,2640
Lincoln County,week 32,2821
Lincoln County,week 33,3129
Lincoln County,week 34,3561
Lincoln County,week 35,551
Loudon County,week 1,0
Loudon County,week 2,0
Loudon County,week 3,0
Loudon County,week 4,0
Loudon County,week 5,0
Loudon County,week 6,0
Loudon County,week 7,0
Loudon County,week 8,0
Loudon County,week 9,4
Loudon County,week 10,45
Loudon County,week 11,83
Loudon County,week 12,111
Loudon County,week 13,147
Loudon County,week 14,179
Loudon County,week 15,246
Loudon County,week 16,282
Loudon County,week 17,427
Loudon County,week 18,877
Loudon County,week 19,1005
Loudon County,week 20,1158
Loudon County,week 21,1339
Loudon County,week 22,1596
Loudon County,week 23,1742
Loudon County,week 24,1961
Loudon County,week 25,2251
Loudon County,week 26,2740
Loudon County,week 27,3542
Loudon County,week 28,4398
Loudon County,week 29,5079
Loudon County,week 30,5583
Loudon County,week 31,5988
Loudon County,week 32,6516
Loudon County,week 33,6746
Loudon County,week 34,7175
Loudon County,week 35,1071
McMinn County,week 1,0
McMinn County,week 2,0
McMinn County,week 3,0
McMinn County,week 4,0
McMinn County,week 5,0
McMinn County,week 6,0
McMinn County,week 7,0
McMinn County,week 8,0
McMinn County,week 9,4
McMinn County,week 10,20
McMinn County,week 11,21
McMinn County,week 12,28
McMinn County,week 13,41
McMinn County,week 14,178
McMinn County,week 15,681
McMinn County,week 16,805
McMinn County,week 17,863
McMinn County,week 18,912
McMinn County,week 19,975
McMinn County,week 20,1048
McMinn County,week 21,1149
McMinn County,week 22,1216
McMinn County,week 23,1413
McMinn County,week 24,1612
McMinn County,week 25,1942
McMinn County,week 26,2460
McMinn County,week 27,2883
McMinn County,week 28,3289
McMinn County,week 29,3721
McMinn County,week 30,4190
McMinn County,week 31,4844
McMinn County,week 32,5455
McMinn County,week 33,5970
McMinn County,week 34,6530
McMinn County,week 35,994
McNairy County,week 1,0
McNairy County,week 2,0
McNairy County,week 3,0
McNairy County,week 4,0
McNairy County,week 5,0
McNairy County,week 6,0
McNairy County,week 7,0
McNairy County,week 8,0
McNairy County,week 9,0
McNairy County,week 10,3
McNairy County,week 11,22
McNairy County,week 12,61
McNairy County,week 13,63
McNairy County,week 14,75
McNairy County,week 15,77
McNairy County,week 16,77
McNairy County,week 17,84
McNairy County,week 18,84
McNairy County,week 19,88
McNairy County,week 20,133
McNairy County,week 21,191
McNairy County,week 22,271
McNairy County,week 23,363
McNairy County,week 24,488
McNairy County,week 25,726
McNairy County,week 26,1085
McNairy County,week 27,1536
McNairy County,week 28,2110
McNairy County,week 29,2570
McNairy County,week 30,2908
McNairy County,week 31,3324
McNairy County,week 32,3735
McNairy County,week 33,4297
McNairy County,week 34,4867
McNairy County,week 35,753
Macon County,week 1,0
Macon County,week 2,0
Macon County,week 3,0
Macon County,week 4,0
Macon County,week 5,0
Macon County,week 6,0
Macon County,week 7,0
Macon County,week 8,0
Macon County,week 9,0
Macon County,week 10,14
Macon County,week 11,55
Macon County,week 12,153
Macon County,week 13,224
Macon County,week 14,258
Macon County,week 15,320
Macon County,week 16,410
Macon County,week 17,565
Macon County,week 18,689
Macon County,week 19,959
Macon County,week 20,1216
Macon County,week 21,1374
Macon County,week 22,1536
Macon County,week 23,2097
Macon County,week 24,3170
Macon County,week 25,4123
Macon County,week 26,4878
Macon County,week 27,5318
Macon County,week 28,5754
Macon County,week 29,6000
Macon County,week 30,6058
Macon County,week 31,6149
Macon County,week 32,6300
Macon County,week 33,6580
Macon County,week 34,6798
Macon County,week 35,995
Madison County,week 1,0
Madison County,week 2,0
Madison County,week 3,0
Madison County,week 4,0
Madison County,week 5,0
Madison County,week 6,0
Madison County,week 7,0
Madison County,week 8,0
Madison County,week 9,1
Madison County,week 10,22
Madison County,week 11,140
Madison County,week 12,402
Madison County,week 13,567
Madison County,week 14,717
Madison County,week 15,960
Madison County,week 16,1050
Madison County,week 17,1121
Madison County,week 18,1162
Madison County,week 19,1211
Madison County,week 20,1231
Madison County,week 21,1277
Madison County,week 22,1348
Madison County,week 23,1553
Madison County,week 24,2012
Madison County,week 25,2520
Madison County,week 26,3276
Madison County,week 27,4178
Madison County,week 28,5801
Madison County,week 29,7480
Madison County,week 30,9167
Madison County,week 31,10707
Madison County,week 32,12200
Madison County,week 33,14116
Madison County,week 34,16002
Madison County,week 35,2495
Marion County,week 1,0
Marion County,week 2,0
Marion County,week 3,0
Marion County,week 4,0
Marion County,week 5,0
Marion County,week 6,0
Marion County,week 7,0
Marion County,week 8,0
Marion County,week 9,3
Marion County,week 10,24
Marion County,week 11,108
Marion County,week 12,166
Marion County,week 13,194
Marion County,week 14,196
Marion County,week 15,202
Marion County,week 16,203
Marion County,week 17,219
Marion County,week 18,250
Marion County,week 19,279
Marion County,week 20,310
Marion County,week 21,333
Marion County,week 22,346
Marion County,week 23,405
Marion County,week 24,500
Marion County,week 25,657
Marion County,week 26,847
Marion County,week 27,1109
Marion County,week 28,1386
Marion County,week 29,1540
Marion County,week 30,1728
Marion County,week 31,2025
Marion County,week 32,2241
Marion County,week 33,2611
Marion County,week 34,3014
Marion County,week 35,469
Marshall County,week 1,0
Marshall County,week 2,0
Marshall County,week 3,0
Marshall County,week 4,0
Marshall County,week 5,0
Marshall County,week 6,0
Marshall County,week 7,0
Marshall County,week 8,0
Marshall County,week 9,0
Marshall County,week 10,2
Marshall County,week 11,35
Marshall County,week 12,63
Marshall County,week 13,104
Marshall County,week 14,154
Marshall County,week 15,159
Marshall County,week 16,167
Marshall County,week 17,178
Marshall County,week 18,193
Marshall County,week 19,215
Marshall County,week 20,245
Marshall County,week 21,283
Marshall County,week 22,318
Marshall County,week 23,410
Marshall County,week 24,598
Marshall County,week 25,801
Marshall County,week 26,1100
Marshall County,week 27,1380
Marshall County,week 28,1789
Marshall County,week 29,2029
Marshall County,week 30,2425
Marshall County,week 31,3077
Marshall County,week 32,3657
Marshall County,week 33,4098
Marshall County,week 34,4411
Marshall County,week 35,674
Maury County,week 1,0
Maury County,week 2,0
Maury County,week 3,0
Maury County,week 4,0
Maury County,week 5,0
Maury County,week 6,0
Maury County,week 7,0
Maury County,week 8,0
Maury County,week 9,16
Maury County,week 10,63
Maury County,week 11,147
Maury County,week 12,222
Maury County,week 13,236
Maury County,week 14,263
Maury County,week 15,314
Maury County,week 16,377
Maury County,week 17,441
Maury County,week 18,540
Maury County,week 19,631
Maury County,week 20,790
Maury County,week 21,1049
Maury County,week 22,1483
Maury County,week 23,1895
Maury County,week 24,2366
Maury County,week 25,3185
Maury County,week 26,4255
Maury County,week 27,5801
Maury County,week 28,7220
Maury County,week 29,8482
Maury County,week 30,9704
Maury County,week 31,10794
Maury County,week 32,12020
Maury County,week 33,12991
Maury County,week 34,14058
Maury County,week 35,2112
Meigs County,week 1,0
Meigs County,week 2,0
Meigs County,week 3,0
Meigs County,week 4,0
Meigs County,week 5,0
Meigs County,week 6,0
Meigs County,week 7,0
Meigs County,week 8,0
Meigs County,week 9,0
Meigs County,week 10,6
Meigs County,week 11,13
Meigs County,week 12,21
Meigs County,week 13,21
Meigs County,week 14,38
Meigs County,week 15,63
Meigs County,week 16,134
Meigs County,week 17,154
Meigs County,week 18,166
Meigs County,week 19,182
Meigs County,week 20,189
Meigs County,week 21,200
Meigs County,week 22,212
Meigs County,week 23,222
Meigs County,week 24,224
Meigs County,week 25,262
Meigs County,week 26,339
Meigs County,week 27,491
Meigs County,week 28,652
Meigs County,week 29,723
Meigs County,week 30,815
Meigs County,week 31,921
Meigs County,week 32,1101
Meigs County,week 33,1225
Meigs County,week 34,1390
Meigs County,week 35,208
Monroe County,week 1,0
Monroe County,week 2,0
Monroe County,week 3,0
Monroe County,week 4,0
Monroe County,week 5,0
Monroe County,week 6,0
Monroe County,week 7,0
Monroe County,week 8,0
Monroe County,week 9,8
Monroe County,week 10,20
Monroe County,week 11,39
Monroe County,week 12,54
Monroe County,week 13,70
Monroe County,week 14,88
Monroe County,week 15,151
Monroe County,week 16,200
Monroe County,week 17,290
Monroe County,week 18,390
Monroe County,week 19,438
Monroe County,week 20,514
Monroe County,week 21,584
Monroe County,week 22,731
Monroe County,week 23,833
Monroe County,week 24,966
Monroe County,week 25,1061
Monroe County,week 26,1251
Monroe County,week 27,1746
Monroe County,week 28,2386
Monroe County,week 29,2948
Monroe County,week 30,3464
Monroe County,week 31,4110
Monroe County,week 32,5018
Monroe County,week 33,5938
Monroe County,week 34,6503
Monroe County,week 35,962
Montgomery County,week 1,0
Montgomery County,week 2,0
Montgomery County,week 3,0
Montgomery County,week 4,0
Montgomery County,week 5,0
Montgomery County,week 6,0
Montgomery County,week 7,0
Montgomery County,week 8,0
Montgomery County,week 9,19
Montgomery County,week 10,75
Montgomery County,week 11,321
Montgomery County,week 12,622
Montgomery County,week 13,790
Montgomery County,week 14,935
Montgomery County,week 15,1029
Montgomery County,week 16,1183
Montgomery County,week 17,1432
Montgomery County,week 18,1624
Montgomery County,week 19,1871
Montgomery County,week 20,2047
Montgomery County,week 21,2276
Montgomery County,week 22,2589
Montgomery County,week 23,3073
Montgomery County,week 24,3797
Montgomery County,week 25,5174
Montgomery County,week 26,7604
Montgomery County,week 27,9561
Montgomery County,week 28,11612
Montgomery County,week 29,13258
Montgomery County,week 30,14760
Montgomery County,week 31,16011
Montgomery County,week 32,17123
Montgomery County,week 33,18033
Montgomery County,week 34,19323
Montgomery County,week 35,2870
Moore County,week 1,0
Moore County,week 2,0
Moore County,week 3,0
Moore County,week 4,0
Moore County,week 5,0
Moore County,week 6,0
Moore County,week 7,0
Moore County,week 8,0
Moore County,week 9,0
Moore County,week 10,0
Moore County,week 11,0
Moore County,week 12,0
Moore County,week 13,11
Moore County,week 14,21
Moore County,week 15,21
Moore County,week 16,21
Moore County,week 17,21
Moore County,week 18,21
Moore County,week 19,24
Moore County,week 20,35
Moore County,week 21,35
Moore County,week 22,35
Moore County,week 23,40
Moore County,week 24,82
Moore County,week 25,139
Moore County,week 26,202
Moore County,week 27,247
Moore County,week 28,292
Moore County,week 29,408
Moore County,week 30,505
Moore County,week 31,578
Moore County,week 32,637
Moore County,week 33,795
Moore County,week 34,877
Moore County,week 35,139
Morgan County,week 1,0
Morgan County,week 2,0
Morgan County,week 3,0
Morgan County,week 4,0
Morgan County,week 5,0
Morgan County,week 6,0
Morgan County,week 7,0
Morgan County,week 8,0
Morgan County,week 9,0
Morgan County,week 10,4
Morgan County,week 11,22
Morgan County,week 12,35
Morgan County,week 13,35
Morgan County,week 14,39
Morgan County,week 15,42
Morgan County,week 16,64
Morgan County,week 17,89
Morgan County,week 18,119
Morgan County,week 19,119
Morgan County,week 20,124
Morgan County,week 21,133
Morgan County,week 22,153
Morgan County,week 23,160
Morgan County,week 24,180
Morgan County,week 25,219
Morgan County,week 26,281
Morgan County,week 27,373
Morgan County,week 28,527
Morgan County,week 29,788
Morgan County,week 30,972
Morgan County,week 31,1226
Morgan County,week 32,1417
