,,deaths
Hancock County,week 7,0
Hancock County,week 8,0
Hancock County,week 9,0
Hancock County,week 10,0
Hancock County,week 11,0
Hancock County,week 12,0
Hancock County,week 13,0
Hancock County,week 14,0
Hancock County,week 15,0
Hancock County,week 16,0
Hancock County,week 17,0
Hancock County,week 18,0
Hancock County,week 19,0
Hancock County,week 20,0
Hancock County,week 21,0
Hancock County,week 22,0
Hancock County,week 23,0
Hancock County,week 24,0
Hancock County,week 25,0
Hancock County,week 26,0
Hancock County,week 27,0
Hancock County,week 28,7
Hancock County,week 29,11
Hancock County,week 30,14
Hancock County,week 31,14
Hancock County,week 32,14
Hancock County,week 33,14
Hancock County,week 34,14
Hancock County,week 35,2
Hardeman County,week 1,0
Hardeman County,week 2,0
Hardeman County,week 3,0
Hardeman County,week 4,0
Hardeman County,week 5,0
Hardeman County,week 6,0
Hardeman County,week 7,0
Hardeman County,week 8,0
Hardeman County,week 9,0
Hardeman County,week 10,0
Hardeman County,week 11,0
Hardeman County,week 12,0
Hardeman County,week 13,0
Hardeman County,week 14,0
Hardeman County,week 15,0
Hardeman County,week 16,0
Hardeman County,week 17,0
Hardeman County,week 18,0
Hardeman County,week 19,0
Hardeman County,week 20,0
Hardeman County,week 21,0
Hardeman County,week 22,5
Hardeman County,week 23,7
Hardeman County,week 24,24
Hardeman County,week 25,28
Hardeman County,week 26,41
Hardeman County,week 27,71
Hardeman County,week 28,77
Hardeman County,week 29,113
Hardeman County,week 30,127
Hardeman County,week 31,145
Hardeman County,week 32,148
Hardeman County,week 33,154
Hardeman County,week 34,173
Hardeman County,week 35,25
Hardin County,week 1,0
Hardin County,week 2,0
Hardin County,week 3,0
Hardin County,week 4,0
Hardin County,week 5,0
Hardin County,week 6,0
Hardin County,week 7,0
Hardin County,week 8,0
Hardin County,week 9,0
Hardin County,week 10,0
Hardin County,week 11,0
Hardin County,week 12,0
Hardin County,week 13,0
Hardin County,week 14,0
Hardin County,week 15,0
Hardin County,week 16,0
Hardin County,week 17,1
Hardin County,week 18,13
Hardin County,week 19,14
Hardin County,week 20,14
Hardin County,week 21,24
Hardin County,week 22,35
Hardin County,week 23,35
Hardin County,week 24,47
Hardin County,week 25,49
Hardin County,week 26,49
Hardin County,week 27,49
Hardin County,week 28,49
Hardin County,week 29,54
Hardin County,week 30,56
Hardin County,week 31,57
Hardin County,week 32,68
Hardin County,week 33,82
Hardin County,week 34,94
Hardin County,week 35,14
Hawkins County,week 1,0
Hawkins County,week 2,0
Hawkins County,week 3,0
Hawkins County,week 4,0
Hawkins County,week 5,0
Hawkins County,week 6,0
Hawkins County,week 7,0
Hawkins County,week 8,0
Hawkins County,week 9,0
Hawkins County,week 10,0
Hawkins County,week 11,5
Hawkins County,week 12,11
Hawkins County,week 13,14
Hawkins County,week 14,14
Hawkins County,week 15,14
Hawkins County,week 16,14
Hawkins County,week 17,14
Hawkins County,week 18,14
Hawkins County,week 19,14
Hawkins County,week 20,14
Hawkins County,week 21,14
Hawkins County,week 22,14
Hawkins County,week 23,14
Hawkins County,week 24,14
Hawkins County,week 25,14
Hawkins County,week 26,14
Hawkins County,week 27,14
Hawkins County,week 28,26
Hawkins County,week 29,49
Hawkins County,week 30,70
Hawkins County,week 31,80
Hawkins County,week 32,89
Hawkins County,week 33,91
Hawkins County,week 34,95
Hawkins County,week 35,14
Haywood County,week 1,0
Haywood County,week 2,0
Haywood County,week 3,0
Haywood County,week 4,0
Haywood County,week 5,0
Haywood County,week 6,0
Haywood County,week 7,0
Haywood County,week 8,0
Haywood County,week 9,0
Haywood County,week 10,0
Haywood County,week 11,0
Haywood County,week 12,6
Haywood County,week 13,7
Haywood County,week 14,7
Haywood County,week 15,7
Haywood County,week 16,7
Haywood County,week 17,7
Haywood County,week 18,11
Haywood County,week 19,14
Haywood County,week 20,14
Haywood County,week 21,14
Haywood County,week 22,14
Haywood County,week 23,14
Haywood County,week 24,14
Haywood County,week 25,18
Haywood County,week 26,26
Haywood County,week 27,28
Haywood County,week 28,35
Haywood County,week 29,42
Haywood County,week 30,50
Haywood County,week 31,68
Haywood County,week 32,75
Haywood County,week 33,82
Haywood County,week 34,99
Haywood County,week 35,16
Henderson County,week 1,0
Henderson County,week 2,0
Henderson County,week 3,0
Henderson County,week 4,0
Henderson County,week 5,0
Henderson County,week 6,0
Henderson County,week 7,0
Henderson County,week 8,0
Henderson County,week 9,0
Henderson County,week 10,0
Henderson County,week 11,0
Henderson County,week 12,0
Henderson County,week 13,0
Henderson County,week 14,0
Henderson County,week 15,0
Henderson County,week 16,0
Henderson County,week 17,0
Henderson County,week 18,0
Henderson County,week 19,0
Henderson County,week 20,0
Henderson County,week 21,0
Henderson County,week 22,0
Henderson County,week 23,0
Henderson County,week 24,0
Henderson County,week 25,0
Henderson County,week 26,0
Henderson County,week 27,0
Henderson County,week 28,0
Henderson County,week 29,12
Henderson County,week 30,19
Henderson County,week 31,37
Henderson County,week 32,47
Henderson County,week 33,71
Henderson County,week 34,119
Henderson County,week 35,19
Henry County,week 1,0
Henry County,week 2,0
Henry County,week 3,0
Henry County,week 4,0
Henry County,week 5,0
Henry County,week 6,0
Henry County,week 7,0
Henry County,week 8,0
Henry County,week 9,0
Henry County,week 10,0
Henry County,week 11,0
Henry County,week 12,0
Henry County,week 13,0
Henry County,week 14,0
Henry County,week 15,0
Henry County,week 16,0
Henry County,week 17,0
Henry County,week 18,0
Henry County,week 19,0
Henry County,week 20,0
Henry County,week 21,0
Henry County,week 22,0
Henry County,week 23,0
Henry County,week 24,0
Henry County,week 25,0
Henry County,week 26,0
Henry County,week 27,0
Henry County,week 28,0
Henry County,week 29,0
Henry County,week 30,8
Henry County,week 31,27
Henry County,week 32,33
Henry County,week 33,50
Henry County,week 34,56
Henry County,week 35,8
Hickman County,week 1,0
Hickman County,week 2,0
Hickman County,week 3,0
Hickman County,week 4,0
Hickman County,week 5,0
Hickman County,week 6,0
Hickman County,week 7,0
Hickman County,week 8,0
Hickman County,week 9,0
Hickman County,week 10,0
Hickman County,week 11,0
Hickman County,week 12,0
Hickman County,week 13,0
Hickman County,week 14,0
Hickman County,week 15,0
Hickman County,week 16,0
Hickman County,week 17,0
Hickman County,week 18,0
Hickman County,week 19,0
Hickman County,week 20,0
Hickman County,week 21,0
Hickman County,week 22,0
Hickman County,week 23,0
Hickman County,week 24,0
Hickman County,week 25,0
Hickman County,week 26,0
Hickman County,week 27,0
Hickman County,week 28,0
Hickman County,week 29,0
Hickman County,week 30,6
Hickman County,week 31,7
Hickman County,week 32,21
Hickman County,week 33,28
Hickman County,week 34,28
Hickman County,week 35,4
Houston County,week 1,0
Houston County,week 2,0
Houston County,week 3,0
Houston County,week 4,0
Houston County,week 5,0
Houston County,week 6,0
Houston County,week 7,0
Houston County,week 8,0
Houston County,week 9,0
Houston County,week 10,0
Houston County,week 11,0
Houston County,week 12,0
Houston County,week 13,0
Houston County,week 14,0
Houston County,week 15,0
Houston County,week 16,0
Houston County,week 17,0
Houston County,week 18,0
Houston County,week 19,0
Houston County,week 20,0
Houston County,week 21,0
Houston County,week 22,0
Houston County,week 23,0
Houston County,week 24,0
Houston County,week 25,0
Houston County,week 26,0
Houston County,week 27,0
Houston County,week 28,0
Houston County,week 29,0
Houston County,week 30,0
Houston County,week 31,0
Houston County,week 32,0
Houston County,week 33,0
Houston County,week 34,0
Houston County,week 35,0
Humphreys County,week 1,0
Humphreys County,week 2,0
Humphreys County,week 3,0
Humphreys County,week 4,0
Humphreys County,week 5,0
Humphreys County,week 6,0
Humphreys County,week 7,0
Humphreys County,week 8,0
Humphreys County,week 9,0
Humphreys County,week 10,0
Humphreys County,week 11,0
Humphreys County,week 12,0
Humphreys County,week 13,0
Humphreys County,week 14,4
Humphreys County,week 15,7
Humphreys County,week 16,7
Humphreys County,week 17,7
Humphreys County,week 18,7
Humphreys County,week 19,7
Humphreys County,week 20,7
Humphreys County,week 21,7
Humphreys County,week 22,7
Humphreys County,week 23,7
Humphreys County,week 24,9
Humphreys County,week 25,14
Humphreys County,week 26,14
Humphreys County,week 27,20
Humphreys County,week 28,21
Humphreys County,week 29,21
Humphreys County,week 30,21
Humphreys County,week 31,21
Humphreys County,week 32,21
Humphreys County,week 33,21
Humphreys County,week 34,21
Humphreys County,week 35,3
Jackson County,week 1,0
Jackson County,week 2,0
Jackson County,week 3,0
Jackson County,week 4,0
Jackson County,week 5,0
Jackson County,week 6,0
Jackson County,week 7,0
Jackson County,week 8,0
Jackson County,week 9,0
Jackson County,week 10,0
Jackson County,week 11,0
Jackson County,week 12,0
Jackson County,week 13,0
Jackson County,week 14,0
Jackson County,week 15,0
Jackson County,week 16,0
Jackson County,week 17,0
Jackson County,week 18,0
Jackson County,week 19,0
Jackson County,week 20,0
Jackson County,week 21,0
Jackson County,week 22,0
Jackson County,week 23,0
Jackson County,week 24,0
Jackson County,week 25,0
Jackson County,week 26,0
Jackson County,week 27,0
Jackson County,week 28,5
Jackson County,week 29,7
Jackson County,week 30,7
Jackson County,week 31,7
Jackson County,week 32,7
Jackson County,week 33,14
Jackson County,week 34,15
Jackson County,week 35,3
Jefferson County,week 1,0
Jefferson County,week 2,0
Jefferson County,week 3,0
Jefferson County,week 4,0
Jefferson County,week 5,0
Jefferson County,week 6,0
Jefferson County,week 7,0
Jefferson County,week 8,0
Jefferson County,week 9,0
Jefferson County,week 10,0
Jefferson County,week 11,0
Jefferson County,week 12,0
Jefferson County,week 13,0
Jefferson County,week 14,0
Jefferson County,week 15,0
Jefferson County,week 16,0
Jefferson County,week 17,0
Jefferson County,week 18,0
Jefferson County,week 19,0
Jefferson County,week 20,0
Jefferson County,week 21,0
Jefferson County,week 22,0
Jefferson County,week 23,0
Jefferson County,week 24,0
Jefferson County,week 25,7
Jefferson County,week 26,7
Jefferson County,week 27,11
Jefferson County,week 28,15
Jefferson County,week 29,24
Jefferson County,week 30,28
Jefferson County,week 31,35
Jefferson County,week 32,42
Jefferson County,week 33,51
Jefferson County,week 34,87
Jefferson County,week 35,13
Johnson County,week 1,0
Johnson County,week 2,0
Johnson County,week 3,0
Johnson County,week 4,0
Johnson County,week 5,0
Johnson County,week 6,0
Johnson County,week 7,0
Johnson County,week 8,0
Johnson County,week 9,0
Johnson County,week 10,0
Johnson County,week 11,0
Johnson County,week 12,0
Johnson County,week 13,0
Johnson County,week 14,0
Johnson County,week 15,0
Johnson County,week 16,0
Johnson County,week 17,0
Johnson County,week 18,0
Johnson County,week 19,0
Johnson County,week 20,0
Johnson County,week 21,0
Johnson County,week 22,0
Johnson County,week 23,0
Johnson County,week 24,0
Johnson County,week 25,0
Johnson County,week 26,0
Johnson County,week 27,0
Johnson County,week 28,0
Johnson County,week 29,0
Johnson County,week 30,2
Johnson County,week 31,7
Johnson County,week 32,7
Johnson County,week 33,7
Johnson County,week 34,13
Johnson County,week 35,2
Knox County,week 1,0
Knox County,week 2,0
Knox County,week 3,0
Knox County,week 4,0
Knox County,week 5,0
Knox County,week 6,0
Knox County,week 7,0
Knox County,week 8,0
Knox County,week 9,0
Knox County,week 10,2
Knox County,week 11,11
Knox County,week 12,25
Knox County,week 13,28
Knox County,week 14,28
Knox County,week 15,35
Knox County,week 16,35
Knox County,week 17,35
Knox County,week 18,35
Knox County,week 19,35
Knox County,week 20,35
Knox County,week 21,35
Knox County,week 22,35
Knox County,week 23,35
Knox County,week 24,43
Knox County,week 25,67
Knox County,week 26,121
Knox County,week 27,161
Knox County,week 28,223
Knox County,week 29,268
Knox County,week 30,292
Knox County,week 31,340
Knox County,week 32,382
Knox County,week 33,447
Knox County,week 34,466
Knox County,week 35,68
Lake County,week 1,0
Lake County,week 2,0
Lake County,week 3,0
Lake County,week 4,0
Lake County,week 5,0
Lake County,week 6,0
Lake County,week 7,0
Lake County,week 8,0
Lake County,week 9,0
Lake County,week 10,0
Lake County,week 11,0
Lake County,week 12,0
Lake County,week 13,0
Lake County,week 14,0
Lake County,week 15,0
Lake County,week 16,0
Lake County,week 17,0
Lake County,week 18,0
Lake County,week 19,0
Lake County,week 20,0
Lake County,week 21,0
Lake County,week 22,0
Lake County,week 23,0
Lake County,week 24,0
Lake County,week 25,0
Lake County,week 26,0
Lake County,week 27,0
Lake County,week 28,0
Lake County,week 29,0
Lake County,week 30,4
Lake County,week 31,7
Lake County,week 32,11
Lake County,week 33,14
Lake County,week 34,14
Lake County,week 35,2
Lauderdale County,week 1,0
Lauderdale County,week 2,0
Lauderdale County,week 3,0
Lauderdale County,week 4,0
Lauderdale County,week 5,0
Lauderdale County,week 6,0
Lauderdale County,week 7,0
Lauderdale County,week 8,0
Lauderdale County,week 9,0
Lauderdale County,week 10,0
Lauderdale County,week 11,0
Lauderdale County,week 12,0
Lauderdale County,week 13,0
Lauderdale County,week 14,0
Lauderdale County,week 15,0
Lauderdale County,week 16,0
Lauderdale County,week 17,2
Lauderdale County,week 18,7
Lauderdale County,week 19,7
Lauderdale County,week 20,7
Lauderdale County,week 21,7
Lauderdale County,week 22,7
Lauderdale County,week 23,13
Lauderdale County,week 24,19
Lauderdale County,week 25,26
Lauderdale County,week 26,32
Lauderdale County,week 27,41
Lauderdale County,week 28,42
Lauderdale County,week 29,56
Lauderdale County,week 30,63
Lauderdale County,week 31,81
Lauderdale County,week 32,84
Lauderdale County,week 33,84
Lauderdale County,week 34,98
Lauderdale County,week 35,14
Lawrence County,week 1,0
Lawrence County,week 2,0
Lawrence County,week 3,0
Lawrence County,week 4,0
Lawrence County,week 5,0
Lawrence County,week 6,0
Lawrence County,week 7,0
Lawrence County,week 8,0
Lawrence County,week 9,0
Lawrence County,week 10,0
Lawrence County,week 11,0
Lawrence County,week 12,0
Lawrence County,week 13,0
Lawrence County,week 14,0
Lawrence County,week 15,0
Lawrence County,week 16,0
Lawrence County,week 17,0
Lawrence County,week 18,0
Lawrence County,week 19,0
Lawrence County,week 20,0
Lawrence County,week 21,5
Lawrence County,week 22,15
Lawrence County,week 23,27
Lawrence County,week 24,40
Lawrence County,week 25,42
Lawrence County,week 26,42
Lawrence County,week 27,42
Lawrence County,week 28,42
Lawrence County,week 29,43
Lawrence County,week 30,50
Lawrence County,week 31,57
Lawrence County,week 32,63
Lawrence County,week 33,70
Lawrence County,week 34,77
Lawrence County,week 35,11
Lewis County,week 1,0
Lewis County,week 2,0
Lewis County,week 3,0
Lewis County,week 4,0
Lewis County,week 5,0
Lewis County,week 6,0
Lewis County,week 7,0
Lewis County,week 8,0
Lewis County,week 9,0
Lewis County,week 10,0
Lewis County,week 11,0
Lewis County,week 12,0
Lewis County,week 13,0
Lewis County,week 14,0
Lewis County,week 15,0
Lewis County,week 16,0
Lewis County,week 17,0
Lewis County,week 18,0
Lewis County,week 19,0
Lewis County,week 20,0
Lewis County,week 21,0
Lewis County,week 22,0
Lewis County,week 23,0
Lewis County,week 24,0
Lewis County,week 25,0
Lewis County,week 26,0
Lewis County,week 27,4
Lewis County,week 28,7
Lewis County,week 29,7
Lewis County,week 30,7
Lewis County,week 31,7
Lewis County,week 32,7
Lewis County,week 33,7
Lewis County,week 34,7
Lewis County,week 35,1
Lincoln County,week 1,0
Lincoln County,week 2,0
Lincoln County,week 3,0
Lincoln County,week 4,0
Lincoln County,week 5,0
Lincoln County,week 6,0
Lincoln County,week 7,0
Lincoln County,week 8,0
Lincoln County,week 9,0
Lincoln County,week 10,0
Lincoln County,week 11,0
Lincoln County,week 12,0
Lincoln County,week 13,0
Lincoln County,week 14,0
Lincoln County,week 15,0
Lincoln County,week 16,0
Lincoln County,week 17,0
Lincoln County,week 18,0
Lincoln County,week 19,0
Lincoln County,week 20,0
Lincoln County,week 21,0
Lincoln County,week 22,0
Lincoln County,week 23,0
Lincoln County,week 24,0
Lincoln County,week 25,0
Lincoln County,week 26,0
Lincoln County,week 27,6
Lincoln County,week 28,7
Lincoln County,week 29,7
Lincoln County,week 30,7
Lincoln County,week 31,7
Lincoln County,week 32,7
Lincoln County,week 33,7
Lincoln County,week 34,7
Lincoln County,week 35,1
Loudon County,week 1,0
Loudon County,week 2,0
Loudon County,week 3,0
Loudon County,week 4,0
Loudon County,week 5,0
Loudon County,week 6,0
Loudon County,week 7,0
Loudon County,week 8,0
Loudon County,week 9,0
Loudon County,week 10,0
Loudon County,week 11,0
Loudon County,week 12,0
Loudon County,week 13,0
Loudon County,week 14,0
Loudon County,week 15,0
Loudon County,week 16,0
Loudon County,week 17,0
Loudon County,week 18,0
Loudon County,week 19,0
Loudon County,week 20,0
Loudon County,week 21,6
Loudon County,week 22,7
Loudon County,week 23,7
Loudon County,week 24,7
Loudon County,week 25,11
Loudon County,week 26,20
Loudon County,week 27,21
Loudon County,week 28,21
Loudon County,week 29,21
Loudon County,week 30,21
Loudon County,week 31,21
Loudon County,week 32,21
Loudon County,week 33,27
Loudon County,week 34,32
Loudon County,week 35,6
McMinn County,week 1,0
McMinn County,week 2,0
McMinn County,week 3,0
McMinn County,week 4,0
McMinn County,week 5,0
McMinn County,week 6,0
McMinn County,week 7,0
McMinn County,week 8,0
McMinn County,week 9,0
McMinn County,week 10,0
McMinn County,week 11,0
McMinn County,week 12,0
McMinn County,week 13,0
McMinn County,week 14,0
McMinn County,week 15,7
McMinn County,week 16,36
McMinn County,week 17,78
McMinn County,week 18,90
McMinn County,week 19,98
McMinn County,week 20,98
McMinn County,week 21,99
McMinn County,week 22,106
McMinn County,week 23,119
McMinn County,week 24,124
McMinn County,week 25,130
McMinn County,week 26,133
McMinn County,week 27,139
McMinn County,week 28,140
McMinn County,week 29,140
McMinn County,week 30,140
McMinn County,week 31,140
McMinn County,week 32,153
McMinn County,week 33,165
McMinn County,week 34,168
McMinn County,week 35,24
McNairy County,week 1,0
McNairy County,week 2,0
McNairy County,week 3,0
McNairy County,week 4,0
McNairy County,week 5,0
McNairy County,week 6,0
McNairy County,week 7,0
McNairy County,week 8,0
McNairy County,week 9,0
McNairy County,week 10,0
McNairy County,week 11,0
McNairy County,week 12,0
McNairy County,week 13,0
McNairy County,week 14,0
McNairy County,week 15,0
McNairy County,week 16,0
McNairy County,week 17,0
McNairy County,week 18,0
McNairy County,week 19,0
McNairy County,week 20,0
McNairy County,week 21,0
McNairy County,week 22,0
McNairy County,week 23,0
McNairy County,week 24,0
McNairy County,week 25,7
McNairy County,week 26,7
McNairy County,week 27,12
McNairy County,week 28,34
McNairy County,week 29,36
McNairy County,week 30,43
McNairy County,week 31,51
McNairy County,week 32,76
McNairy County,week 33,94
McNairy County,week 34,102
McNairy County,week 35,16
Macon County,week 1,0
Macon County,week 2,0
Macon County,week 3,0
Macon County,week 4,0
Macon County,week 5,0
Macon County,week 6,0
Macon County,week 7,0
Macon County,week 8,0
Macon County,week 9,0
Macon County,week 10,0
Macon County,week 11,2
Macon County,week 12,12
Macon County,week 13,21
Macon County,week 14,21
Macon County,week 15,21
Macon County,week 16,21
Macon County,week 17,21
Macon County,week 18,21
Macon County,week 19,21
Macon County,week 20,21
Macon County,week 21,21
Macon County,week 22,21
Macon County,week 23,21
Macon County,week 24,24
Macon County,week 25,44
Macon County,week 26,54
Macon County,week 27,76
Macon County,week 28,91
Macon County,week 29,91
Macon County,week 30,91
Macon County,week 31,99
Macon County,week 32,105
Macon County,week 33,112
Macon County,week 34,132
Macon County,week 35,19
Madison County,week 1,0
Madison County,week 2,0
Madison County,week 3,0
Madison County,week 4,0
Madison County,week 5,0
Madison County,week 6,0
Madison County,week 7,0
Madison County,week 8,0
Madison County,week 9,0
Madison County,week 10,0
Madison County,week 11,0
Madison County,week 12,0
Madison County,week 13,3
Madison County,week 14,7
Madison County,week 15,7
Madison County,week 16,7
Madison County,week 17,13
Madison County,week 18,14
Madison County,week 19,14
Madison County,week 20,14
Madison County,week 21,14
Madison County,week 22,14
Madison County,week 23,14
Madison County,week 24,14
Madison County,week 25,14
Madison County,week 26,15
Madison County,week 27,60
Madison County,week 28,84
Madison County,week 29,118
Madison County,week 30,171
Madison County,week 31,213
Madison County,week 32,271
Madison County,week 33,329
Madison County,week 34,368
Madison County,week 35,55
Marion County,week 1,0
Marion County,week 2,0
Marion County,week 3,0
Marion County,week 4,0
Marion County,week 5,0
Marion County,week 6,0
Marion County,week 7,0
Marion County,week 8,0
Marion County,week 9,0
Marion County,week 10,0
Marion County,week 11,7
Marion County,week 12,7
Marion County,week 13,7
Marion County,week 14,7
Marion County,week 15,7
Marion County,week 16,7
Marion County,week 17,7
Marion County,week 18,7
Marion County,week 19,7
Marion County,week 20,7
Marion County,week 21,12
Marion County,week 22,19
Marion County,week 23,28
Marion County,week 24,28
Marion County,week 25,28
Marion County,week 26,28
Marion County,week 27,28
Marion County,week 28,28
Marion County,week 29,29
Marion County,week 30,35
Marion County,week 31,35
Marion County,week 32,45
Marion County,week 33,49
Marion County,week 34,49
Marion County,week 35,7
Marshall County,week 1,0
Marshall County,week 2,0
Marshall County,week 3,0
Marshall County,week 4,0
Marshall County,week 5,0
Marshall County,week 6,0
Marshall County,week 7,0
Marshall County,week 8,0
Marshall County,week 9,0
Marshall County,week 10,0
Marshall County,week 11,0
Marshall County,week 12,6
Marshall County,week 13,7
Marshall County,week 14,7
Marshall County,week 15,7
Marshall County,week 16,7
Marshall County,week 17,7
Marshall County,week 18,7
Marshall County,week 19,7
Marshall County,week 20,7
Marshall County,week 21,7
Marshall County,week 22,7
Marshall County,week 23,7
Marshall County,week 24,7
Marshall County,week 25,13
Marshall County,week 26,14
Marshall County,week 27,14
Marshall County,week 28,14
Marshall County,week 29,23
Marshall County,week 30,28
Marshall County,week 31,28
Marshall County,week 32,28
Marshall County,week 33,28
Marshall County,week 34,28
Marshall County,week 35,4
Maury County,week 1,0
Maury County,week 2,0
Maury County,week 3,0
Maury County,week 4,0
Maury County,week 5,0
Maury County,week 6,0
Maury County,week 7,0
Maury County,week 8,0
Maury County,week 9,0
Maury County,week 10,0
Maury County,week 11,0
Maury County,week 12,0
Maury County,week 13,0
Maury County,week 14,0
Maury County,week 15,0
Maury County,week 16,0
Maury County,week 17,0
Maury County,week 18,0
Maury County,week 19,0
Maury County,week 20,6
Maury County,week 21,7
Maury County,week 22,13
Maury County,week 23,18
Maury County,week 24,21
Maury County,week 25,21
Maury County,week 26,27
Maury County,week 27,28
Maury County,week 28,37
Maury County,week 29,49
Maury County,week 30,66
Maury County,week 31,79
Maury County,week 32,100
Maury County,week 33,120
Maury County,week 34,134
Maury County,week 35,22
Meigs County,week 1,0
Meigs County,week 2,0
Meigs County,week 3,0
Meigs County,week 4,0
Meigs County,week 5,0
Meigs County,week 6,0
Meigs County,week 7,0
Meigs County,week 8,0
Meigs County,week 9,0
Meigs County,week 10,0
Meigs County,week 11,0
Meigs County,week 12,0
Meigs County,week 13,0
Meigs County,week 14,0
Meigs County,week 15,0
Meigs County,week 16,0
Meigs County,week 17,0
Meigs County,week 18,0
Meigs County,week 19,0
Meigs County,week 20,0
Meigs County,week 21,0
Meigs County,week 22,0
Meigs County,week 23,0
Meigs County,week 24,0
Meigs County,week 25,0
Meigs County,week 26,0
Meigs County,week 27,0
Meigs County,week 28,0
Meigs County,week 29,0
Meigs County,week 30,2
Meigs County,week 31,12
Meigs County,week 32,14
Meigs County,week 33,15
Meigs County,week 34,21
Meigs County,week 35,3
Monroe County,week 1,0
Monroe County,week 2,0
Monroe County,week 3,0
Monroe County,week 4,0
Monroe County,week 5,0
Monroe County,week 6,0
Monroe County,week 7,0
Monroe County,week 8,0
Monroe County,week 9,0
Monroe County,week 10,0
Monroe County,week 11,0
Monroe County,week 12,0
Monroe County,week 13,6
Monroe County,week 14,7
Monroe County,week 15,7
Monroe County,week 16,7
Monroe County,week 17,8
Monroe County,week 18,14
Monroe County,week 19,14
Monroe County,week 20,24
Monroe County,week 21,28
Monroe County,week 22,28
Monroe County,week 23,28
Monroe County,week 24,39
Monroe County,week 25,42
Monroe County,week 26,48
Monroe County,week 27,49
Monroe County,week 28,63
Monroe County,week 29,63
Monroe County,week 30,69
Monroe County,week 31,72
Monroe County,week 32,101
Monroe County,week 33,105
Monroe County,week 34,112
Monroe County,week 35,16
Montgomery County,week 1,0
Montgomery County,week 2,0
Montgomery County,week 3,0
Montgomery County,week 4,0
Montgomery County,week 5,0
Montgomery County,week 6,0
Montgomery County,week 7,0
Montgomery County,week 8,0
Montgomery County,week 9,0
Montgomery County,week 10,0
Montgomery County,week 11,5
Montgomery County,week 12,14
Montgomery County,week 13,14
Montgomery County,week 14,14
Montgomery County,week 15,14
Montgomery County,week 16,14
Montgomery County,week 17,14
Montgomery County,week 18,19
Montgomery County,week 19,21
Montgomery County,week 20,22
Montgomery County,week 21,33
Montgomery County,week 22,35
Montgomery County,week 23,48
Montgomery County,week 24,49
Montgomery County,week 25,49
Montgomery County,week 26,55
Montgomery County,week 27,63
Montgomery County,week 28,77
Montgomery County,week 29,92
Montgomery County,week 30,110
Montgomery County,week 31,169
Montgomery County,week 32,202
Montgomery County,week 33,216
Montgomery County,week 34,266
Montgomery County,week 35,41
Moore County,week 1,0
Moore County,week 2,0
Moore County,week 3,0
Moore County,week 4,0
Moore County,week 5,0
Moore County,week 6,0
Moore County,week 7,0
Moore County,week 8,0
Moore County,week 9,0
Moore County,week 10,0
Moore County,week 11,0
Moore County,week 12,0
Moore County,week 13,0
Moore County,week 14,0
Moore County,week 15,0
Moore County,week 16,0
Moore County,week 17,0
Moore County,week 18,0
Moore County,week 19,0
Moore County,week 20,0
Moore County,week 21,0
Moore County,week 22,0
Moore County,week 23,0
Moore County,week 24,0
Moore County,week 25,0
Moore County,week 26,0
Moore County,week 27,0
Moore County,week 28,0
Moore County,week 29,0
Moore County,week 30,0
Moore County,week 31,0
Moore County,week 32,0
Moore County,week 33,7
Moore County,week 34,7
Moore County,week 35,1
Morgan County,week 1,0
Morgan County,week 2,0
Morgan County,week 3,0
Morgan County,week 4,0
Morgan County,week 5,0
Morgan County,week 6,0
Morgan County,week 7,0
Morgan County,week 8,0
Morgan County,week 9,0
Morgan County,week 10,0
Morgan County,week 11,0
Morgan County,week 12,0
Morgan County,week 13,0
Morgan County,week 14,0
Morgan County,week 15,0
Morgan County,week 16,0
Morgan County,week 17,0
Morgan County,week 18,0
Morgan County,week 19,0
Morgan County,week 20,0
Morgan County,week 21,1
Morgan County,week 22,7
Morgan County,week 23,7
Morgan County,week 24,7
Morgan County,week 25,7
Morgan County,week 26,7
Morgan County,week 27,7
Morgan County,week 28,7
Morgan County,week 29,7
Morgan County,week 30,7
Morgan County,week 31,7
Morgan County,week 32,10
Morgan County,week 33,14
Morgan County,week 34,14
Morgan County,week 35,3
Obion County,week 1,0
Obion County,week 2,0
Obion County,week 3,0
Obion County,week 4,0
Obion County,week 5,0
Obion County,week 6,0
Obion County,week 7,0
Obion County,week 8,0
Obion County,week 9,0
Obion County,week 10,0
Obion County,week 11,6
Obion County,week 12,7
Obion County,week 13,7
Obion County,week 14,7
Obion County,week 15,7
Obion County,week 16,7
Obion County,week 17,7
Obion County,week 18,7
Obion County,week 19,7
Obion County,week 20,7
Obion County,week 21,7
Obion County,week 22,7
Obion County,week 23,13
Obion County,week 24,14
Obion County,week 25,17
Obion County,week 26,21
Obion County,week 27,27
Obion County,week 28,28
Obion County,week 29,28
Obion County,week 30,28
Obion County,week 31,35
Obion County,week 32,52
Obion County,week 33,56
Obion County,week 34,56
Obion County,week 35,9
Overton County,week 1,0
Overton County,week 2,0
Overton County,week 3,0
Overton County,week 4,0
Overton County,week 5,0
Overton County,week 6,0
Overton County,week 7,0
Overton County,week 8,0
Overton County,week 9,0
Overton County,week 10,0
Overton County,week 11,0
Overton County,week 12,0
Overton County,week 13,0
Overton County,week 14,0
Overton County,week 15,0
Overton County,week 16,0
Overton County,week 17,0
Overton County,week 18,0
Overton County,week 19,0
Overton County,week 20,0
Overton County,week 21,0
