,,cases
Ferry County,week 22,7
Ferry County,week 23,7
Ferry County,week 24,7
Ferry County,week 25,18
Ferry County,week 26,38
Ferry County,week 27,57
Ferry County,week 28,105
Ferry County,week 29,152
Ferry County,week 30,154
Ferry County,week 31,162
Ferry County,week 32,175
Ferry County,week 33,191
Ferry County,week 34,203
Ferry County,week 35,30
Franklin County,week 1,0
Franklin County,week 2,0
Franklin County,week 3,0
Franklin County,week 4,0
Franklin County,week 5,0
Franklin County,week 6,0
Franklin County,week 7,0
Franklin County,week 8,0
Franklin County,week 9,20
Franklin County,week 10,138
Franklin County,week 11,372
Franklin County,week 12,775
Franklin County,week 13,1234
Franklin County,week 14,1706
Franklin County,week 15,2331
Franklin County,week 16,2854
Franklin County,week 17,3087
Franklin County,week 18,3426
Franklin County,week 19,3902
Franklin County,week 20,4880
Franklin County,week 21,6198
Franklin County,week 22,8350
Franklin County,week 23,10731
Franklin County,week 24,13133
Franklin County,week 25,16281
Franklin County,week 26,18864
Franklin County,week 27,20927
Franklin County,week 28,22882
Franklin County,week 29,24303
Franklin County,week 30,25760
Franklin County,week 31,26689
Franklin County,week 32,27389
Franklin County,week 33,28093
Franklin County,week 34,28694
Franklin County,week 35,4141
Garfield County,week 1,0
Garfield County,week 2,0
Garfield County,week 3,0
Garfield County,week 4,0
Garfield County,week 5,0
Garfield County,week 6,0
Garfield County,week 7,0
Garfield County,week 8,0
Garfield County,week 9,0
Garfield County,week 10,0
Garfield County,week 11,0
Garfield County,week 12,0
Garfield County,week 13,0
Garfield County,week 14,0
Garfield County,week 15,0
Garfield County,week 16,0
Garfield County,week 17,0
Garfield County,week 18,0
Garfield County,week 19,0
Garfield County,week 20,0
Garfield County,week 21,0
Garfield County,week 22,0
Garfield County,week 23,0
Garfield County,week 24,0
Garfield County,week 25,4
Garfield County,week 26,14
Garfield County,week 27,14
Garfield County,week 28,14
Garfield County,week 29,20
Garfield County,week 30,28
Garfield County,week 31,28
Garfield County,week 32,28
Garfield County,week 33,28
Garfield County,week 34,59
Garfield County,week 35,11
Grant County,week 1,0
Grant County,week 2,0
Grant County,week 3,0
Grant County,week 4,0
Grant County,week 5,0
Grant County,week 6,0
Grant County,week 7,6
Grant County,week 8,17
Grant County,week 9,103
Grant County,week 10,322
Grant County,week 11,533
Grant County,week 12,762
Grant County,week 13,941
Grant County,week 14,1046
Grant County,week 15,1174
Grant County,week 16,1266
Grant County,week 17,1298
Grant County,week 18,1324
Grant County,week 19,1417
Grant County,week 20,1508
Grant County,week 21,1750
Grant County,week 22,2494
Grant County,week 23,3226
Grant County,week 24,4058
Grant County,week 25,5493
Grant County,week 26,6479
Grant County,week 27,7479
Grant County,week 28,8668
Grant County,week 29,10163
Grant County,week 30,12159
Grant County,week 31,14069
Grant County,week 32,15597
Grant County,week 33,16943
Grant County,week 34,18140
Grant County,week 35,2696
Grays Harbor County,week 1,0
Grays Harbor County,week 2,0
Grays Harbor County,week 3,0
Grays Harbor County,week 4,0
Grays Harbor County,week 5,0
Grays Harbor County,week 6,0
Grays Harbor County,week 7,0
Grays Harbor County,week 8,6
Grays Harbor County,week 9,7
Grays Harbor County,week 10,7
Grays Harbor County,week 11,28
Grays Harbor County,week 12,66
Grays Harbor County,week 13,84
Grays Harbor County,week 14,84
Grays Harbor County,week 15,84
Grays Harbor County,week 16,90
Grays Harbor County,week 17,100
Grays Harbor County,week 18,110
Grays Harbor County,week 19,115
Grays Harbor County,week 20,131
Grays Harbor County,week 21,138
Grays Harbor County,week 22,156
Grays Harbor County,week 23,175
Grays Harbor County,week 24,193
Grays Harbor County,week 25,287
Grays Harbor County,week 26,440
Grays Harbor County,week 27,537
Grays Harbor County,week 28,667
Grays Harbor County,week 29,800
Grays Harbor County,week 30,952
Grays Harbor County,week 31,1307
Grays Harbor County,week 32,1605
Grays Harbor County,week 33,1925
Grays Harbor County,week 34,2382
Grays Harbor County,week 35,379
Island County,week 1,0
Island County,week 2,0
Island County,week 3,0
Island County,week 4,0
Island County,week 5,0
Island County,week 6,0
Island County,week 7,0
Island County,week 8,41
Island County,week 9,146
Island County,week 10,583
Island County,week 11,871
Island County,week 12,1077
Island County,week 13,1103
Island County,week 14,1132
Island County,week 15,1176
Island County,week 16,1211
Island County,week 17,1232
Island County,week 18,1238
Island County,week 19,1247
Island County,week 20,1267
Island County,week 21,1275
Island County,week 22,1302
Island County,week 23,1338
Island County,week 24,1373
Island County,week 25,1425
Island County,week 26,1492
Island County,week 27,1566
Island County,week 28,1656
Island County,week 29,1719
Island County,week 30,1758
Island County,week 31,1838
Island County,week 32,1886
Island County,week 33,1913
Island County,week 34,1939
Island County,week 35,286
Jefferson County,week 1,0
Jefferson County,week 2,0
Jefferson County,week 3,0
Jefferson County,week 4,0
Jefferson County,week 5,0
Jefferson County,week 6,0
Jefferson County,week 7,4
Jefferson County,week 8,13
Jefferson County,week 9,37
Jefferson County,week 10,91
Jefferson County,week 11,149
Jefferson County,week 12,195
Jefferson County,week 13,196
Jefferson County,week 14,196
Jefferson County,week 15,196
Jefferson County,week 16,200
Jefferson County,week 17,207
Jefferson County,week 18,210
Jefferson County,week 19,212
Jefferson County,week 20,217
Jefferson County,week 21,219
Jefferson County,week 22,229
Jefferson County,week 23,257
Jefferson County,week 24,273
Jefferson County,week 25,292
Jefferson County,week 26,350
Jefferson County,week 27,350
Jefferson County,week 28,364
Jefferson County,week 29,379
Jefferson County,week 30,404
Jefferson County,week 31,461
Jefferson County,week 32,485
Jefferson County,week 33,490
Jefferson County,week 34,494
Jefferson County,week 35,71
King County,week 1,7
King County,week 2,7
King County,week 3,7
King County,week 4,7
King County,week 5,7
King County,week 6,53
King County,week 7,600
King County,week 8,2689
King County,week 9,6469
King County,week 10,13662
King County,week 11,20641
King County,week 12,29391
King County,week 13,35115
King County,week 14,40144
King County,week 15,44550
King County,week 16,48535
King County,week 17,51805
King County,week 18,54086
King County,week 19,56120
King County,week 20,58852
King County,week 21,60762
King County,week 22,63893
King County,week 23,68598
King County,week 24,75533
King County,week 25,81954
King County,week 26,90524
King County,week 27,99450
King County,week 28,107126
King County,week 29,114472
King County,week 30,122134
King County,week 31,129527
King County,week 32,135796
King County,week 33,140766
King County,week 34,145081
King County,week 35,21049
Kitsap County,week 1,0
Kitsap County,week 2,0
Kitsap County,week 3,0
Kitsap County,week 4,0
Kitsap County,week 5,0
Kitsap County,week 6,0
Kitsap County,week 7,3
Kitsap County,week 8,27
Kitsap County,week 9,104
Kitsap County,week 10,344
Kitsap County,week 11,677
Kitsap County,week 12,883
Kitsap County,week 13,948
Kitsap County,week 14,1009
Kitsap County,week 15,1047
Kitsap County,week 16,1081
Kitsap County,week 17,1109
Kitsap County,week 18,1124
Kitsap County,week 19,1129
Kitsap County,week 20,1155
Kitsap County,week 21,1221
Kitsap County,week 22,1312
Kitsap County,week 23,1459
Kitsap County,week 24,1677
Kitsap County,week 25,1993
Kitsap County,week 26,2564
Kitsap County,week 27,3458
Kitsap County,week 28,4381
Kitsap County,week 29,5085
Kitsap County,week 30,5584
Kitsap County,week 31,6331
Kitsap County,week 32,6854
Kitsap County,week 33,7263
Kitsap County,week 34,7644
Kitsap County,week 35,1111
Kittitas County,week 1,0
Kittitas County,week 2,0
Kittitas County,week 3,0
Kittitas County,week 4,0
Kittitas County,week 5,0
Kittitas County,week 6,0
Kittitas County,week 7,3
Kittitas County,week 8,19
Kittitas County,week 9,31
Kittitas County,week 10,48
Kittitas County,week 11,70
Kittitas County,week 12,93
Kittitas County,week 13,98
Kittitas County,week 14,98
Kittitas County,week 15,98
Kittitas County,week 16,158
Kittitas County,week 17,346
Kittitas County,week 18,487
Kittitas County,week 19,594
Kittitas County,week 20,621
Kittitas County,week 21,640
Kittitas County,week 22,670
Kittitas County,week 23,828
Kittitas County,week 24,1015
Kittitas County,week 25,1199
Kittitas County,week 26,1872
Kittitas County,week 27,2188
Kittitas County,week 28,2374
Kittitas County,week 29,2571
Kittitas County,week 30,3033
Kittitas County,week 31,3133
Kittitas County,week 32,3151
Kittitas County,week 33,3165
Kittitas County,week 34,3340
Kittitas County,week 35,491
Klickitat County,week 1,0
Klickitat County,week 2,0
Klickitat County,week 3,0
Klickitat County,week 4,0
Klickitat County,week 5,0
Klickitat County,week 6,0
Klickitat County,week 7,0
Klickitat County,week 8,1
Klickitat County,week 9,23
Klickitat County,week 10,50
Klickitat County,week 11,61
Klickitat County,week 12,88
Klickitat County,week 13,110
Klickitat County,week 14,112
Klickitat County,week 15,118
Klickitat County,week 16,135
Klickitat County,week 17,160
Klickitat County,week 18,168
Klickitat County,week 19,174
Klickitat County,week 20,225
Klickitat County,week 21,309
Klickitat County,week 22,358
Klickitat County,week 23,400
Klickitat County,week 24,462
Klickitat County,week 25,537
Klickitat County,week 26,568
Klickitat County,week 27,624
Klickitat County,week 28,721
Klickitat County,week 29,778
Klickitat County,week 30,912
Klickitat County,week 31,1131
Klickitat County,week 32,1219
Klickitat County,week 33,1244
Klickitat County,week 34,1301
Klickitat County,week 35,189
Lewis County,week 1,0
Lewis County,week 2,0
Lewis County,week 3,0
Lewis County,week 4,0
Lewis County,week 5,0
Lewis County,week 6,0
Lewis County,week 7,0
Lewis County,week 8,2
Lewis County,week 9,11
Lewis County,week 10,51
Lewis County,week 11,94
Lewis County,week 12,121
Lewis County,week 13,140
Lewis County,week 14,185
Lewis County,week 15,203
Lewis County,week 16,211
Lewis County,week 17,234
Lewis County,week 18,245
Lewis County,week 19,252
Lewis County,week 20,259
Lewis County,week 21,267
Lewis County,week 22,326
Lewis County,week 23,415
Lewis County,week 24,514
Lewis County,week 25,641
Lewis County,week 26,841
Lewis County,week 27,1008
Lewis County,week 28,1233
Lewis County,week 29,1479
Lewis County,week 30,1752
Lewis County,week 31,2081
Lewis County,week 32,2334
Lewis County,week 33,2557
Lewis County,week 34,2978
Lewis County,week 35,444
Lincoln County,week 1,0
Lincoln County,week 2,0
Lincoln County,week 3,0
Lincoln County,week 4,0
Lincoln County,week 5,0
Lincoln County,week 6,0
Lincoln County,week 7,0
Lincoln County,week 8,3
Lincoln County,week 9,7
Lincoln County,week 10,7
Lincoln County,week 11,7
Lincoln County,week 12,11
Lincoln County,week 13,14
Lincoln County,week 14,14
Lincoln County,week 15,14
Lincoln County,week 16,14
Lincoln County,week 17,14
Lincoln County,week 18,14
Lincoln County,week 19,14
Lincoln County,week 20,14
Lincoln County,week 21,14
Lincoln County,week 22,14
Lincoln County,week 23,19
Lincoln County,week 24,28
Lincoln County,week 25,28
Lincoln County,week 26,36
Lincoln County,week 27,57
Lincoln County,week 28,84
Lincoln County,week 29,164
Lincoln County,week 30,208
Lincoln County,week 31,217
Lincoln County,week 32,217
Lincoln County,week 33,227
Lincoln County,week 34,257
Lincoln County,week 35,38
Mason County,week 1,0
Mason County,week 2,0
Mason County,week 3,0
Mason County,week 4,0
Mason County,week 5,0
Mason County,week 6,0
Mason County,week 7,0
Mason County,week 8,0
Mason County,week 9,8
Mason County,week 10,20
Mason County,week 11,84
Mason County,week 12,129
Mason County,week 13,151
Mason County,week 14,156
Mason County,week 15,174
Mason County,week 16,195
Mason County,week 17,217
Mason County,week 18,236
Mason County,week 19,246
Mason County,week 20,261
Mason County,week 21,276
Mason County,week 22,293
Mason County,week 23,323
Mason County,week 24,371
Mason County,week 25,407
Mason County,week 26,527
Mason County,week 27,724
Mason County,week 28,1068
Mason County,week 29,1442
Mason County,week 30,1782
Mason County,week 31,1963
Mason County,week 32,2171
Mason County,week 33,2326
Mason County,week 34,2452
Mason County,week 35,355
Okanogan County,week 1,0
Okanogan County,week 2,0
Okanogan County,week 3,0
Okanogan County,week 4,0
Okanogan County,week 5,0
Okanogan County,week 6,0
Okanogan County,week 7,0
Okanogan County,week 8,0
Okanogan County,week 9,0
Okanogan County,week 10,16
Okanogan County,week 11,46
Okanogan County,week 12,94
Okanogan County,week 13,98
Okanogan County,week 14,125
Okanogan County,week 15,147
Okanogan County,week 16,164
Okanogan County,week 17,252
Okanogan County,week 18,297
Okanogan County,week 19,331
Okanogan County,week 20,380
Okanogan County,week 21,399
Okanogan County,week 22,438
Okanogan County,week 23,471
Okanogan County,week 24,775
Okanogan County,week 25,1346
Okanogan County,week 26,2444
Okanogan County,week 27,4051
Okanogan County,week 28,5095
Okanogan County,week 29,5905
Okanogan County,week 30,6355
Okanogan County,week 31,6690
Okanogan County,week 32,6919
Okanogan County,week 33,7014
Okanogan County,week 34,7048
Okanogan County,week 35,1025
Pacific County,week 1,0
Pacific County,week 2,0
Pacific County,week 3,0
Pacific County,week 4,0
Pacific County,week 5,0
Pacific County,week 6,0
Pacific County,week 7,0
Pacific County,week 8,0
Pacific County,week 9,0
Pacific County,week 10,0
Pacific County,week 11,0
Pacific County,week 12,5
Pacific County,week 13,12
Pacific County,week 14,27
Pacific County,week 15,28
Pacific County,week 16,52
Pacific County,week 17,63
Pacific County,week 18,63
Pacific County,week 19,63
Pacific County,week 20,64
Pacific County,week 21,78
Pacific County,week 22,84
Pacific County,week 23,91
Pacific County,week 24,125
Pacific County,week 25,126
Pacific County,week 26,136
Pacific County,week 27,196
Pacific County,week 28,259
Pacific County,week 29,338
Pacific County,week 30,394
Pacific County,week 31,416
Pacific County,week 32,420
Pacific County,week 33,453
Pacific County,week 34,526
Pacific County,week 35,77
Pend Oreille County,week 1,0
Pend Oreille County,week 2,0
Pend Oreille County,week 3,0
Pend Oreille County,week 4,0
Pend Oreille County,week 5,0
Pend Oreille County,week 6,0
Pend Oreille County,week 7,0
Pend Oreille County,week 8,0
Pend Oreille County,week 9,0
Pend Oreille County,week 10,0
Pend Oreille County,week 11,5
Pend Oreille County,week 12,7
Pend Oreille County,week 13,12
Pend Oreille County,week 14,14
Pend Oreille County,week 15,14
Pend Oreille County,week 16,14
Pend Oreille County,week 17,14
Pend Oreille County,week 18,17
Pend Oreille County,week 19,21
Pend Oreille County,week 20,21
Pend Oreille County,week 21,21
Pend Oreille County,week 22,21
Pend Oreille County,week 23,23
Pend Oreille County,week 24,34
Pend Oreille County,week 25,64
Pend Oreille County,week 26,141
Pend Oreille County,week 27,218
Pend Oreille County,week 28,249
Pend Oreille County,week 29,283
Pend Oreille County,week 30,337
Pend Oreille County,week 31,363
Pend Oreille County,week 32,368
Pend Oreille County,week 33,387
Pend Oreille County,week 34,392
Pend Oreille County,week 35,56
Pierce County,week 1,0
Pierce County,week 2,0
Pierce County,week 3,0
Pierce County,week 4,0
Pierce County,week 5,0
Pierce County,week 6,0
Pierce County,week 7,23
Pierce County,week 8,191
Pierce County,week 9,680
Pierce County,week 10,1871
Pierce County,week 11,3611
Pierce County,week 12,6074
Pierce County,week 13,7493
Pierce County,week 14,8615
Pierce County,week 15,9583
Pierce County,week 16,10736
Pierce County,week 17,11591
Pierce County,week 18,12189
Pierce County,week 19,13398
Pierce County,week 20,14109
Pierce County,week 21,14801
Pierce County,week 22,15756
Pierce County,week 23,17206
Pierce County,week 24,19217
Pierce County,week 25,21799
Pierce County,week 26,25580
Pierce County,week 27,30356
Pierce County,week 28,35095
Pierce County,week 29,39103
Pierce County,week 30,42485
Pierce County,week 31,45147
Pierce County,week 32,47059
Pierce County,week 33,49119
Pierce County,week 34,50841
Pierce County,week 35,7395
San Juan County,week 1,0
San Juan County,week 2,0
San Juan County,week 3,0
San Juan County,week 4,0
San Juan County,week 5,0
San Juan County,week 6,0
San Juan County,week 7,0
San Juan County,week 8,0
San Juan County,week 9,3
San Juan County,week 10,21
San Juan County,week 11,51
San Juan County,week 12,88
San Juan County,week 13,96
San Juan County,week 14,98
San Juan County,week 15,98
San Juan County,week 16,98
San Juan County,week 17,98
San Juan County,week 18,98
San Juan County,week 19,98
San Juan County,week 20,98
San Juan County,week 21,104
San Juan County,week 22,121
San Juan County,week 23,133
San Juan County,week 24,135
San Juan County,week 25,144
San Juan County,week 26,164
San Juan County,week 27,188
San Juan County,week 28,196
San Juan County,week 29,197
San Juan County,week 30,203
San Juan County,week 31,203
San Juan County,week 32,203
San Juan County,week 33,203
San Juan County,week 34,203
San Juan County,week 35,29
Skagit County,week 1,0
Skagit County,week 2,0
Skagit County,week 3,0
Skagit County,week 4,0
Skagit County,week 5,0
Skagit County,week 6,0
Skagit County,week 7,1
Skagit County,week 8,30
Skagit County,week 9,211
Skagit County,week 10,679
Skagit County,week 11,1085
Skagit County,week 12,1257
Skagit County,week 13,1617
Skagit County,week 14,2033
Skagit County,week 15,2408
Skagit County,week 16,2765
Skagit County,week 17,2952
Skagit County,week 18,2983
Skagit County,week 19,3025
Skagit County,week 20,3136
Skagit County,week 21,3201
Skagit County,week 22,3360
Skagit County,week 23,3508
Skagit County,week 24,3800
Skagit County,week 25,4135
Skagit County,week 26,4725
Skagit County,week 27,5150
Skagit County,week 28,5614
Skagit County,week 29,6084
Skagit County,week 30,6453
Skagit County,week 31,6799
Skagit County,week 32,7062
Skagit County,week 33,7301
Skagit County,week 34,7416
Skagit County,week 35,1066
Skamania County,week 1,0
Skamania County,week 2,0
Skamania County,week 3,0
Skamania County,week 4,0
Skamania County,week 5,0
Skamania County,week 6,0
Skamania County,week 7,0
Skamania County,week 8,0
Skamania County,week 9,0
Skamania County,week 10,5
Skamania County,week 11,9
Skamania County,week 12,18
Skamania County,week 13,21
Skamania County,week 14,21
Skamania County,week 15,21
Skamania County,week 16,21
Skamania County,week 17,21
Skamania County,week 18,21
Skamania County,week 19,21
Skamania County,week 20,21
Skamania County,week 21,21
Skamania County,week 22,21
Skamania County,week 23,27
Skamania County,week 24,58
Skamania County,week 25,166
Skamania County,week 26,274
Skamania County,week 27,317
Skamania County,week 28,353
Skamania County,week 29,395
Skamania County,week 30,404
Skamania County,week 31,406
Skamania County,week 32,407
Skamania County,week 33,418
Skamania County,week 34,420
Skamania County,week 35,60
Snohomish County,week 1,0
Snohomish County,week 2,0
Snohomish County,week 3,0
Snohomish County,week 4,0
Snohomish County,week 5,0
Snohomish County,week 6,13
Snohomish County,week 7,194
Snohomish County,week 8,1093
Snohomish County,week 9,3103
Snohomish County,week 10,6768
Snohomish County,week 11,10135
Snohomish County,week 12,12530
Snohomish County,week 13,14462
Snohomish County,week 14,15952
Snohomish County,week 15,17363
Snohomish County,week 16,18591
Snohomish County,week 17,19387
Snohomish County,week 18,20139
Snohomish County,week 19,20695
Snohomish County,week 20,21165
Snohomish County,week 21,21845
Snohomish County,week 22,22636
Snohomish County,week 23,23963
Snohomish County,week 24,25605
Snohomish County,week 25,27396
Snohomish County,week 26,30037
Snohomish County,week 27,32819
Snohomish County,week 28,35409
Snohomish County,week 29,37808
Snohomish County,week 30,39858
Snohomish County,week 31,41413
Snohomish County,week 32,42978
Snohomish County,week 33,44310
Snohomish County,week 34,45488
Snohomish County,week 35,6594
Spokane County,week 1,0
Spokane County,week 2,0
Spokane County,week 3,0
Spokane County,week 4,0
Spokane County,week 5,0
Spokane County,week 6,0
Spokane County,week 7,0
Spokane County,week 8,13
Spokane County,week 9,122
Spokane County,week 10,732
Spokane County,week 11,1310
Spokane County,week 12,1738
Spokane County,week 13,2065
Spokane County,week 14,2356
Spokane County,week 15,2556
Spokane County,week 16,2672
Spokane County,week 17,2783
Spokane County,week 18,3204
Spokane County,week 19,3992
Spokane County,week 20,4901
Spokane County,week 21,5650
Spokane County,week 22,6586
Spokane County,week 23,8263
Spokane County,week 24,10985
Spokane County,week 25,13883
Spokane County,week 26,17918
Spokane County,week 27,22064
Spokane County,week 28,26320
Spokane County,week 29,30341
Spokane County,week 30,33183
Spokane County,week 31,34813
Spokane County,week 32,36678
Spokane County,week 33,38486
Spokane County,week 34,40400
