,,cases
Forest County,week 13,47
Forest County,week 14,49
Forest County,week 15,49
Forest County,week 16,49
Forest County,week 17,49
Forest County,week 18,49
Forest County,week 19,49
Forest County,week 20,49
Forest County,week 21,49
Forest County,week 22,49
Forest County,week 23,49
Forest County,week 24,49
Forest County,week 25,49
Forest County,week 26,49
Forest County,week 27,51
Forest County,week 28,63
Forest County,week 29,67
Forest County,week 30,82
Forest County,week 31,91
Forest County,week 32,98
Forest County,week 33,98
Forest County,week 34,98
Forest County,week 35,100
Forest County,week 36,105
Forest County,week 37,105
Forest County,week 38,109
Forest County,week 39,123
Forest County,week 40,129
Forest County,week 41,133
Forest County,week 42,142
Forest County,week 43,24
Franklin County,week 1,0
Franklin County,week 2,0
Franklin County,week 3,0
Franklin County,week 4,0
Franklin County,week 5,0
Franklin County,week 6,0
Franklin County,week 7,0
Franklin County,week 8,0
Franklin County,week 9,7
Franklin County,week 10,64
Franklin County,week 11,198
Franklin County,week 12,410
Franklin County,week 13,722
Franklin County,week 14,1316
Franklin County,week 15,2310
Franklin County,week 16,3289
Franklin County,week 17,4185
Franklin County,week 18,4967
Franklin County,week 19,5376
Franklin County,week 20,5540
Franklin County,week 21,5847
Franklin County,week 22,6107
Franklin County,week 23,6363
Franklin County,week 24,6683
Franklin County,week 25,6988
Franklin County,week 26,7378
Franklin County,week 27,8232
Franklin County,week 28,8893
Franklin County,week 29,9392
Franklin County,week 30,9860
Franklin County,week 31,10200
Franklin County,week 32,10531
Franklin County,week 33,10952
Franklin County,week 34,11488
Franklin County,week 35,11952
Franklin County,week 36,12357
Franklin County,week 37,12724
Franklin County,week 38,13211
Franklin County,week 39,13859
Franklin County,week 40,14653
Franklin County,week 41,16078
Franklin County,week 42,18191
Franklin County,week 43,2792
Fulton County,week 1,0
Fulton County,week 2,0
Fulton County,week 3,0
Fulton County,week 4,0
Fulton County,week 5,0
Fulton County,week 6,0
Fulton County,week 7,0
Fulton County,week 8,0
Fulton County,week 9,0
Fulton County,week 10,0
Fulton County,week 11,3
Fulton County,week 12,8
Fulton County,week 13,14
Fulton County,week 14,18
Fulton County,week 15,40
Fulton County,week 16,53
Fulton County,week 17,75
Fulton County,week 18,98
Fulton County,week 19,105
Fulton County,week 20,111
Fulton County,week 21,113
Fulton County,week 22,123
Fulton County,week 23,126
Fulton County,week 24,126
Fulton County,week 25,132
Fulton County,week 26,133
Fulton County,week 27,143
Fulton County,week 28,161
Fulton County,week 29,185
Fulton County,week 30,195
Fulton County,week 31,211
Fulton County,week 32,238
Fulton County,week 33,260
Fulton County,week 34,276
Fulton County,week 35,303
Fulton County,week 36,334
Fulton County,week 37,367
Fulton County,week 38,408
Fulton County,week 39,435
Fulton County,week 40,479
Fulton County,week 41,643
Fulton County,week 42,828
Fulton County,week 43,132
Greene County,week 1,0
Greene County,week 2,0
Greene County,week 3,0
Greene County,week 4,0
Greene County,week 5,0
Greene County,week 6,0
Greene County,week 7,0
Greene County,week 8,0
Greene County,week 9,0
Greene County,week 10,37
Greene County,week 11,82
Greene County,week 12,151
Greene County,week 13,169
Greene County,week 14,176
Greene County,week 15,186
Greene County,week 16,189
Greene County,week 17,189
Greene County,week 18,189
Greene County,week 19,189
Greene County,week 20,190
Greene County,week 21,208
Greene County,week 22,228
Greene County,week 23,259
Greene County,week 24,306
Greene County,week 25,448
Greene County,week 26,573
Greene County,week 27,672
Greene County,week 28,749
Greene County,week 29,795
Greene County,week 30,869
Greene County,week 31,929
Greene County,week 32,963
Greene County,week 33,1025
Greene County,week 34,1098
Greene County,week 35,1185
Greene County,week 36,1293
Greene County,week 37,1345
Greene County,week 38,1402
Greene County,week 39,1476
Greene County,week 40,1559
Greene County,week 41,1832
Greene County,week 42,2286
Greene County,week 43,372
Huntingdon County,week 1,0
Huntingdon County,week 2,0
Huntingdon County,week 3,0
Huntingdon County,week 4,0
Huntingdon County,week 5,0
Huntingdon County,week 6,0
Huntingdon County,week 7,0
Huntingdon County,week 8,0
Huntingdon County,week 9,0
Huntingdon County,week 10,4
Huntingdon County,week 11,23
Huntingdon County,week 12,64
Huntingdon County,week 13,87
Huntingdon County,week 14,149
Huntingdon County,week 15,327
Huntingdon County,week 16,963
Huntingdon County,week 17,1451
Huntingdon County,week 18,1570
Huntingdon County,week 19,1606
Huntingdon County,week 20,1644
Huntingdon County,week 21,1667
Huntingdon County,week 22,1678
Huntingdon County,week 23,1722
Huntingdon County,week 24,1774
Huntingdon County,week 25,1799
Huntingdon County,week 26,1866
Huntingdon County,week 27,1958
Huntingdon County,week 28,2017
Huntingdon County,week 29,2121
Huntingdon County,week 30,2278
Huntingdon County,week 31,2426
Huntingdon County,week 32,2519
Huntingdon County,week 33,2675
Huntingdon County,week 34,2737
Huntingdon County,week 35,2765
Huntingdon County,week 36,2814
Huntingdon County,week 37,3040
Huntingdon County,week 38,3763
Huntingdon County,week 39,4674
Huntingdon County,week 40,5941
Huntingdon County,week 41,7162
Huntingdon County,week 42,8264
Huntingdon County,week 43,1246
Indiana County,week 1,0
Indiana County,week 2,0
Indiana County,week 3,0
Indiana County,week 4,0
Indiana County,week 5,0
Indiana County,week 6,0
Indiana County,week 7,0
Indiana County,week 8,0
Indiana County,week 9,0
Indiana County,week 10,15
Indiana County,week 11,79
Indiana County,week 12,234
Indiana County,week 13,338
Indiana County,week 14,425
Indiana County,week 15,465
Indiana County,week 16,529
Indiana County,week 17,582
Indiana County,week 18,619
Indiana County,week 19,634
Indiana County,week 20,640
Indiana County,week 21,651
Indiana County,week 22,682
Indiana County,week 23,715
Indiana County,week 24,795
Indiana County,week 25,976
Indiana County,week 26,1236
Indiana County,week 27,1445
Indiana County,week 28,1838
Indiana County,week 29,2170
Indiana County,week 30,2461
Indiana County,week 31,2743
Indiana County,week 32,2943
Indiana County,week 33,3201
Indiana County,week 34,3602
Indiana County,week 35,4307
Indiana County,week 36,4897
Indiana County,week 37,5353
Indiana County,week 38,5951
Indiana County,week 39,6537
Indiana County,week 40,7286
Indiana County,week 41,8344
Indiana County,week 42,9892
Indiana County,week 43,1578
Jefferson County,week 1,0
Jefferson County,week 2,0
Jefferson County,week 3,0
Jefferson County,week 4,0
Jefferson County,week 5,0
Jefferson County,week 6,0
Jefferson County,week 7,0
Jefferson County,week 8,0
Jefferson County,week 9,0
Jefferson County,week 10,0
Jefferson County,week 11,1
Jefferson County,week 12,10
Jefferson County,week 13,16
Jefferson County,week 14,27
Jefferson County,week 15,36
Jefferson County,week 16,49
Jefferson County,week 17,49
Jefferson County,week 18,49
Jefferson County,week 19,60
Jefferson County,week 20,107
Jefferson County,week 21,124
Jefferson County,week 22,140
Jefferson County,week 23,148
Jefferson County,week 24,191
Jefferson County,week 25,258
Jefferson County,week 26,311
Jefferson County,week 27,350
Jefferson County,week 28,405
Jefferson County,week 29,469
Jefferson County,week 30,530
Jefferson County,week 31,611
Jefferson County,week 32,676
Jefferson County,week 33,692
Jefferson County,week 34,709
Jefferson County,week 35,752
Jefferson County,week 36,779
Jefferson County,week 37,821
Jefferson County,week 38,917
Jefferson County,week 39,1000
Jefferson County,week 40,1163
Jefferson County,week 41,1500
Jefferson County,week 42,2007
Jefferson County,week 43,339
Juniata County,week 1,0
Juniata County,week 2,0
Juniata County,week 3,0
Juniata County,week 4,0
Juniata County,week 5,0
Juniata County,week 6,0
Juniata County,week 7,0
Juniata County,week 8,0
Juniata County,week 9,1
Juniata County,week 10,9
Juniata County,week 11,48
Juniata County,week 12,229
Juniata County,week 13,446
Juniata County,week 14,542
Juniata County,week 15,591
Juniata County,week 16,644
Juniata County,week 17,658
Juniata County,week 18,661
Juniata County,week 19,665
Juniata County,week 20,678
Juniata County,week 21,743
Juniata County,week 22,756
Juniata County,week 23,772
Juniata County,week 24,790
Juniata County,week 25,806
Juniata County,week 26,824
Juniata County,week 27,858
Juniata County,week 28,882
Juniata County,week 29,918
Juniata County,week 30,962
Juniata County,week 31,995
Juniata County,week 32,1039
Juniata County,week 33,1070
Juniata County,week 34,1144
Juniata County,week 35,1236
Juniata County,week 36,1319
Juniata County,week 37,1374
Juniata County,week 38,1402
Juniata County,week 39,1463
Juniata County,week 40,1568
Juniata County,week 41,1723
Juniata County,week 42,2008
Juniata County,week 43,335
Lackawanna County,week 1,0
Lackawanna County,week 2,0
Lackawanna County,week 3,0
Lackawanna County,week 4,0
Lackawanna County,week 5,0
Lackawanna County,week 6,0
Lackawanna County,week 7,0
Lackawanna County,week 8,0
Lackawanna County,week 9,40
Lackawanna County,week 10,328
Lackawanna County,week 11,1055
Lackawanna County,week 12,2703
Lackawanna County,week 13,4246
Lackawanna County,week 14,5376
Lackawanna County,week 15,6742
Lackawanna County,week 16,7987
Lackawanna County,week 17,9169
Lackawanna County,week 18,10247
Lackawanna County,week 19,10751
Lackawanna County,week 20,11033
Lackawanna County,week 21,11195
Lackawanna County,week 22,11340
Lackawanna County,week 23,11709
Lackawanna County,week 24,12072
Lackawanna County,week 25,12296
Lackawanna County,week 26,12562
Lackawanna County,week 27,12932
Lackawanna County,week 28,13259
Lackawanna County,week 29,13493
Lackawanna County,week 30,13711
Lackawanna County,week 31,13909
Lackawanna County,week 32,14365
Lackawanna County,week 33,15192
Lackawanna County,week 34,15957
Lackawanna County,week 35,16610
Lackawanna County,week 36,17480
Lackawanna County,week 37,18716
Lackawanna County,week 38,20252
Lackawanna County,week 39,22593
Lackawanna County,week 40,24944
Lackawanna County,week 41,26901
Lackawanna County,week 42,28377
Lackawanna County,week 43,4185
Lancaster County,week 1,0
Lancaster County,week 2,0
Lancaster County,week 3,0
Lancaster County,week 4,0
Lancaster County,week 5,0
Lancaster County,week 6,0
Lancaster County,week 7,0
Lancaster County,week 8,0
Lancaster County,week 9,28
Lancaster County,week 10,398
Lancaster County,week 11,2152
Lancaster County,week 12,4968
Lancaster County,week 13,7746
Lancaster County,week 14,10525
Lancaster County,week 15,13137
Lancaster County,week 16,15192
Lancaster County,week 17,17240
Lancaster County,week 18,19550
Lancaster County,week 19,21891
Lancaster County,week 20,23827
Lancaster County,week 21,25964
Lancaster County,week 22,27691
Lancaster County,week 23,30214
Lancaster County,week 24,31884
Lancaster County,week 25,33554
Lancaster County,week 26,35122
Lancaster County,week 27,36854
Lancaster County,week 28,39058
Lancaster County,week 29,41056
Lancaster County,week 30,43155
Lancaster County,week 31,44898
Lancaster County,week 32,46625
Lancaster County,week 33,48963
Lancaster County,week 34,50788
Lancaster County,week 35,52541
Lancaster County,week 36,54698
Lancaster County,week 37,56919
Lancaster County,week 38,59475
Lancaster County,week 39,62123
Lancaster County,week 40,64907
Lancaster County,week 41,68987
Lancaster County,week 42,74798
Lancaster County,week 43,11271
Lawrence County,week 1,0
Lawrence County,week 2,0
Lawrence County,week 3,0
Lawrence County,week 4,0
Lawrence County,week 5,0
Lawrence County,week 6,0
Lawrence County,week 7,0
Lawrence County,week 8,0
Lawrence County,week 9,0
Lawrence County,week 10,45
Lawrence County,week 11,146
Lawrence County,week 12,311
Lawrence County,week 13,406
Lawrence County,week 14,431
Lawrence County,week 15,456
Lawrence County,week 16,486
Lawrence County,week 17,503
Lawrence County,week 18,515
Lawrence County,week 19,544
Lawrence County,week 20,585
Lawrence County,week 21,606
Lawrence County,week 22,631
Lawrence County,week 23,697
Lawrence County,week 24,806
Lawrence County,week 25,1188
Lawrence County,week 26,1566
Lawrence County,week 27,1957
Lawrence County,week 28,2364
Lawrence County,week 29,2696
Lawrence County,week 30,2938
Lawrence County,week 31,3064
Lawrence County,week 32,3180
Lawrence County,week 33,3300
Lawrence County,week 34,3375
Lawrence County,week 35,3475
Lawrence County,week 36,3622
Lawrence County,week 37,3852
Lawrence County,week 38,4264
Lawrence County,week 39,4897
Lawrence County,week 40,5704
Lawrence County,week 41,6627
Lawrence County,week 42,8547
Lawrence County,week 43,1388
Lebanon County,week 1,0
Lebanon County,week 2,0
Lebanon County,week 3,0
Lebanon County,week 4,0
Lebanon County,week 5,0
Lebanon County,week 6,0
Lebanon County,week 7,0
Lebanon County,week 8,0
Lebanon County,week 9,13
Lebanon County,week 10,108
Lebanon County,week 11,597
Lebanon County,week 12,1688
Lebanon County,week 13,3122
Lebanon County,week 14,4114
Lebanon County,week 15,4985
Lebanon County,week 16,5612
Lebanon County,week 17,6072
Lebanon County,week 18,6307
Lebanon County,week 19,6709
Lebanon County,week 20,7232
Lebanon County,week 21,8064
Lebanon County,week 22,8660
Lebanon County,week 23,9175
Lebanon County,week 24,9621
Lebanon County,week 25,10014
Lebanon County,week 26,10437
Lebanon County,week 27,10767
Lebanon County,week 28,10978
Lebanon County,week 29,11212
Lebanon County,week 30,11496
Lebanon County,week 31,11676
Lebanon County,week 32,11986
Lebanon County,week 33,12320
Lebanon County,week 34,12712
Lebanon County,week 35,13469
Lebanon County,week 36,14113
Lebanon County,week 37,14888
Lebanon County,week 38,16157
Lebanon County,week 39,17769
Lebanon County,week 40,19675
Lebanon County,week 41,22206
Lebanon County,week 42,24896
Lebanon County,week 43,3773
Lehigh County,week 1,0
Lehigh County,week 2,0
Lehigh County,week 3,0
Lehigh County,week 4,0
Lehigh County,week 5,0
Lehigh County,week 6,0
Lehigh County,week 7,0
Lehigh County,week 8,3
Lehigh County,week 9,88
Lehigh County,week 10,957
Lehigh County,week 11,5270
Lehigh County,week 12,11201
Lehigh County,week 13,14897
Lehigh County,week 14,17743
Lehigh County,week 15,20147
Lehigh County,week 16,22260
Lehigh County,week 17,24006
Lehigh County,week 18,25371
Lehigh County,week 19,26218
Lehigh County,week 20,26913
Lehigh County,week 21,27550
Lehigh County,week 22,28356
Lehigh County,week 23,29346
Lehigh County,week 24,30095
Lehigh County,week 25,30858
Lehigh County,week 26,31715
Lehigh County,week 27,32624
Lehigh County,week 28,33781
Lehigh County,week 29,34575
Lehigh County,week 30,35392
Lehigh County,week 31,35822
Lehigh County,week 32,36252
Lehigh County,week 33,36895
Lehigh County,week 34,37540
Lehigh County,week 35,38295
Lehigh County,week 36,39175
Lehigh County,week 37,40210
Lehigh County,week 38,41523
Lehigh County,week 39,42708
Lehigh County,week 40,44605
Lehigh County,week 41,47579
Lehigh County,week 42,51972
Lehigh County,week 43,7965
Luzerne County,week 1,0
Luzerne County,week 2,0
Luzerne County,week 3,0
Luzerne County,week 4,0
Luzerne County,week 5,0
Luzerne County,week 6,0
Luzerne County,week 7,0
Luzerne County,week 8,3
Luzerne County,week 9,48
Luzerne County,week 10,639
Luzerne County,week 11,4370
Luzerne County,week 12,9452
Luzerne County,week 13,11866
Luzerne County,week 14,13732
Luzerne County,week 15,15413
Luzerne County,week 16,16632
Luzerne County,week 17,17560
Luzerne County,week 18,18375
Luzerne County,week 19,19024
Luzerne County,week 20,19496
Luzerne County,week 21,19775
Luzerne County,week 22,20004
Luzerne County,week 23,20265
Luzerne County,week 24,20609
Luzerne County,week 25,21006
Luzerne County,week 26,21409
Luzerne County,week 27,21904
Luzerne County,week 28,23006
Luzerne County,week 29,24010
Luzerne County,week 30,25114
Luzerne County,week 31,25740
Luzerne County,week 32,26308
Luzerne County,week 33,26991
Luzerne County,week 34,27548
Luzerne County,week 35,28073
Luzerne County,week 36,28611
Luzerne County,week 37,29220
Luzerne County,week 38,30451
Luzerne County,week 39,32530
Luzerne County,week 40,35432
Luzerne County,week 41,38786
Luzerne County,week 42,42318
Luzerne County,week 43,6450
Lycoming County,week 1,0
Lycoming County,week 2,0
Lycoming County,week 3,0
Lycoming County,week 4,0
Lycoming County,week 5,0
Lycoming County,week 6,0
Lycoming County,week 7,0
Lycoming County,week 8,0
Lycoming County,week 9,0
Lycoming County,week 10,19
Lycoming County,week 11,62
Lycoming County,week 12,150
Lycoming County,week 13,247
Lycoming County,week 14,358
Lycoming County,week 15,538
Lycoming County,week 16,820
Lycoming County,week 17,1010
Lycoming County,week 18,1096
Lycoming County,week 19,1141
Lycoming County,week 20,1167
Lycoming County,week 21,1189
Lycoming County,week 22,1207
Lycoming County,week 23,1241
Lycoming County,week 24,1429
Lycoming County,week 25,1683
Lycoming County,week 26,1856
Lycoming County,week 27,2037
Lycoming County,week 28,2295
Lycoming County,week 29,2653
Lycoming County,week 30,3045
Lycoming County,week 31,3306
Lycoming County,week 32,3578
Lycoming County,week 33,3852
Lycoming County,week 34,4076
Lycoming County,week 35,4343
Lycoming County,week 36,4704
Lycoming County,week 37,5123
Lycoming County,week 38,5691
Lycoming County,week 39,6107
Lycoming County,week 40,6506
Lycoming County,week 41,6970
Lycoming County,week 42,7561
Lycoming County,week 43,1173
McKean County,week 1,0
McKean County,week 2,0
McKean County,week 3,0
McKean County,week 4,0
McKean County,week 5,0
McKean County,week 6,0
McKean County,week 7,0
McKean County,week 8,0
McKean County,week 9,0
McKean County,week 10,3
McKean County,week 11,7
McKean County,week 12,14
McKean County,week 13,29
McKean County,week 14,35
McKean County,week 15,42
McKean County,week 16,44
McKean County,week 17,69
McKean County,week 18,79
McKean County,week 19,84
McKean County,week 20,90
McKean County,week 21,91
McKean County,week 22,96
McKean County,week 23,107
McKean County,week 24,136
McKean County,week 25,140
McKean County,week 26,162
McKean County,week 27,182
McKean County,week 28,202
McKean County,week 29,237
McKean County,week 30,238
McKean County,week 31,243
McKean County,week 32,259
McKean County,week 33,286
McKean County,week 34,325
McKean County,week 35,376
McKean County,week 36,400
McKean County,week 37,426
McKean County,week 38,502
McKean County,week 39,643
McKean County,week 40,817
McKean County,week 41,1098
McKean County,week 42,1352
McKean County,week 43,227
Mercer County,week 1,0
Mercer County,week 2,0
Mercer County,week 3,0
Mercer County,week 4,0
Mercer County,week 5,0
Mercer County,week 6,0
Mercer County,week 7,0
Mercer County,week 8,0
Mercer County,week 9,4
Mercer County,week 10,37
Mercer County,week 11,103
Mercer County,week 12,258
Mercer County,week 13,387
Mercer County,week 14,442
Mercer County,week 15,460
Mercer County,week 16,507
Mercer County,week 17,614
Mercer County,week 18,712
Mercer County,week 19,747
Mercer County,week 20,773
Mercer County,week 21,802
Mercer County,week 22,828
Mercer County,week 23,919
Mercer County,week 24,1046
Mercer County,week 25,1178
Mercer County,week 26,1585
Mercer County,week 27,2039
Mercer County,week 28,2366
Mercer County,week 29,2913
Mercer County,week 30,3386
Mercer County,week 31,3637
Mercer County,week 32,3800
Mercer County,week 33,4048
Mercer County,week 34,4435
Mercer County,week 35,4794
Mercer County,week 36,5064
Mercer County,week 37,5338
Mercer County,week 38,5704
Mercer County,week 39,6153
Mercer County,week 40,6872
Mercer County,week 41,7868
Mercer County,week 42,9440
Mercer County,week 43,1560
Mifflin County,week 1,0
Mifflin County,week 2,0
Mifflin County,week 3,0
Mifflin County,week 4,0
Mifflin County,week 5,0
Mifflin County,week 6,0
Mifflin County,week 7,0
Mifflin County,week 8,0
Mifflin County,week 9,0
Mifflin County,week 10,3
Mifflin County,week 11,24
Mifflin County,week 12,84
Mifflin County,week 13,127
Mifflin County,week 14,189
Mifflin County,week 15,268
Mifflin County,week 16,349
Mifflin County,week 17,392
Mifflin County,week 18,402
Mifflin County,week 19,410
Mifflin County,week 20,413
Mifflin County,week 21,414
Mifflin County,week 22,426
Mifflin County,week 23,434
Mifflin County,week 24,448
Mifflin County,week 25,500
Mifflin County,week 26,555
Mifflin County,week 27,617
Mifflin County,week 28,722
Mifflin County,week 29,824
Mifflin County,week 30,870
Mifflin County,week 31,955
Mifflin County,week 32,1094
Mifflin County,week 33,1191
Mifflin County,week 34,1309
Mifflin County,week 35,1460
Mifflin County,week 36,1560
Mifflin County,week 37,1651
Mifflin County,week 38,1872
Mifflin County,week 39,2158
Mifflin County,week 40,2510
Mifflin County,week 41,3088
Mifflin County,week 42,4111
Mifflin County,week 43,691
Monroe County,week 1,0
Monroe County,week 2,0
Monroe County,week 3,0
Monroe County,week 4,0
Monroe County,week 5,0
Monroe County,week 6,0
Monroe County,week 7,2
Monroe County,week 8,29
Monroe County,week 9,185
Monroe County,week 10,875
Monroe County,week 11,3190
Monroe County,week 12,5371
Monroe County,week 13,6570
Monroe County,week 14,7375
Monroe County,week 15,8081
Monroe County,week 16,8458
Monroe County,week 17,8738
Monroe County,week 18,9080
Monroe County,week 19,9218
Monroe County,week 20,9353
Monroe County,week 21,9437
Monroe County,week 22,9589
Monroe County,week 23,9799
Monroe County,week 24,10034
Monroe County,week 25,10257
Monroe County,week 26,10483
Monroe County,week 27,10832
Monroe County,week 28,11107
Monroe County,week 29,11379
Monroe County,week 30,11631
Monroe County,week 31,11808
Monroe County,week 32,11969
Monroe County,week 33,12134
Monroe County,week 34,12281
Monroe County,week 35,12407
Monroe County,week 36,12532
Monroe County,week 37,12731
Monroe County,week 38,13029
Monroe County,week 39,13411
Monroe County,week 40,13862
Monroe County,week 41,14464
Monroe County,week 42,15656
Monroe County,week 43,2367
Montgomery County,week 1,0
Montgomery County,week 2,0
Montgomery County,week 3,0
Montgomery County,week 4,0
Montgomery County,week 5,0
Montgomery County,week 6,0
Montgomery County,week 7,20
Montgomery County,week 8,150
Montgomery County,week 9,579
Montgomery County,week 10,2837
Montgomery County,week 11,6941
Montgomery County,week 12,13959
Montgomery County,week 13,19591
Montgomery County,week 14,25434
Montgomery County,week 15,31261
Montgomery County,week 16,35889
Montgomery County,week 17,40537
Montgomery County,week 18,44951
Montgomery County,week 19,48787
Montgomery County,week 20,52415
Montgomery County,week 21,54940
Montgomery County,week 22,56511
Montgomery County,week 23,58322
Montgomery County,week 24,60074
Montgomery County,week 25,61724
Montgomery County,week 26,63674
Montgomery County,week 27,66090
Montgomery County,week 28,68583
Montgomery County,week 29,70484
Montgomery County,week 30,72468
Montgomery County,week 31,74617
Montgomery County,week 32,76672
Montgomery County,week 33,79024
Montgomery County,week 34,81045
Montgomery County,week 35,83176
Montgomery County,week 36,84962
Montgomery County,week 37,86963
Montgomery County,week 38,89261
Montgomery County,week 39,91653
Montgomery County,week 40,94647
Montgomery County,week 41,99899
Montgomery County,week 42,107080
Montgomery County,week 43,16115
Montour County,week 1,0
Montour County,week 2,0
Montour County,week 3,0
Montour County,week 4,0
Montour County,week 5,0
Montour County,week 6,0
Montour County,week 7,0
Montour County,week 8,0
Montour County,week 9,5
Montour County,week 10,38
Montour County,week 11,144
Montour County,week 12,221
Montour County,week 13,326
Montour County,week 14,329
Montour County,week 15,338
Montour County,week 16,343
Montour County,week 17,350
Montour County,week 18,350
Montour County,week 19,358
Montour County,week 20,371
Montour County,week 21,422
Montour County,week 22,475
Montour County,week 23,494
Montour County,week 24,527
Montour County,week 25,544
Montour County,week 26,587
Montour County,week 27,622
Montour County,week 28,651
Montour County,week 29,704
Montour County,week 30,767
Montour County,week 31,850
Montour County,week 32,907
Montour County,week 33,1001
Montour County,week 34,1108
Montour County,week 35,1140
Montour County,week 36,1186
Montour County,week 37,1408
Montour County,week 38,1654
Montour County,week 39,1863
Montour County,week 40,2029
Montour County,week 41,2148
Montour County,week 42,2310
Montour County,week 43,352
Northampton County,week 1,0
Northampton County,week 2,0
Northampton County,week 3,0
Northampton County,week 4,0
Northampton County,week 5,0
Northampton County,week 6,0
Northampton County,week 7,0
Northampton County,week 8,6
Northampton County,week 9,110
Northampton County,week 10,828
Northampton County,week 11,3870
Northampton County,week 12,7227
Northampton County,week 13,9732
Northampton County,week 14,12360
Northampton County,week 15,15076
Northampton County,week 16,16904
Northampton County,week 17,18531
Northampton County,week 18,20065
Northampton County,week 19,21359
Northampton County,week 20,22018
Northampton County,week 21,22580
Northampton County,week 22,23061
Northampton County,week 23,23637
Northampton County,week 24,24218
Northampton County,week 25,24753
Northampton County,week 26,25377
Northampton County,week 27,26069
Northampton County,week 28,26893
Northampton County,week 29,27427
Northampton County,week 30,27963
Northampton County,week 31,28350
Northampton County,week 32,28708
Northampton County,week 33,29064
Northampton County,week 34,29575
Northampton County,week 35,30530
Northampton County,week 36,31300
Northampton County,week 37,32004
Northampton County,week 38,33554
Northampton County,week 39,35026
Northampton County,week 40,36593
Northampton County,week 41,38855
Northampton County,week 42,41885
Northampton County,week 43,6324
Northumberland County,week 1,0
Northumberland County,week 2,0
Northumberland County,week 3,0
Northumberland County,week 4,0
Northumberland County,week 5,0
Northumberland County,week 6,0
Northumberland County,week 7,0
Northumberland County,week 8,0
Northumberland County,week 9,0
Northumberland County,week 10,5
Northumberland County,week 11,82
Northumberland County,week 12,231
Northumberland County,week 13,460
Northumberland County,week 14,602
Northumberland County,week 15,684
Northumberland County,week 16,835
Northumberland County,week 17,964
Northumberland County,week 18,1140
Northumberland County,week 19,1328
Northumberland County,week 20,1443
Northumberland County,week 21,1548
Northumberland County,week 22,1826
Northumberland County,week 23,2052
Northumberland County,week 24,2255
Northumberland County,week 25,2401
Northumberland County,week 26,2520
Northumberland County,week 27,2641
Northumberland County,week 28,2826
Northumberland County,week 29,3205
Northumberland County,week 30,3824
Northumberland County,week 31,4298
Northumberland County,week 32,4665
Northumberland County,week 33,5232
Northumberland County,week 34,5549
Northumberland County,week 35,6017
Northumberland County,week 36,6901
Northumberland County,week 37,7773
Northumberland County,week 38,8784
Northumberland County,week 39,9275
Northumberland County,week 40,10166
Northumberland County,week 41,11067
Northumberland County,week 42,12044
Northumberland County,week 43,1819
Perry County,week 1,0
Perry County,week 2,0
Perry County,week 3,0
Perry County,week 4,0
Perry County,week 5,0
Perry County,week 6,0
Perry County,week 7,0
Perry County,week 8,0
Perry County,week 9,0
Perry County,week 10,4
Perry County,week 11,32
Perry County,week 12,110
Perry County,week 13,132
Perry County,week 14,176
Perry County,week 15,227
Perry County,week 16,241
Perry County,week 17,269
Perry County,week 18,315
Perry County,week 19,402
Perry County,week 20,464
Perry County,week 21,495
Perry County,week 22,565
Perry County,week 23,600
Perry County,week 24,604
Perry County,week 25,640
Perry County,week 26,673
Perry County,week 27,734
Perry County,week 28,813
Perry County,week 29,856
Perry County,week 30,955
Perry County,week 31,1100
Perry County,week 32,1212
Perry County,week 33,1254
Perry County,week 34,1302
Perry County,week 35,1417
Perry County,week 36,1534
Perry County,week 37,1690
Perry County,week 38,1861
Perry County,week 39,2163
Perry County,week 40,2439
Perry County,week 41,2621
Perry County,week 42,2896
Perry County,week 43,444
Philadelphia County,week 1,0
Philadelphia County,week 2,0
Philadelphia County,week 3,0
Philadelphia County,week 4,0
Philadelphia County,week 5,0
Philadelphia County,week 6,0
Philadelphia County,week 7,2
Philadelphia County,week 8,33
Philadelphia County,week 9,557
Philadelphia County,week 10,4967
Philadelphia County,week 11,18982
Philadelphia County,week 12,41311
Philadelphia County,week 13,58864
Philadelphia County,week 14,75303
Philadelphia County,week 15,89732
Philadelphia County,week 16,101878
Philadelphia County,week 17,111834
Philadelphia County,week 18,120226
Philadelphia County,week 19,127960
Philadelphia County,week 20,133656
Philadelphia County,week 21,138691
Philadelphia County,week 22,143566
Philadelphia County,week 23,149078
Philadelphia County,week 24,153819
Philadelphia County,week 25,159473
Philadelphia County,week 26,165729
Philadelphia County,week 27,173304
Philadelphia County,week 28,180427
Philadelphia County,week 29,185773
Philadelphia County,week 30,191884
Philadelphia County,week 31,197245
Philadelphia County,week 32,202063
Philadelphia County,week 33,207964
Philadelphia County,week 34,211891
Philadelphia County,week 35,216190
Philadelphia County,week 36,220464
Philadelphia County,week 37,228771
Philadelphia County,week 38,237572
Philadelphia County,week 39,247750
Philadelphia County,week 40,260382
Philadelphia County,week 41,277785
Philadelphia County,week 42,300924
Philadelphia County,week 43,45578
Pike County,week 1,0
Pike County,week 2,0
Pike County,week 3,0
Pike County,week 4,0
Pike County,week 5,0
Pike County,week 6,0
Pike County,week 7,0
Pike County,week 8,6
Pike County,week 9,18
Pike County,week 10,194
Pike County,week 11,680
Pike County,week 12,1398
Pike County,week 13,2048
Pike County,week 14,2392
Pike County,week 15,2749
Pike County,week 16,2989
Pike County,week 17,3213
Pike County,week 18,3322
Pike County,week 19,3335
Pike County,week 20,3361
